date,time,open_or_close,direction,code,price,number,commission
20100104,94107,close,buy,D1,21405,5,0
20100104,94107,close,buy,D1,21405,45,0
20100104,94319,close,buy,D1,21440,10,0
20100104,94319,close,buy,D1,21440,5,0
20100104,94319,close,buy,D1,21440,10,0
20100104,94319,close,buy,D1,21440,10,0
20100104,94319,close,buy,D1,21440,5,0
20100104,94320,close,buy,D1,21440,5,0
20100104,94321,close,buy,D1,21440,5,0
20100104,94323,close,buy,D1,21440,50,0
20100104,94324,close,buy,D1,21440,30,0
20100104,94325,close,buy,D1,21440,5,0
20100104,94327,close,buy,D1,21440,5,0
20100104,94328,close,buy,D1,21440,20,0
20100104,94349,close,buy,D1,21435,20,0
20100104,94349,close,buy,D1,21435,25,0
20100104,94349,close,buy,D1,21435,75,0
20100104,94349,close,buy,D1,21435,35,0
20100104,94349,close,buy,D1,21435,5,0
20100104,94349,close,buy,D1,21435,25,0
20100104,94349,close,buy,D1,21435,5,0
20100104,94351,close,buy,D1,21435,5,0
20100104,94352,close,buy,D1,21435,10,0
20100104,94353,close,buy,D1,21435,5,0
20100104,94353,close,buy,D1,21435,30,0
20100104,94553,close,buy,D1,21415,30,0
20100104,94553,close,buy,D1,21415,10,0
20100104,94553,close,buy,D1,21415,10,0
20100104,94641,close,sell,A1,60490,35,0
20100104,94733,open,buy,D1,21380,5,8.5
20100104,94733,open,buy,D1,21380,15,25.5
20100104,94733,open,buy,D1,21380,5,8.5
20100104,94733,open,buy,D1,21380,100,170
20100104,94733,open,buy,D1,21375,15,25.5
20100104,94733,open,buy,D1,21375,10,17
20100104,94733,open,buy,D1,21375,15,25.5
20100104,94733,open,buy,D1,21375,10,17
20100104,94733,open,buy,D1,21375,10,17
20100104,94733,open,buy,D1,21375,15,25.5
20100104,94733,open,buy,D1,21375,25,42.5
20100104,94733,open,buy,D1,21375,25,42.5
20100104,94802,close,sell,D1,21395,40,0
20100104,94802,close,sell,D1,21395,5,0
20100104,94802,close,sell,D1,21395,15,0
20100104,94802,close,sell,D1,21395,10,0
20100104,94802,close,sell,D1,21395,5,0
20100104,94802,close,sell,D1,21395,25,0
20100104,94802,close,sell,D1,21395,10,0
20100104,94804,close,sell,D1,21395,100,0
20100104,94805,close,sell,D1,21395,10,0
20100104,94805,close,sell,D1,21395,5,0
20100104,94805,close,sell,D1,21395,25,0
20100104,95123,close,sell,A1,60390,5,0
20100104,95124,close,sell,A1,60390,70,0
20100104,95352,open,buy,A1,60320,25,316.68
20100104,95352,open,buy,A1,60320,35,443.35
20100104,95352,open,buy,A1,60320,50,633.36
20100104,95359,open,buy,B1,4557,10,5.01
20100104,95359,open,buy,B1,4557,30,15.04
20100104,95359,open,buy,B1,4557,10,5.01
20100104,95359,open,buy,B1,4557,200,100.25
20100104,95359,open,buy,B1,4557,10,5.01
20100104,95359,open,buy,B1,4557,100,50.13
20100104,95359,open,buy,B1,4557,20,10.03
20100104,95359,open,buy,B1,4557,10,5.01
20100104,95359,open,buy,B1,4557,10,5.01
20100104,95359,open,buy,B1,4557,600,300.76
20100104,95425,close,sell,A1,60360,10,0
20100104,95425,close,sell,A1,60360,25,0
20100104,95426,close,sell,A1,60360,5,0
20100104,95426,close,sell,A1,60360,5,0
20100104,95427,close,sell,A1,60360,5,0
20100104,95428,close,sell,A1,60360,50,0
20100104,95429,close,sell,A1,60360,10,0
20100104,95543,close,sell,B1,4559,890,0
20100104,95544,close,sell,B1,4559,40,0
20100104,95545,close,sell,B1,4559,10,0
20100104,95545,close,sell,B1,4559,50,0
20100104,95545,close,sell,B1,4559,10,0
20100104,95641,open,sell,A1,60370,20,253.55
20100104,95643,open,sell,A1,60370,5,63.39
20100104,95723,open,sell,A1,60370,20,253.55
20100104,95723,open,sell,A1,60370,5,63.39
20100104,95724,open,sell,A1,60370,10,126.78
20100104,95724,open,sell,A1,60370,5,63.39
20100104,95726,open,sell,A1,60370,45,570.5
20100104,95917,close,buy,A1,60400,5,0
20100104,95917,close,buy,A1,60400,5,0
20100104,95917,close,buy,A1,60400,5,0
20100104,95917,close,buy,A1,60400,5,0
20100104,95921,close,buy,A1,60400,35,0
20100104,95923,close,buy,A1,60400,5,0
20100104,95924,close,buy,A1,60400,5,0
20100104,95924,close,buy,A1,60400,5,0
20100104,95925,close,buy,A1,60400,40,0
20100104,100008,open,buy,A1,60380,5,63.4
20100104,100008,open,buy,A1,60380,10,126.8
20100104,100008,open,buy,A1,60380,50,633.99
20100104,100008,open,buy,A1,60380,5,63.4
20100104,100009,open,buy,A1,60380,5,63.4
20100104,100012,open,buy,A1,60380,5,63.4
20100104,100012,open,buy,A1,60380,5,63.4
20100104,100016,open,buy,A1,60380,5,63.4
20100104,100016,open,buy,A1,60380,20,253.6
20100104,100047,open,buy,D1,21400,25,42.5
20100104,100047,open,buy,D1,21400,10,17
20100104,100047,open,buy,D1,21400,5,8.5
20100104,100047,open,buy,D1,21400,20,34
20100104,100047,open,buy,D1,21400,20,34
20100104,100047,open,buy,D1,21400,45,76.5
20100104,100159,open,buy,B1,4570,90,45.24
20100104,100159,open,buy,B1,4570,10,5.03
20100104,100159,open,buy,B1,4570,50,25.14
20100104,100159,open,buy,B1,4570,10,5.03
20100104,100159,open,buy,B1,4570,60,30.16
20100104,100159,open,buy,B1,4570,10,5.03
20100104,100159,open,buy,B1,4570,20,10.05
20100104,100159,open,buy,B1,4570,600,301.62
20100104,100159,open,buy,B1,4570,150,75.41
20100104,100527,close,sell,D1,21420,10,0
20100104,100528,close,sell,D1,21420,115,0
20100104,100626,open,buy,A1,60470,5,63.49
20100104,100626,open,buy,A1,60470,105,1333.36
20100104,100628,open,buy,A1,60470,5,63.49
20100104,100628,open,buy,A1,60470,10,126.99
20100104,100629,open,buy,A1,60470,5,63.49
20100104,100631,open,buy,A1,60470,50,634.94
20100104,100632,open,buy,A1,60470,5,63.49
20100104,100648,open,buy,B1,4567,30,15.07
20100104,100648,open,buy,B1,4567,10,5.02
20100104,100649,open,buy,B1,4567,10,5.02
20100104,100651,open,buy,B1,4567,10,5.02
20100104,100651,open,buy,B1,4567,20,10.05
20100104,100653,open,buy,B1,4567,10,5.02
20100104,100653,open,buy,B1,4567,20,10.05
20100104,100653,open,buy,B1,4567,10,5.02
20100104,100655,open,buy,B1,4567,10,5.02
20100104,100658,open,buy,B1,4567,50,25.12
20100104,100659,open,buy,B1,4567,10,5.02
20100104,100703,open,buy,B1,4567,20,10.05
20100104,100703,open,buy,B1,4567,10,5.02
20100104,100703,open,buy,B1,4567,20,10.05
20100104,100703,open,buy,B1,4567,30,15.07
20100104,100704,open,buy,B1,4567,10,5.02
20100104,100705,open,buy,B1,4567,50,25.12
20100104,100705,open,buy,B1,4567,10,5.02
20100104,100706,open,buy,B1,4567,100,50.24
20100104,100706,open,buy,B1,4567,20,10.05
20100104,100707,open,buy,B1,4567,10,5.02
20100104,100707,open,buy,B1,4567,10,5.02
20100104,100707,open,buy,B1,4567,10,5.02
20100104,100708,open,buy,B1,4567,90,45.21
20100104,100708,open,buy,B1,4567,50,25.12
20100104,100709,open,buy,B1,4567,10,5.02
20100104,100710,open,buy,B1,4567,360,180.85
20100104,100742,open,buy,A1,60470,15,190.48
20100104,100743,open,buy,A1,60470,5,63.49
20100104,100744,open,buy,A1,60470,15,190.48
20100104,100845,open,buy,D1,21560,120,204
20100104,100934,close,sell,D1,21555,35,0
20100104,100934,close,sell,D1,21555,10,0
20100104,100934,close,sell,D1,21555,15,0
20100104,100934,close,sell,D1,21555,60,0
20100104,101027,close,sell,A1,60520,65,0
20100104,101027,close,sell,A1,60520,135,0
20100104,101027,close,sell,A1,60510,125,0
20100104,101029,close,sell,A1,60510,5,0
20100104,101145,close,sell,B1,4573,1090,0
20100104,101145,close,sell,B1,4573,10,0
20100104,101145,close,sell,B1,4573,30,0
20100104,101145,close,sell,B1,4573,10,0
20100104,101145,close,sell,B1,4573,120,0
20100104,101145,close,sell,B1,4573,20,0
20100104,101145,close,sell,B1,4573,20,0
20100104,101145,close,sell,B1,4573,10,0
20100104,101145,close,sell,B1,4573,400,0
20100104,101145,close,sell,B1,4573,10,0
20100104,101145,close,sell,B1,4573,20,0
20100104,101145,close,sell,B1,4572,10,0
20100104,101145,close,sell,B1,4572,10,0
20100104,101145,close,sell,B1,4572,10,0
20100104,101145,close,sell,B1,4572,20,0
20100104,101145,close,sell,B1,4572,10,0
20100104,101145,close,sell,B1,4572,10,0
20100104,101145,close,sell,B1,4572,190,0
20100104,101219,open,sell,A1,60510,20,254.14
20100104,101223,open,sell,B1,4572,10,5.03
20100104,101223,open,sell,B1,4572,10,5.03
20100104,101223,open,sell,B1,4572,10,5.03
20100104,101223,open,sell,B1,4572,30,15.09
20100104,101223,open,sell,B1,4572,20,10.06
20100104,101223,open,sell,B1,4572,10,5.03
20100104,101223,open,sell,B1,4572,20,10.06
20100104,101223,open,sell,B1,4572,10,5.03
20100104,101223,open,sell,B1,4572,10,5.03
20100104,101223,open,sell,B1,4572,10,5.03
20100104,101223,open,sell,B1,4572,10,5.03
20100104,101223,open,sell,B1,4572,10,5.03
20100104,101223,open,sell,B1,4572,50,25.15
20100104,101223,open,sell,B1,4572,10,5.03
20100104,101223,open,sell,B1,4572,50,25.15
20100104,101223,open,sell,B1,4572,50,25.15
20100104,101223,open,sell,B1,4572,20,10.06
20100104,101223,open,sell,B1,4572,10,5.03
20100104,101223,open,sell,B1,4572,20,10.06
20100104,101223,open,sell,B1,4572,20,10.06
20100104,101223,open,sell,B1,4572,180,90.53
20100104,101223,open,sell,B1,4572,170,85.5
20100104,101223,open,sell,B1,4572,120,60.35
20100104,101223,open,sell,B1,4572,10,5.03
20100104,101223,open,sell,B1,4572,10,5.03
20100104,101223,open,sell,B1,4572,50,25.15
20100104,101223,open,sell,B1,4572,10,5.03
20100104,101223,open,sell,B1,4572,60,30.18
20100104,101230,open,sell,A1,60510,5,63.54
20100104,101233,open,sell,A1,60510,10,127.07
20100104,101238,open,sell,D1,21545,10,17
20100104,101238,open,sell,D1,21545,50,85
20100104,101238,open,sell,D1,21545,65,110.5
20100104,101300,close,buy,A1,60480,5,0
20100104,101300,close,buy,A1,60480,5,0
20100104,101302,close,buy,A1,60480,15,0
20100104,101303,close,buy,A1,60480,5,0
20100104,101304,close,buy,A1,60480,5,0
20100104,101310,close,buy,B1,4577,150,0
20100104,101310,close,buy,B1,4577,20,0
20100104,101310,close,buy,B1,4577,10,0
20100104,101310,close,buy,B1,4577,110,0
20100104,101310,close,buy,B1,4578,710,0
20100104,101318,close,buy,D1,21530,5,0
20100104,101318,close,buy,D1,21530,75,0
20100104,101319,close,buy,D1,21530,10,0
20100104,101319,close,buy,D1,21530,10,0
20100104,101319,close,buy,D1,21530,5,0
20100104,101319,close,buy,D1,21530,5,0
20100104,101320,close,buy,D1,21530,15,0
20100104,103005,open,buy,B1,4578,340,171.22
20100104,103005,open,buy,B1,4578,60,30.21
20100104,103005,open,buy,B1,4578,100,50.36
20100104,103005,open,buy,B1,4578,100,50.36
20100104,103005,open,buy,B1,4578,80,40.29
20100104,103005,open,buy,B1,4578,190,95.68
20100104,103005,open,buy,B1,4578,10,5.04
20100104,103005,open,buy,B1,4578,120,60.43
20100104,103027,close,sell,B1,4583,1000,0
20100104,103102,open,buy,D1,21535,125,212.5
20100104,103114,open,buy,A1,60470,20,253.97
20100104,103114,open,buy,A1,60470,5,63.49
20100104,103114,open,buy,A1,60470,15,190.48
20100104,103114,open,buy,A1,60470,15,190.48
20100104,103118,open,buy,A1,60470,5,63.49
20100104,103121,open,buy,A1,60470,10,126.99
20100104,103400,open,buy,D1,21505,30,51
20100104,103400,open,buy,D1,21505,5,8.5
20100104,103400,open,buy,D1,21505,10,17
20100104,103400,open,buy,D1,21505,10,17
20100104,103400,open,buy,D1,21505,15,25.5
20100104,103400,open,buy,D1,21505,50,85
20100104,103401,open,buy,D1,21505,5,8.5
20100104,103508,open,buy,A1,60500,85,1079.93
20100104,103508,open,buy,A1,60500,5,63.53
20100104,103509,open,buy,A1,60500,20,254.1
20100104,103646,close,sell,A1,60500,5,0
20100104,103646,close,sell,A1,60500,5,0
20100104,103646,close,sell,A1,60500,5,0
20100104,103646,close,sell,A1,60500,25,0
20100104,103646,close,sell,A1,60500,5,0
20100104,103646,close,sell,A1,60500,5,0
20100104,103646,close,sell,A1,60500,5,0
20100104,103646,close,sell,A1,60500,10,0
20100104,103646,close,sell,A1,60500,5,0
20100104,103646,close,sell,A1,60500,10,0
20100104,103646,close,sell,A1,60500,10,0
20100104,103646,close,sell,A1,60500,5,0
20100104,103646,close,sell,A1,60500,5,0
20100104,103646,close,sell,A1,60500,5,0
20100104,103647,close,sell,A1,60500,10,0
20100104,103647,close,sell,A1,60500,25,0
20100104,103649,close,sell,A1,60500,5,0
20100104,103650,close,sell,A1,60500,5,0
20100104,103651,close,sell,A1,60500,5,0
20100104,103651,close,sell,A1,60500,5,0
20100104,103651,close,sell,A1,60500,5,0
20100104,103652,close,sell,A1,60500,5,0
20100104,103653,close,sell,A1,60500,5,0
20100104,103655,close,sell,A1,60500,5,0
20100104,103838,open,buy,A1,60500,20,254.1
20100104,103842,open,buy,A1,60500,5,63.53
20100104,103859,open,buy,A1,60500,5,63.53
20100104,103859,open,buy,A1,60500,5,63.53
20100104,103859,open,buy,A1,60500,5,63.53
20100104,103946,close,sell,A1,60550,40,0
20100104,104006,open,buy,A1,60500,5,63.53
20100104,104010,open,buy,A1,60500,5,63.53
20100104,104010,close,sell,D1,21540,5,0
20100104,104010,close,sell,D1,21540,5,0
20100104,104010,close,sell,D1,21540,5,0
20100104,104010,close,sell,D1,21540,10,0
20100104,104010,close,sell,D1,21540,10,0
20100104,104010,close,sell,D1,21540,5,0
20100104,104010,close,sell,D1,21540,140,0
20100104,104010,close,sell,D1,21540,5,0
20100104,104010,close,sell,D1,21540,5,0
20100104,104010,close,sell,D1,21540,20,0
20100104,104010,close,sell,D1,21540,5,0
20100104,104011,close,sell,D1,21540,20,0
20100104,104011,close,sell,D1,21540,15,0
20100104,104013,open,buy,A1,60500,5,63.53
20100104,104017,open,buy,A1,60500,10,127.05
20100104,104017,open,buy,A1,60500,5,63.53
20100104,104023,open,buy,A1,60500,10,127.05
20100104,104023,open,buy,A1,60500,5,63.53
20100104,104025,open,buy,A1,60500,5,63.53
20100104,104025,open,buy,A1,60500,20,254.1
20100104,104049,close,sell,A1,60500,55,0
20100104,104050,close,sell,A1,60500,5,0
20100104,104050,close,sell,A1,60500,10,0
20100104,104525,open,sell,B1,4576,810,407.72
20100104,104525,open,sell,B1,4576,100,50.34
20100104,104525,open,sell,B1,4576,10,5.03
20100104,104525,open,sell,B1,4576,10,5.03
20100104,104525,open,sell,B1,4576,10,5.03
20100104,104526,open,sell,B1,4576,60,30.2
20100104,104751,open,sell,D1,21530,125,212.5
20100104,104947,open,sell,A1,60460,10,126.97
20100104,104949,open,sell,A1,60460,5,63.48
20100104,104950,open,sell,A1,60460,5,63.48
20100104,104951,open,sell,A1,60460,5,63.48
20100104,105039,open,sell,A1,60430,5,63.45
20100104,105040,open,sell,A1,60430,50,634.52
20100104,105041,open,sell,A1,60430,5,63.45
20100104,105042,open,sell,A1,60430,5,63.45
20100104,105042,open,sell,A1,60430,5,63.45
20100104,105043,open,sell,A1,60430,5,63.45
20100104,105043,open,sell,A1,60430,5,63.45
20100104,105049,open,sell,D1,21525,125,212.5
20100104,105050,open,sell,A1,60430,5,63.45
20100104,105051,open,sell,A1,60430,10,126.9
20100104,105051,open,sell,A1,60430,15,190.35
20100104,105159,open,sell,A1,60420,40,507.53
20100104,105159,open,sell,A1,60420,25,317.21
20100104,105159,open,sell,A1,60420,15,190.32
20100104,105159,open,sell,A1,60420,5,63.44
20100104,105159,open,sell,A1,60420,5,63.44
20100104,105200,open,sell,A1,60420,10,126.88
20100104,105200,open,sell,A1,60420,10,126.88
20100104,105207,open,sell,D1,21520,5,8.5
20100104,105208,open,sell,D1,21520,5,8.5
20100104,105208,open,sell,D1,21520,100,170
20100104,105209,open,sell,D1,21520,5,8.5
20100104,105210,open,sell,D1,21520,5,8.5
20100104,105211,open,sell,D1,21520,5,8.5
20100104,105220,open,sell,A1,60440,5,63.46
20100104,105220,open,sell,A1,60440,65,825.01
20100104,105220,open,sell,A1,60440,25,317.31
20100104,105319,close,buy,B1,4576,10,0
20100104,105319,close,buy,B1,4576,50,0
20100104,105319,close,buy,B1,4576,10,0
20100104,105319,close,buy,B1,4576,500,0
20100104,105319,close,buy,B1,4576,30,0
20100104,105319,close,buy,B1,4576,10,0
20100104,105319,close,buy,B1,4576,10,0
20100104,105319,close,buy,B1,4576,50,0
20100104,105319,close,buy,B1,4576,10,0
20100104,105319,close,buy,B1,4576,100,0
20100104,105319,close,buy,B1,4576,10,0
20100104,105319,close,buy,B1,4576,200,0
20100104,105319,close,buy,B1,4576,10,0
20100104,105324,close,buy,A1,60500,15,0
20100104,105324,close,buy,A1,60500,5,0
20100104,105324,close,buy,A1,60500,100,0
20100104,105324,close,buy,A1,60500,220,0
20100104,105329,close,buy,D1,21555,225,0
20100104,105329,close,buy,D1,21555,5,0
20100104,105329,close,buy,D1,21555,25,0
20100104,105330,close,buy,D1,21555,25,0
20100104,105330,close,buy,D1,21555,5,0
20100104,105331,close,buy,D1,21555,5,0
20100104,105331,close,buy,D1,21555,5,0
20100104,105332,close,buy,D1,21555,70,0
20100104,105333,close,buy,D1,21555,10,0
20100104,105650,open,buy,B1,4578,30,15.11
20100104,105650,open,buy,B1,4578,80,40.29
20100104,105650,open,buy,B1,4578,500,251.79
20100104,105650,open,buy,B1,4578,20,10.07
20100104,105650,open,buy,B1,4578,10,5.04
20100104,105650,open,buy,B1,4578,10,5.04
20100104,105650,open,buy,B1,4578,200,100.72
20100104,105650,open,buy,B1,4578,10,5.04
20100104,105650,open,buy,B1,4578,50,25.18
20100104,105650,open,buy,B1,4578,10,5.04
20100104,105651,open,buy,B1,4578,10,5.04
20100104,105652,open,buy,B1,4578,70,35.25
20100104,105712,close,sell,B1,4578,200,0
20100104,105712,close,sell,B1,4578,10,0
20100104,105712,close,sell,B1,4578,10,0
20100104,105712,close,sell,B1,4578,200,0
20100104,105712,close,sell,B1,4578,20,0
20100104,105712,close,sell,B1,4578,500,0
20100104,105712,close,sell,B1,4578,10,0
20100104,105712,close,sell,B1,4578,50,0
20100104,105829,open,sell,A1,60480,95,1206.58
20100104,105829,open,sell,A1,60480,5,63.5
20100104,105829,open,sell,A1,60480,5,63.5
20100104,105830,open,sell,A1,60480,5,63.5
20100104,105910,open,sell,D1,21530,110,187
20100104,105910,open,sell,D1,21530,15,25.5
20100104,105911,open,sell,D1,21530,30,51
20100104,105912,open,sell,D1,21530,5,8.5
20100104,105916,open,sell,D1,21530,5,8.5
20100104,105917,open,sell,D1,21530,55,93.5
20100104,105919,open,sell,D1,21530,15,25.5
20100104,105926,open,sell,D1,21530,15,25.5
20100104,105928,open,sell,A1,60460,110,1396.63
20100104,105942,open,sell,B1,4573,10,5.03
20100104,105942,open,sell,B1,4573,990,498
20100104,105944,open,sell,D1,21535,125,212.5
20100104,110037,open,sell,B1,4574,620,311.95
20100104,110228,close,buy,D1,21490,225,0
20100104,110228,close,buy,D1,21490,20,0
20100104,110228,close,buy,D1,21490,5,0
20100104,110228,close,buy,D1,21490,10,0
20100104,110228,close,buy,D1,21490,115,0
20100104,110251,close,buy,B1,4570,160,0
20100104,110251,close,buy,B1,4570,1000,0
20100104,110251,close,buy,B1,4570,50,0
20100104,110251,close,buy,B1,4570,60,0
20100104,110251,close,buy,B1,4570,20,0
20100104,110251,close,buy,B1,4570,10,0
20100104,110251,close,buy,B1,4570,230,0
20100104,110251,close,buy,B1,4570,10,0
20100104,110251,close,buy,B1,4570,10,0
20100104,110251,close,buy,B1,4570,40,0
20100104,110251,close,buy,B1,4570,10,0
20100104,110251,close,buy,B1,4570,20,0
20100104,110327,close,buy,A1,60420,10,0
20100104,110327,close,buy,A1,60420,5,0
20100104,110327,close,buy,A1,60420,5,0
20100104,110327,close,buy,A1,60420,5,0
20100104,110327,close,buy,A1,60420,5,0
20100104,110327,close,buy,A1,60420,60,0
20100104,110327,close,buy,A1,60420,5,0
20100104,110328,close,buy,A1,60420,5,0
20100104,110331,close,buy,A1,60420,5,0
20100104,110331,close,buy,A1,60420,5,0
20100104,110331,close,buy,A1,60420,5,0
20100104,110331,close,buy,A1,60420,5,0
20100104,110331,close,buy,A1,60420,5,0
20100104,110331,close,buy,A1,60420,5,0
20100104,110331,close,buy,A1,60420,5,0
20100104,110331,close,buy,A1,60420,5,0
20100104,110332,close,buy,A1,60420,5,0
20100104,110334,close,buy,A1,60420,75,0
20100104,111116,open,buy,D1,21510,20,34
20100104,111116,open,buy,D1,21510,5,8.5
20100104,111116,open,buy,D1,21510,35,59.5
20100104,111116,open,buy,D1,21510,65,110.5
20100104,111121,open,buy,A1,60440,10,126.92
20100104,111122,open,buy,A1,60440,5,63.46
20100104,111132,open,buy,B1,4578,20,10.07
20100104,111133,open,buy,B1,4578,10,5.04
20100104,111133,open,buy,B1,4578,10,5.04
20100104,111133,open,buy,B1,4578,200,100.72
20100104,111133,open,buy,B1,4578,30,15.11
20100104,111134,open,buy,B1,4578,100,50.36
20100104,111135,open,buy,B1,4578,10,5.04
20100104,111135,open,buy,B1,4578,10,5.04
20100104,111135,open,buy,B1,4578,30,15.11
20100104,111135,open,buy,B1,4578,100,50.36
20100104,111203,close,sell,B1,4579,300,0
20100104,111203,close,sell,B1,4579,10,0
20100104,111203,close,sell,B1,4579,20,0
20100104,111203,close,sell,B1,4579,20,0
20100104,111203,close,sell,B1,4579,170,0
20100104,111311,close,sell,A1,60410,5,0
20100104,111311,close,sell,A1,60410,5,0
20100104,111311,close,sell,A1,60410,5,0
20100104,111331,close,sell,D1,21485,45,0
20100104,111331,close,sell,D1,21485,15,0
20100104,111331,close,sell,D1,21485,10,0
20100104,111331,close,sell,D1,21485,5,0
20100104,111331,close,sell,D1,21485,5,0
20100104,111331,close,sell,D1,21485,5,0
20100104,111331,close,sell,D1,21485,5,0
20100104,111331,close,sell,D1,21485,10,0
20100104,111332,close,sell,D1,21485,20,0
20100104,111333,close,sell,D1,21485,5,0
20100104,111413,open,sell,D1,21490,25,42.5
20100104,111413,open,sell,D1,21490,15,25.5
20100104,111413,open,sell,D1,21490,10,17
20100104,111413,open,sell,D1,21490,5,8.5
20100104,111413,open,sell,D1,21490,5,8.5
20100104,111413,open,sell,D1,21490,10,17
20100104,111413,open,sell,D1,21490,10,17
20100104,111413,open,sell,D1,21490,15,25.5
20100104,111414,open,sell,D1,21490,5,8.5
20100104,111414,open,sell,D1,21490,25,42.5
20100104,111414,open,sell,D1,21490,125,212.5
20100104,111437,open,sell,B1,4581,530,267.07
20100104,111437,open,sell,B1,4581,10,5.04
20100104,111437,open,sell,B1,4581,100,50.39
20100104,111437,open,sell,B1,4581,200,100.78
20100104,111437,open,sell,B1,4581,100,50.39
20100104,111437,open,sell,B1,4581,10,5.04
20100104,111437,open,sell,B1,4581,50,25.2
20100104,111553,open,sell,A1,60410,25,317.15
20100104,111555,open,sell,A1,60410,5,63.43
20100104,111557,open,sell,A1,60410,5,63.43
20100104,111558,open,sell,A1,60410,20,253.72
20100104,111601,open,sell,A1,60410,55,697.74
20100104,111619,open,sell,A1,60430,25,317.26
20100104,111622,open,sell,A1,60430,80,1015.22
20100104,111622,open,sell,A1,60430,5,63.45
20100104,111848,close,buy,B1,4579,10,0
20100104,111848,close,buy,B1,4579,150,0
20100104,111848,close,buy,B1,4579,10,0
20100104,111901,close,buy,B1,4579,20,0
20100104,111903,close,buy,B1,4579,810,0
20100104,111921,close,buy,A1,60420,60,0
20100104,111921,close,buy,A1,60420,10,0
20100104,111921,close,buy,A1,60420,10,0
20100104,111921,close,buy,A1,60420,10,0
20100104,111921,close,buy,A1,60420,5,0
20100104,111921,close,buy,A1,60420,25,0
20100104,111921,close,buy,A1,60420,10,0
20100104,111921,close,buy,A1,60420,5,0
20100104,111921,close,buy,A1,60420,5,0
20100104,111921,close,buy,A1,60420,5,0
20100104,111925,close,buy,A1,60420,25,0
20100104,111925,close,buy,A1,60420,10,0
20100104,111932,close,buy,A1,60420,5,0
20100104,111932,close,buy,A1,60420,5,0
20100104,111935,close,buy,A1,60420,10,0
20100104,111937,close,buy,A1,60420,10,0
20100104,111938,close,buy,A1,60420,10,0
20100104,112336,open,sell,A1,60450,5,63.47
20100104,112338,open,sell,A1,60450,5,63.47
20100104,112340,open,sell,A1,60450,100,1269.45
20100104,112414,open,sell,B1,4583,580,292.4
20100104,112414,open,sell,B1,4583,100,50.41
20100104,112414,open,sell,B1,4583,30,15.12
20100104,112414,open,sell,B1,4583,30,15.12
20100104,112414,open,sell,B1,4583,60,30.25
20100104,112414,open,sell,B1,4583,10,5.04
20100104,112414,open,sell,B1,4583,50,25.21
20100104,112420,open,sell,B1,4583,30,15.12
20100104,112422,open,sell,B1,4583,20,10.08
20100104,112423,open,sell,B1,4583,10,5.04
