违规明细,,,,,,,,,,,,,,
代码,名称,公告日期,违规类型,处罚对象,关系,违规行为,处分类型,处分措施,处理人,处罚金额(万元),相关法规,是否发债,证监会行业(2012),东财行业
002002.SZ,鸿达兴业,2008-12-30,涉嫌违反证券法律法规,江苏金材科技股份有限公司,公司本身,"江苏琼花高科技股份有限公司关于接受中国证监会江苏监管局立案调查的公告

    本公司及董事会全体成员保证公告内容的真实、准确和完整，对公告的虚假记载、误导性陈述或者重大遗漏负连带责任。
    2008年12月29日，公司收到中国证券监督管理委员会江苏监管局下达的立案调查通知书（苏证监立通字[2008]-5号）。通知称公司因涉嫌违反证券法律法规，决定对公司进行立案调查。公司将积极配合此项工作，并将根据调查结果及时披露相关信息。
    特此公告",立案调查,,江苏监管局,,,否,制造业,塑料制品
600157.SH,永泰能源,2008-12-26,涉嫌违反证券法律法规,永泰能源股份有限公司,公司本身,"泰安鲁润股份有限公司关于中国证券监督管理委员会对公司立案调查的公告

    本公司董事会及全体董事保证本公告内容不存在任何虚假记载、误导性陈述或者重大遗漏，并对其内容的真实性、准确性和完整性承担个别及连带责任。
    公司于2008年12月25日接到中国证券监督管理委员会稽查总队调查通知书（编号：稽查总队调查通字059号），因公司涉嫌存在违反法律法规的行为，根据《中华人民共和国证券法》的有关规定，中国证券监督管理委员会决定对公司立案调查。
    特此公告。
    
    泰安鲁润股份有限公司",立案调查,,中国证券监督管理委员会稽查总队,,《中华人民共和国证券法》,是,采矿业,煤炭开采洗选
000981.SZ,银亿股份,2008-12-22,未及时披露公司重大事项,,,"甘肃兰光科技股份有限公司存在以下违法行为：
（一）2005年，兰光科技通过第三方账户借款给兰光经发，发生额300万元以上的共20笔合计65,125万元，每笔借款业务均达到了应披露关联交易的金额标准，兰光科技未及时在2005年临时公告中披露。
（二）2006年1月1日到6月30日，兰光科技因担保、直接或通过第三方，被兰光经发及其关联方占用资金共发生5笔，发生额合计33,930万元，每笔业务均达到了应披露关联交易的金额标准，兰光科技未及时在2006年临时公告中披露。
（三）2005年6月至2006年1月，兰光科技以其控股子公司的名义直接或通过第三方，为兰光集团全资子公司或直接为兰光经发以银行存单质押、保证金质押等方式，提供担保总计9笔，发生额合计50,570万元，均达到了应披露关联交易的标准，兰光科技未及时临时公告中披露。
（四）2005年1月至6月，兰光科技直接或间接通过第三方给兰光经发等关联方单位借款、担保共计14笔，涉及金额47,300万元，未在2005年中期报告中披露。
（五）2005年6月至12月，兰光科技给兰光经发等关联方提供担保共计3笔，涉及金额8,500万元，未在2005年年度报告中披露。",公开处罚,"中国证券监督管理委员会认为，兰光科技长期、多次不按规定披露大股东及关联方占款与担保事项，涉及金额巨大，性质恶劣，后果严重，应当对相关责任人予以从重处罚；同时，综合考量不同责任人员的岗位职责、参与违法行为的程度、在违法过程中所起的作用等因素，依据原《中华人民共和国证券法》第一百七十七条以及新修订《中华人民共和国证券法》第一百九十三条的规定，决定：
一、 对兰光科技给予警告，并处以30万元的罚款；
二、 对路有志、王兴志、周耀良、李伟、朱晖分别给予警告，并各处以30万元的罚款；
三、 对李济朝、李亦农、彭向阳、郑维嘉分别给予警告，并各处以20万元的罚款；
四、 对裴福元、曹凤国分别给予警告，并各处以10万元的罚款；
五、 对吕勇给予警告，并处以5万元的罚款；
六、 对李福祥、刘琴、林建华、田民分别给予警告，并各处以3万元的罚款。
依据《证券市场禁入暂行规定》第二条、第四条、第五条、第十六条的规定，决定：
一、 认定路有志为市场禁入者，自我会宣布决定之日起，永久不得担任任何上市公司和从事证券业务机构的高级管理人员，不得在其他任何从事证券业务的机构中任职；
二、 认定王兴志、周耀良、李伟、朱晖为市场禁入者，自我会宣布决定之日起，分别在10年内不得担任任何上市公司和从事证券业务机构的高级管理人员，不得在其他任何从事证券业务的机构中任职；
三、 认定李济朝、李亦农、彭向阳、郑维嘉为市场禁入者，自我会宣布决定之日起，分别在5年内不得担任任何上市公司和从事证券业务机构的高级管理人员，不得在其他任何从事证券业务的机构中任职。",中国证券监督管理委员会,30,"《中华人民共和国证券法》,《中华人民共和国公司法》",是,房地产业,房地产
000981.SZ,银亿股份,2008-12-11,"未及时披露公司重大事项,未依法履行其他职责",周耀良,公司高管,"经查明，兰光科技存在以下违法行为：
（一）2005年，兰光科技通过第三方账户借款给兰光经发，发生额300万元以上的共20笔合计65,125万元，每笔借款业务均达到了应披露关联交易的金额标准，兰光科技未及时在2005年临时公告中披露。
（二）2006年1月1日至6月30日，兰光科技因担保、直接或通过第三方，被兰光经发及其关联方占用资金共发生5笔，发生额合计33,930万元，每笔业务均达到了应披露关联交易的金额标准，兰光科技未及时在2006年临时公告中披露。
（三）2005年6月至2006年1月，兰光科技以其控股子公司的名义直接或通过第三方，为兰光集团全资子公司或直接为兰光经发以银行存单质押、保证金质押等方式，提供担保总计9笔，发生额合计50,570万元，均达到了应披露关联交易的标准，兰光科技未及时在临时公告中披露。
（四）2005年1月至6月，兰光科技直接或间接通过第三方给兰光经发等关联方单位借款、担保共计14笔，涉及金额47,300万元，未在2005年中期报告中披露。
（五）2005年6月至12月，兰光科技给兰光经发等关联方提供担保共计3笔，涉及金额8,500万元，未在2005年年度报告中披露。
时任兰光科技董事长兼兰光集团董事长路有志在向关联单位借款、担保的董事会决议、付款单等上签字5次，涉及金额21,500万元；在审议通过定期报告的董事会决议上签字２次。
时任兰光科技董事兼兰光经发总经理王兴志在向关联单位借款、担保的董事会决议、借款协议、合同、工作联络单上签字20次，涉及金额69,195万元；在审议通过定期报告的董事会决议上签字２次。
时任兰光科技董事、总经理周耀良在向关联单位借款、担保的董事会决议、借款协议、合同、付款单等上签字22次，涉及金额107,425万元；在审议通过定期报告的董事会决议上签字２次。
时任兰光科技董事、董事会秘书李伟在向关联单位借款、担保的董事会决议、借款协议、合同上签字16次，涉及金额56,425万元；在审议通过定期报告的董事会决议上签字２次。
时任兰光科技财务负责人朱晖在向关联单位借款、担保的付款单上签字17次，涉及金额80,105万元。
时任兰光科技董事李济朝在向关联单位借款、担保的董事会决议、借款协议、合同上签字8次，涉及金额35,550万元；在审议通过定期报告的董事会决议上签字２次。
时任兰光科技监事、2001年9月至2005年4月任职兰光科技财务负责人李亦农在向关联单位借款、担保的董事会决议、借款协议、合同、付款单上签字9次，涉及金额36,520万元。
时任兰光科技董事、副总经理彭向阳在向关联单位借款、担保的董事会决议、借款协议、合同、付款单上签字5次，涉及金额17,070万元。
时任兰光科技监事郑维嘉在向关联单位担保的董事会决议、合同上签字7次，涉及金额39,000万元。
时任兰光科技监事裴福元在向关联单位划款的工作联络单上签字4次，涉及金额10,250万元。
时任兰光科技副董事长曹凤国在审议通过定期报告的董事会决议上签字2次。
时任兰光科技董事吕勇在审议通过定期报告的董事会决议上签字2次。
时任兰光科技独立董事李福祥在审议通过定期报告的董事会决议上签字2次。
时任兰光科技独立董事刘琴在审议通过定期报告的董事会决议上签字2次。
时任兰光科技独立董事林建华在审议通过定期报告的董事会决议上签字2次。
时任兰光科技独立董事田民在审议通过定期报告的董事会决议上签字2次。
上述违法事实，有相关证据证明，事实清楚，证据确实、充分，足以认定。",公开处罚,"我会认为，兰光科技长期、多次不按规定披露大股东及关联方占款与担保事项，涉及金额巨大，性质恶劣，后果严重，应当对相关责任人予以从重处罚；同时，综合考量不同责任人员的岗位职责、参与违法行为的程度、在违法过程中所起的作用等因素，依据原《证券法》第一百七十七条以及新修订《证券法》第一百九十三条的规定，我会决定：
一、对兰光科技给予警告，并处以30万元的罚款；
二、对路有志、王兴志、周耀良、李伟、朱晖分别给予警告，并各处以30万元的罚款；
三、对李济朝、李亦农、彭向阳、郑维嘉分别给予警告，并各处以20万元的罚款；
四、对裴福元、曹凤国分别给予警告，并各处以10万元的罚款；
五、对吕勇给予警告，并处以5万元的罚款；
六、对李福祥、刘琴、林建华、田民分别给予警告，并各处以3万元的罚款。",中国证券监督管理委员会,30,《中华人民共和国证券法》,是,房地产业,房地产
000981.SZ,银亿股份,2008-12-11,"未及时披露公司重大事项,未依法履行其他职责",朱晖,公司高管,"经查明，兰光科技存在以下违法行为：
（一）2005年，兰光科技通过第三方账户借款给兰光经发，发生额300万元以上的共20笔合计65,125万元，每笔借款业务均达到了应披露关联交易的金额标准，兰光科技未及时在2005年临时公告中披露。
（二）2006年1月1日至6月30日，兰光科技因担保、直接或通过第三方，被兰光经发及其关联方占用资金共发生5笔，发生额合计33,930万元，每笔业务均达到了应披露关联交易的金额标准，兰光科技未及时在2006年临时公告中披露。
（三）2005年6月至2006年1月，兰光科技以其控股子公司的名义直接或通过第三方，为兰光集团全资子公司或直接为兰光经发以银行存单质押、保证金质押等方式，提供担保总计9笔，发生额合计50,570万元，均达到了应披露关联交易的标准，兰光科技未及时在临时公告中披露。
（四）2005年1月至6月，兰光科技直接或间接通过第三方给兰光经发等关联方单位借款、担保共计14笔，涉及金额47,300万元，未在2005年中期报告中披露。
（五）2005年6月至12月，兰光科技给兰光经发等关联方提供担保共计3笔，涉及金额8,500万元，未在2005年年度报告中披露。
时任兰光科技董事长兼兰光集团董事长路有志在向关联单位借款、担保的董事会决议、付款单等上签字5次，涉及金额21,500万元；在审议通过定期报告的董事会决议上签字２次。
时任兰光科技董事兼兰光经发总经理王兴志在向关联单位借款、担保的董事会决议、借款协议、合同、工作联络单上签字20次，涉及金额69,195万元；在审议通过定期报告的董事会决议上签字２次。
时任兰光科技董事、总经理周耀良在向关联单位借款、担保的董事会决议、借款协议、合同、付款单等上签字22次，涉及金额107,425万元；在审议通过定期报告的董事会决议上签字２次。
时任兰光科技董事、董事会秘书李伟在向关联单位借款、担保的董事会决议、借款协议、合同上签字16次，涉及金额56,425万元；在审议通过定期报告的董事会决议上签字２次。
时任兰光科技财务负责人朱晖在向关联单位借款、担保的付款单上签字17次，涉及金额80,105万元。
时任兰光科技董事李济朝在向关联单位借款、担保的董事会决议、借款协议、合同上签字8次，涉及金额35,550万元；在审议通过定期报告的董事会决议上签字２次。
时任兰光科技监事、2001年9月至2005年4月任职兰光科技财务负责人李亦农在向关联单位借款、担保的董事会决议、借款协议、合同、付款单上签字9次，涉及金额36,520万元。
时任兰光科技董事、副总经理彭向阳在向关联单位借款、担保的董事会决议、借款协议、合同、付款单上签字5次，涉及金额17,070万元。
时任兰光科技监事郑维嘉在向关联单位担保的董事会决议、合同上签字7次，涉及金额39,000万元。
时任兰光科技监事裴福元在向关联单位划款的工作联络单上签字4次，涉及金额10,250万元。
时任兰光科技副董事长曹凤国在审议通过定期报告的董事会决议上签字2次。
时任兰光科技董事吕勇在审议通过定期报告的董事会决议上签字2次。
时任兰光科技独立董事李福祥在审议通过定期报告的董事会决议上签字2次。
时任兰光科技独立董事刘琴在审议通过定期报告的董事会决议上签字2次。
时任兰光科技独立董事林建华在审议通过定期报告的董事会决议上签字2次。
时任兰光科技独立董事田民在审议通过定期报告的董事会决议上签字2次。
上述违法事实，有相关证据证明，事实清楚，证据确实、充分，足以认定。",公开处罚,"我会认为，兰光科技长期、多次不按规定披露大股东及关联方占款与担保事项，涉及金额巨大，性质恶劣，后果严重，应当对相关责任人予以从重处罚；同时，综合考量不同责任人员的岗位职责、参与违法行为的程度、在违法过程中所起的作用等因素，依据原《证券法》第一百七十七条以及新修订《证券法》第一百九十三条的规定，我会决定：
一、对兰光科技给予警告，并处以30万元的罚款；
二、对路有志、王兴志、周耀良、李伟、朱晖分别给予警告，并各处以30万元的罚款；
三、对李济朝、李亦农、彭向阳、郑维嘉分别给予警告，并各处以20万元的罚款；
四、对裴福元、曹凤国分别给予警告，并各处以10万元的罚款；
五、对吕勇给予警告，并处以5万元的罚款；
六、对李福祥、刘琴、林建华、田民分别给予警告，并各处以3万元的罚款。",中国证券监督管理委员会,30,《中华人民共和国证券法》,是,房地产业,房地产
000981.SZ,银亿股份,2008-12-11,"未及时披露公司重大事项,未依法履行其他职责",田民,公司高管,"经查明，兰光科技存在以下违法行为：
（一）2005年，兰光科技通过第三方账户借款给兰光经发，发生额300万元以上的共20笔合计65,125万元，每笔借款业务均达到了应披露关联交易的金额标准，兰光科技未及时在2005年临时公告中披露。
（二）2006年1月1日至6月30日，兰光科技因担保、直接或通过第三方，被兰光经发及其关联方占用资金共发生5笔，发生额合计33,930万元，每笔业务均达到了应披露关联交易的金额标准，兰光科技未及时在2006年临时公告中披露。
（三）2005年6月至2006年1月，兰光科技以其控股子公司的名义直接或通过第三方，为兰光集团全资子公司或直接为兰光经发以银行存单质押、保证金质押等方式，提供担保总计9笔，发生额合计50,570万元，均达到了应披露关联交易的标准，兰光科技未及时在临时公告中披露。
（四）2005年1月至6月，兰光科技直接或间接通过第三方给兰光经发等关联方单位借款、担保共计14笔，涉及金额47,300万元，未在2005年中期报告中披露。
（五）2005年6月至12月，兰光科技给兰光经发等关联方提供担保共计3笔，涉及金额8,500万元，未在2005年年度报告中披露。
时任兰光科技董事长兼兰光集团董事长路有志在向关联单位借款、担保的董事会决议、付款单等上签字5次，涉及金额21,500万元；在审议通过定期报告的董事会决议上签字２次。
时任兰光科技董事兼兰光经发总经理王兴志在向关联单位借款、担保的董事会决议、借款协议、合同、工作联络单上签字20次，涉及金额69,195万元；在审议通过定期报告的董事会决议上签字２次。
时任兰光科技董事、总经理周耀良在向关联单位借款、担保的董事会决议、借款协议、合同、付款单等上签字22次，涉及金额107,425万元；在审议通过定期报告的董事会决议上签字２次。
时任兰光科技董事、董事会秘书李伟在向关联单位借款、担保的董事会决议、借款协议、合同上签字16次，涉及金额56,425万元；在审议通过定期报告的董事会决议上签字２次。
时任兰光科技财务负责人朱晖在向关联单位借款、担保的付款单上签字17次，涉及金额80,105万元。
时任兰光科技董事李济朝在向关联单位借款、担保的董事会决议、借款协议、合同上签字8次，涉及金额35,550万元；在审议通过定期报告的董事会决议上签字２次。
时任兰光科技监事、2001年9月至2005年4月任职兰光科技财务负责人李亦农在向关联单位借款、担保的董事会决议、借款协议、合同、付款单上签字9次，涉及金额36,520万元。
时任兰光科技董事、副总经理彭向阳在向关联单位借款、担保的董事会决议、借款协议、合同、付款单上签字5次，涉及金额17,070万元。
时任兰光科技监事郑维嘉在向关联单位担保的董事会决议、合同上签字7次，涉及金额39,000万元。
时任兰光科技监事裴福元在向关联单位划款的工作联络单上签字4次，涉及金额10,250万元。
时任兰光科技副董事长曹凤国在审议通过定期报告的董事会决议上签字2次。
时任兰光科技董事吕勇在审议通过定期报告的董事会决议上签字2次。
时任兰光科技独立董事李福祥在审议通过定期报告的董事会决议上签字2次。
时任兰光科技独立董事刘琴在审议通过定期报告的董事会决议上签字2次。
时任兰光科技独立董事林建华在审议通过定期报告的董事会决议上签字2次。
时任兰光科技独立董事田民在审议通过定期报告的董事会决议上签字2次。
上述违法事实，有相关证据证明，事实清楚，证据确实、充分，足以认定。",公开处罚,"我会认为，兰光科技长期、多次不按规定披露大股东及关联方占款与担保事项，涉及金额巨大，性质恶劣，后果严重，应当对相关责任人予以从重处罚；同时，综合考量不同责任人员的岗位职责、参与违法行为的程度、在违法过程中所起的作用等因素，依据原《证券法》第一百七十七条以及新修订《证券法》第一百九十三条的规定，我会决定：
一、对兰光科技给予警告，并处以30万元的罚款；
二、对路有志、王兴志、周耀良、李伟、朱晖分别给予警告，并各处以30万元的罚款；
三、对李济朝、李亦农、彭向阳、郑维嘉分别给予警告，并各处以20万元的罚款；
四、对裴福元、曹凤国分别给予警告，并各处以10万元的罚款；
五、对吕勇给予警告，并处以5万元的罚款；
六、对李福祥、刘琴、林建华、田民分别给予警告，并各处以3万元的罚款。",中国证券监督管理委员会,3,《中华人民共和国证券法》,是,房地产业,房地产
000981.SZ,银亿股份,2008-12-11,"未及时披露公司重大事项,未依法履行其他职责",曹凤国,公司高管,"经查明，兰光科技存在以下违法行为：
（一）2005年，兰光科技通过第三方账户借款给兰光经发，发生额300万元以上的共20笔合计65,125万元，每笔借款业务均达到了应披露关联交易的金额标准，兰光科技未及时在2005年临时公告中披露。
（二）2006年1月1日至6月30日，兰光科技因担保、直接或通过第三方，被兰光经发及其关联方占用资金共发生5笔，发生额合计33,930万元，每笔业务均达到了应披露关联交易的金额标准，兰光科技未及时在2006年临时公告中披露。
（三）2005年6月至2006年1月，兰光科技以其控股子公司的名义直接或通过第三方，为兰光集团全资子公司或直接为兰光经发以银行存单质押、保证金质押等方式，提供担保总计9笔，发生额合计50,570万元，均达到了应披露关联交易的标准，兰光科技未及时在临时公告中披露。
（四）2005年1月至6月，兰光科技直接或间接通过第三方给兰光经发等关联方单位借款、担保共计14笔，涉及金额47,300万元，未在2005年中期报告中披露。
（五）2005年6月至12月，兰光科技给兰光经发等关联方提供担保共计3笔，涉及金额8,500万元，未在2005年年度报告中披露。
时任兰光科技董事长兼兰光集团董事长路有志在向关联单位借款、担保的董事会决议、付款单等上签字5次，涉及金额21,500万元；在审议通过定期报告的董事会决议上签字２次。
时任兰光科技董事兼兰光经发总经理王兴志在向关联单位借款、担保的董事会决议、借款协议、合同、工作联络单上签字20次，涉及金额69,195万元；在审议通过定期报告的董事会决议上签字２次。
时任兰光科技董事、总经理周耀良在向关联单位借款、担保的董事会决议、借款协议、合同、付款单等上签字22次，涉及金额107,425万元；在审议通过定期报告的董事会决议上签字２次。
时任兰光科技董事、董事会秘书李伟在向关联单位借款、担保的董事会决议、借款协议、合同上签字16次，涉及金额56,425万元；在审议通过定期报告的董事会决议上签字２次。
时任兰光科技财务负责人朱晖在向关联单位借款、担保的付款单上签字17次，涉及金额80,105万元。
时任兰光科技董事李济朝在向关联单位借款、担保的董事会决议、借款协议、合同上签字8次，涉及金额35,550万元；在审议通过定期报告的董事会决议上签字２次。
时任兰光科技监事、2001年9月至2005年4月任职兰光科技财务负责人李亦农在向关联单位借款、担保的董事会决议、借款协议、合同、付款单上签字9次，涉及金额36,520万元。
时任兰光科技董事、副总经理彭向阳在向关联单位借款、担保的董事会决议、借款协议、合同、付款单上签字5次，涉及金额17,070万元。
时任兰光科技监事郑维嘉在向关联单位担保的董事会决议、合同上签字7次，涉及金额39,000万元。
时任兰光科技监事裴福元在向关联单位划款的工作联络单上签字4次，涉及金额10,250万元。
时任兰光科技副董事长曹凤国在审议通过定期报告的董事会决议上签字2次。
时任兰光科技董事吕勇在审议通过定期报告的董事会决议上签字2次。
时任兰光科技独立董事李福祥在审议通过定期报告的董事会决议上签字2次。
时任兰光科技独立董事刘琴在审议通过定期报告的董事会决议上签字2次。
时任兰光科技独立董事林建华在审议通过定期报告的董事会决议上签字2次。
时任兰光科技独立董事田民在审议通过定期报告的董事会决议上签字2次。
上述违法事实，有相关证据证明，事实清楚，证据确实、充分，足以认定。",公开处罚,"我会认为，兰光科技长期、多次不按规定披露大股东及关联方占款与担保事项，涉及金额巨大，性质恶劣，后果严重，应当对相关责任人予以从重处罚；同时，综合考量不同责任人员的岗位职责、参与违法行为的程度、在违法过程中所起的作用等因素，依据原《证券法》第一百七十七条以及新修订《证券法》第一百九十三条的规定，我会决定：
一、对兰光科技给予警告，并处以30万元的罚款；
二、对路有志、王兴志、周耀良、李伟、朱晖分别给予警告，并各处以30万元的罚款；
三、对李济朝、李亦农、彭向阳、郑维嘉分别给予警告，并各处以20万元的罚款；
四、对裴福元、曹凤国分别给予警告，并各处以10万元的罚款；
五、对吕勇给予警告，并处以5万元的罚款；
六、对李福祥、刘琴、林建华、田民分别给予警告，并各处以3万元的罚款。",中国证券监督管理委员会,10,《中华人民共和国证券法》,是,房地产业,房地产
000981.SZ,银亿股份,2008-12-11,"未及时披露公司重大事项,未依法履行其他职责",路有志,公司高管,"经查明，兰光科技存在以下违法行为：
（一）2005年，兰光科技通过第三方账户借款给兰光经发，发生额300万元以上的共20笔合计65,125万元，每笔借款业务均达到了应披露关联交易的金额标准，兰光科技未及时在2005年临时公告中披露。
（二）2006年1月1日至6月30日，兰光科技因担保、直接或通过第三方，被兰光经发及其关联方占用资金共发生5笔，发生额合计33,930万元，每笔业务均达到了应披露关联交易的金额标准，兰光科技未及时在2006年临时公告中披露。
（三）2005年6月至2006年1月，兰光科技以其控股子公司的名义直接或通过第三方，为兰光集团全资子公司或直接为兰光经发以银行存单质押、保证金质押等方式，提供担保总计9笔，发生额合计50,570万元，均达到了应披露关联交易的标准，兰光科技未及时在临时公告中披露。
（四）2005年1月至6月，兰光科技直接或间接通过第三方给兰光经发等关联方单位借款、担保共计14笔，涉及金额47,300万元，未在2005年中期报告中披露。
（五）2005年6月至12月，兰光科技给兰光经发等关联方提供担保共计3笔，涉及金额8,500万元，未在2005年年度报告中披露。
时任兰光科技董事长兼兰光集团董事长路有志在向关联单位借款、担保的董事会决议、付款单等上签字5次，涉及金额21,500万元；在审议通过定期报告的董事会决议上签字２次。
时任兰光科技董事兼兰光经发总经理王兴志在向关联单位借款、担保的董事会决议、借款协议、合同、工作联络单上签字20次，涉及金额69,195万元；在审议通过定期报告的董事会决议上签字２次。
时任兰光科技董事、总经理周耀良在向关联单位借款、担保的董事会决议、借款协议、合同、付款单等上签字22次，涉及金额107,425万元；在审议通过定期报告的董事会决议上签字２次。
时任兰光科技董事、董事会秘书李伟在向关联单位借款、担保的董事会决议、借款协议、合同上签字16次，涉及金额56,425万元；在审议通过定期报告的董事会决议上签字２次。
时任兰光科技财务负责人朱晖在向关联单位借款、担保的付款单上签字17次，涉及金额80,105万元。
时任兰光科技董事李济朝在向关联单位借款、担保的董事会决议、借款协议、合同上签字8次，涉及金额35,550万元；在审议通过定期报告的董事会决议上签字２次。
时任兰光科技监事、2001年9月至2005年4月任职兰光科技财务负责人李亦农在向关联单位借款、担保的董事会决议、借款协议、合同、付款单上签字9次，涉及金额36,520万元。
时任兰光科技董事、副总经理彭向阳在向关联单位借款、担保的董事会决议、借款协议、合同、付款单上签字5次，涉及金额17,070万元。
时任兰光科技监事郑维嘉在向关联单位担保的董事会决议、合同上签字7次，涉及金额39,000万元。
时任兰光科技监事裴福元在向关联单位划款的工作联络单上签字4次，涉及金额10,250万元。
时任兰光科技副董事长曹凤国在审议通过定期报告的董事会决议上签字2次。
时任兰光科技董事吕勇在审议通过定期报告的董事会决议上签字2次。
时任兰光科技独立董事李福祥在审议通过定期报告的董事会决议上签字2次。
时任兰光科技独立董事刘琴在审议通过定期报告的董事会决议上签字2次。
时任兰光科技独立董事林建华在审议通过定期报告的董事会决议上签字2次。
时任兰光科技独立董事田民在审议通过定期报告的董事会决议上签字2次。
上述违法事实，有相关证据证明，事实清楚，证据确实、充分，足以认定。",公开处罚,"我会认为，兰光科技长期、多次不按规定披露大股东及关联方占款与担保事项，涉及金额巨大，性质恶劣，后果严重，应当对相关责任人予以从重处罚；同时，综合考量不同责任人员的岗位职责、参与违法行为的程度、在违法过程中所起的作用等因素，依据原《证券法》第一百七十七条以及新修订《证券法》第一百九十三条的规定，我会决定：
一、对兰光科技给予警告，并处以30万元的罚款；
二、对路有志、王兴志、周耀良、李伟、朱晖分别给予警告，并各处以30万元的罚款；
三、对李济朝、李亦农、彭向阳、郑维嘉分别给予警告，并各处以20万元的罚款；
四、对裴福元、曹凤国分别给予警告，并各处以10万元的罚款；
五、对吕勇给予警告，并处以5万元的罚款；
六、对李福祥、刘琴、林建华、田民分别给予警告，并各处以3万元的罚款。",中国证券监督管理委员会,30,《中华人民共和国证券法》,是,房地产业,房地产
000981.SZ,银亿股份,2008-12-11,"未及时披露公司重大事项,未依法履行其他职责",李亦农,公司高管,"经查明，兰光科技存在以下违法行为：
（一）2005年，兰光科技通过第三方账户借款给兰光经发，发生额300万元以上的共20笔合计65,125万元，每笔借款业务均达到了应披露关联交易的金额标准，兰光科技未及时在2005年临时公告中披露。
（二）2006年1月1日至6月30日，兰光科技因担保、直接或通过第三方，被兰光经发及其关联方占用资金共发生5笔，发生额合计33,930万元，每笔业务均达到了应披露关联交易的金额标准，兰光科技未及时在2006年临时公告中披露。
（三）2005年6月至2006年1月，兰光科技以其控股子公司的名义直接或通过第三方，为兰光集团全资子公司或直接为兰光经发以银行存单质押、保证金质押等方式，提供担保总计9笔，发生额合计50,570万元，均达到了应披露关联交易的标准，兰光科技未及时在临时公告中披露。
（四）2005年1月至6月，兰光科技直接或间接通过第三方给兰光经发等关联方单位借款、担保共计14笔，涉及金额47,300万元，未在2005年中期报告中披露。
（五）2005年6月至12月，兰光科技给兰光经发等关联方提供担保共计3笔，涉及金额8,500万元，未在2005年年度报告中披露。
时任兰光科技董事长兼兰光集团董事长路有志在向关联单位借款、担保的董事会决议、付款单等上签字5次，涉及金额21,500万元；在审议通过定期报告的董事会决议上签字２次。
时任兰光科技董事兼兰光经发总经理王兴志在向关联单位借款、担保的董事会决议、借款协议、合同、工作联络单上签字20次，涉及金额69,195万元；在审议通过定期报告的董事会决议上签字２次。
时任兰光科技董事、总经理周耀良在向关联单位借款、担保的董事会决议、借款协议、合同、付款单等上签字22次，涉及金额107,425万元；在审议通过定期报告的董事会决议上签字２次。
时任兰光科技董事、董事会秘书李伟在向关联单位借款、担保的董事会决议、借款协议、合同上签字16次，涉及金额56,425万元；在审议通过定期报告的董事会决议上签字２次。
时任兰光科技财务负责人朱晖在向关联单位借款、担保的付款单上签字17次，涉及金额80,105万元。
时任兰光科技董事李济朝在向关联单位借款、担保的董事会决议、借款协议、合同上签字8次，涉及金额35,550万元；在审议通过定期报告的董事会决议上签字２次。
时任兰光科技监事、2001年9月至2005年4月任职兰光科技财务负责人李亦农在向关联单位借款、担保的董事会决议、借款协议、合同、付款单上签字9次，涉及金额36,520万元。
时任兰光科技董事、副总经理彭向阳在向关联单位借款、担保的董事会决议、借款协议、合同、付款单上签字5次，涉及金额17,070万元。
时任兰光科技监事郑维嘉在向关联单位担保的董事会决议、合同上签字7次，涉及金额39,000万元。
时任兰光科技监事裴福元在向关联单位划款的工作联络单上签字4次，涉及金额10,250万元。
时任兰光科技副董事长曹凤国在审议通过定期报告的董事会决议上签字2次。
时任兰光科技董事吕勇在审议通过定期报告的董事会决议上签字2次。
时任兰光科技独立董事李福祥在审议通过定期报告的董事会决议上签字2次。
时任兰光科技独立董事刘琴在审议通过定期报告的董事会决议上签字2次。
时任兰光科技独立董事林建华在审议通过定期报告的董事会决议上签字2次。
时任兰光科技独立董事田民在审议通过定期报告的董事会决议上签字2次。
上述违法事实，有相关证据证明，事实清楚，证据确实、充分，足以认定。",公开处罚,"我会认为，兰光科技长期、多次不按规定披露大股东及关联方占款与担保事项，涉及金额巨大，性质恶劣，后果严重，应当对相关责任人予以从重处罚；同时，综合考量不同责任人员的岗位职责、参与违法行为的程度、在违法过程中所起的作用等因素，依据原《证券法》第一百七十七条以及新修订《证券法》第一百九十三条的规定，我会决定：
一、对兰光科技给予警告，并处以30万元的罚款；
二、对路有志、王兴志、周耀良、李伟、朱晖分别给予警告，并各处以30万元的罚款；
三、对李济朝、李亦农、彭向阳、郑维嘉分别给予警告，并各处以20万元的罚款；
四、对裴福元、曹凤国分别给予警告，并各处以10万元的罚款；
五、对吕勇给予警告，并处以5万元的罚款；
六、对李福祥、刘琴、林建华、田民分别给予警告，并各处以3万元的罚款。",中国证券监督管理委员会,20,《中华人民共和国证券法》,是,房地产业,房地产
