违规明细,,,,,,,,,,,,,,
代码,名称,公告日期,违规类型,处罚对象,关系,违规行为,处分类型,处分措施,处理人,处罚金额(万元),相关法规,是否发债,证监会行业(2012),东财行业
600690.SH,青岛海尔,2016-08-16,未依法履行其他职责,重庆新日日顺家电销售有限公司上海分公司,公司控股参股公司,"近日,本公司子公司重庆新日日顺家电销售有限公司上海分公司、重庆海尔家电销售有限公司上海分公司收到上海市物价局《行政处罚决定书》(第2520160009 号)。 根据决定书, 上海市物价局认为前述公司对上海区域的经销商采取限定终端零售最低价格的管控措施构成 “限定向第三人转售商品最低价格”垄断协议的行为。",公开处罚,"上海市物价局依照相关规定要求前述公司立即停止该行为, 并处以共计 1,200 余万元的罚款。",上海市物价局,1200,,否,制造业,白色家电
600690.SH,青岛海尔,2016-08-16,未依法履行其他职责,重庆海尔家电销售有限公司上海分公司,公司控股参股公司,"近日,本公司子公司重庆新日日顺家电销售有限公司上海分公司、重庆海尔家电销售有限公司上海分公司收到上海市物价局《行政处罚决定书》(第2520160009 号)。 根据决定书, 上海市物价局认为前述公司对上海区域的经销商采取限定终端零售最低价格的管控措施构成 “限定向第三人转售商品最低价格”垄断协议的行为。",公开处罚,"上海市物价局依照相关规定要求前述公司立即停止该行为, 并处以共计 1,200 余万元的罚款。",上海市物价局,1200,,否,制造业,白色家电
,,,,,,,,,,,,,,
数据来源:东方财富Choice数据,,,,,,,,,,,,,,
