违规明细,,,,,,,,,,,,,,
代码,名称,公告日期,违规类型,处罚对象,关系,违规行为,处分类型,处分措施,处理人,处罚金额(万元),相关法规,是否发债,证监会行业(2012),东财行业
002694.SZ,顾地科技,2016-07-29,涉嫌违反证券法律法规,广东顾地塑胶有限公司,公司股东,"经查,作为顾地科技股份有限公司(以下简称顾地科技或上市公司)持股5%以上的大股东,你公司存在违反规定减持股份的问题。2016年7月20日、7月21日,你公司通过深圳证券交易所大宗交易系统出售持有的顾地科技股份17,250,000股,占上市公司总股本的4.9913%。而目前你公司因涉嫌信息披露违法违规正在被中国证监会湖北监管局立案调查。你公司上述减持股份的行为违法了中国证监会《上市公司大股东、董监高减持股份的若干规定》第六条的规定。根据《上市公司大股东、董监高减持股份的若干规定》第十三条的规定,决定对你公司进行警示。你公司应加强相关法律法规学习,履行作为上市公司大股东的相关义务,严格遵守《证券法》及中国证监会关于股份减持的相关规定。",出具警示函,"你公司上述减持股份的行为违法了中国证监会《上市公司大股东、董监高减持股份的若干规定》第六条的规定。根据《上市公司大股东、董监高减持股份的若干规定》第十三条的规定,决定对你公司进行警示。你公司应加强相关法律法规学习,履行作为上市公司大股东的相关义务,严格遵守《证券法》及中国证监会关于股份减持的相关规定。",中国证券监督管理委员会湖北监管局,,《证券法》,否,制造业,其他建材
,,,,,,,,,,,,,,
数据来源:东方财富Choice数据,,,,,,,,,,,,,,
