违规明细,,,,,,,,,,,,,,
代码,名称,公告日期,违规类型,处罚对象,关系,违规行为,处分类型,处分措施,处理人,处罚金额(万元),相关法规,是否发债,证监会行业(2012),东财行业
600052.SH,浙江广厦,2016-08-09,涉嫌违反证券法律法规,桂国平,公司股东,"桂国平及其控制的账户组在2014年1月30日14时55分36秒合计持有我公司股票43,682,656股,持股比例占总股本的5.0107%,成为持有我公司5%以上的股东。此后至2014年8月29日期间,桂国平通过其本人、“文某”、“某天然石材厂”三个证券账户,多次进行短线交易",公开处罚,公司收取上述违规交易收益,中国证券监督管理委员会浙江监管局,1233.49,《证券法》,否,房地产业,房地产
600067.SH,冠城大通,2016-08-09,未依法履行其他职责,张白,公司高管,"张白先生在任新华都购物广场股份有限公司(股票简称:新华都,股票代码:002264)独立董事期间,因新华都购物广场股份有限公司信息披露违法行为,被中国证券监督管理委员会厦门监管局认定为其他直接责任人员,给予警告,并处以3万元罚款。",公开处罚,"给予警告,并处以3万元罚款。",中国证券监督管理委员会厦门监管局,3,《证券法》,是,房地产业,房地产
002029.SZ,七匹狼,2016-08-09,未依法履行其他职责,戴亦一,公司高管,"戴亦一先生因在时任新华都购物广场股份有限公司(以下简称“新华都”)独立董事期间,新华都涉及信息披露违法行为,被中国证券监督管理委员会厦门监管局认定为其他直接责任人员,给予警告,并处以3万元罚款。",公开处罚,"给予警告,并处以3万元罚款。",中国证券监督管理委员会厦门监管局,3,《证券法》,是,制造业,服装
,,,,,,,,,,,,,,
数据来源:东方财富Choice数据,,,,,,,,,,,,,,
