代码	公告日期	违规类型	处罚对象	关系	处分类型	处理人	处罚金额(万元)	相关法规	是否发债	证监会行业(2012)	东财行业
600822.SH	2015-06-13	信息披露虚假或严重误导性陈述,涉嫌违反证券法律法规	吕勇	公司高管	公开处罚,公开批评	中国证券监督管理委员会上海监管局	15	《中华人民共和国证券法》,《企业会计准则》,《上市公司信息披露管理办法》	否	批发和零售业	贸易
600822.SH	2015-06-13	信息披露虚假或严重误导性陈述,涉嫌违反证券法律法规	杨阿国	公司高管	公开处罚,公开批评	中国证券监督管理委员会上海监管局	15	《中华人民共和国证券法》,《企业会计准则》,《上市公司信息披露管理办法》	否	批发和零售业	贸易
600822.SH	2015-06-13	信息披露虚假或严重误导性陈述,涉嫌违反证券法律法规	李伟	公司高管	公开处罚,公开批评	中国证券监督管理委员会上海监管局	25	《中华人民共和国证券法》,《企业会计准则》,《上市公司信息披露管理办法》	否	批发和零售业	贸易
600822.SH	2015-06-13	信息披露虚假或严重误导性陈述,涉嫌违反证券法律法规	上海物资贸易股份有限公司	公司本身	公开处罚	中国证券监督管理委员会上海监管局	40	《中华人民共和国证券法》,《企业会计准则》,《上市公司信息披露管理办法》	否	批发和零售业	贸易
600315.SH	2015-06-13	涉嫌违反证券法律法规,未及时披露公司重大事件	王茁	公司高管	公开处罚	中国证券监督管理委员会上海监管局	3	《中华人民共和国证券法》	否	制造业	日用化学品
600822.SH	2015-06-13	信息披露虚假或严重误导性陈述,涉嫌违反证券法律法规	韩英	公司高管	公开处罚,公开批评	中国证券监督管理委员会上海监管局	5	《中华人民共和国证券法》,《企业会计准则》,《上市公司信息披露管理办法》	否	批发和零售业	贸易
600822.SH	2015-06-13	信息披露虚假或严重误导性陈述,涉嫌违反证券法律法规	吴建华	公司高管	公开处罚,公开批评	中国证券监督管理委员会上海监管局	25	《中华人民共和国证券法》,《企业会计准则》,《上市公司信息披露管理办法》	否	批发和零售业	贸易
600822.SH	2015-06-13	信息披露虚假或严重误导性陈述,涉嫌违反证券法律法规	张世民	公司高管	公开处罚,公开批评	中国证券监督管理委员会上海监管局	5	《中华人民共和国证券法》,《企业会计准则》,《上市公司信息披露管理办法》	否	批发和零售业	贸易
600315.SH	2015-06-13	涉嫌违反证券法律法规,未及时披露公司重大事件	丁逸菁	公司高管	公开处罚	中国证券监督管理委员会上海监管局	10	《中华人民共和国证券法》	否	制造业	日用化学品
600822.SH	2015-06-13	信息披露虚假或严重误导性陈述,涉嫌违反证券法律法规	马坚南	公司高管	公开处罚,公开批评	中国证券监督管理委员会上海监管局	15	《中华人民共和国证券法》,《企业会计准则》,《上市公司信息披露管理办法》	否	批发和零售业	贸易
600315.SH	2015-06-13	涉嫌违反证券法律法规,未及时披露公司重大事件	胡大辉	公司高管	公开处罚	中国证券监督管理委员会上海监管局	3	《中华人民共和国证券法》	否	制造业	日用化学品
600315.SH	2015-06-13	涉嫌违反证券法律法规,未及时披露公司重大事件	刘镫中	公司高管	公开处罚	中国证券监督管理委员会上海监管局	3	《中华人民共和国证券法》	否	制造业	日用化学品
600822.SH	2015-06-13	信息披露虚假或严重误导性陈述,涉嫌违反证券法律法规	浦静波	公司高管	公开处罚,公开批评	中国证券监督管理委员会上海监管局	5	《中华人民共和国证券法》,《企业会计准则》,《上市公司信息披露管理办法》	否	批发和零售业	贸易
600315.SH	2015-06-13	涉嫌违反证券法律法规,未及时披露公司重大事件	朱倚江	公司高管	公开处罚	中国证券监督管理委员会上海监管局	3	《中华人民共和国证券法》	否	制造业	日用化学品
600315.SH	2015-06-13	涉嫌违反证券法律法规,未及时披露公司重大事件	冯珺	公司高管	公开处罚	中国证券监督管理委员会上海监管局	3	《中华人民共和国证券法》	否	制造业	日用化学品
600315.SH	2015-06-13	涉嫌违反证券法律法规,未及时披露公司重大事件	曲建宁	公司高管	公开处罚	中国证券监督管理委员会上海监管局	10	《中华人民共和国证券法》	否	制造业	日用化学品
600315.SH	2015-06-13	涉嫌违反证券法律法规,未及时披露公司重大事件	上海家化联合股份有限公司	公司本身	公开处罚	中国证券监督管理委员会上海监管局	30	《中华人民共和国证券法》	否	制造业	日用化学品
600822.SH	2015-06-13	信息披露虚假或严重误导性陈述,涉嫌违反证券法律法规	孙婷	公司高管	公开处罚,公开批评	中国证券监督管理委员会上海监管局	3	《中华人民共和国证券法》,《企业会计准则》,《上市公司信息披露管理办法》	否	批发和零售业	贸易
600822.SH	2015-06-13	信息披露虚假或严重误导性陈述,涉嫌违反证券法律法规	陈伟宝	公司高管	公开处罚,公开批评	中国证券监督管理委员会上海监管局	5	《中华人民共和国证券法》,《企业会计准则》,《上市公司信息披露管理办法》	否	批发和零售业	贸易
600315.SH	2015-06-13	涉嫌违反证券法律法规,未及时披露公司重大事件	周勤业	公司高管	公开处罚	中国证券监督管理委员会上海监管局	3	《中华人民共和国证券法》	否	制造业	日用化学品
600822.SH	2015-06-13	信息披露虚假或严重误导性陈述,涉嫌违反证券法律法规	吴弘	公司高管	公开处罚,公开批评	中国证券监督管理委员会上海监管局	5	《中华人民共和国证券法》,《企业会计准则》,《上市公司信息披露管理办法》	否	批发和零售业	贸易
600315.SH	2015-06-13	涉嫌违反证券法律法规,未及时披露公司重大事件	张纯	公司高管	公开处罚	中国证券监督管理委员会上海监管局	3	《中华人民共和国证券法》	否	制造业	日用化学品
600315.SH	2015-06-13	涉嫌违反证券法律法规,未及时披露公司重大事件	宣平	公司高管	公开处罚	中国证券监督管理委员会上海监管局	10	《中华人民共和国证券法》	否	制造业	日用化学品
600822.SH	2015-06-13	信息披露虚假或严重误导性陈述,涉嫌违反证券法律法规	成冠俊	公司高管	公开处罚,公开批评	中国证券监督管理委员会上海监管局	5	《中华人民共和国证券法》,《企业会计准则》,《上市公司信息披露管理办法》	否	批发和零售业	贸易
600822.SH	2015-06-13	信息披露虚假或严重误导性陈述,涉嫌违反证券法律法规	徐志炯	公司高管	公开处罚,公开批评	中国证券监督管理委员会上海监管局	5	《中华人民共和国证券法》,《企业会计准则》,《上市公司信息披露管理办法》	否	批发和零售业	贸易
600315.SH	2015-06-13	涉嫌违反证券法律法规,未及时披露公司重大事件	吴英华	公司高管	公开处罚	中国证券监督管理委员会上海监管局	10	《中华人民共和国证券法》	否	制造业	日用化学品
600822.SH	2015-06-13	信息披露虚假或严重误导性陈述,涉嫌违反证券法律法规	贺涛	公司高管	公开处罚,公开批评	中国证券监督管理委员会上海监管局	15	《中华人民共和国证券法》,《企业会计准则》,《上市公司信息披露管理办法》	否	批发和零售业	贸易
600822.SH	2015-06-13	信息披露虚假或严重误导性陈述,涉嫌违反证券法律法规	宁斌	公司高管	公开处罚,公开批评	中国证券监督管理委员会上海监管局	5	《中华人民共和国证券法》,《企业会计准则》,《上市公司信息披露管理办法》	否	批发和零售业	贸易
600315.SH	2015-06-13	涉嫌违反证券法律法规,未及时披露公司重大事件	管一民	公司高管	公开处罚	中国证券监督管理委员会上海监管局	3	《中华人民共和国证券法》	否	制造业	日用化学品
600315.SH	2015-06-13	涉嫌违反证券法律法规,未及时披露公司重大事件	苏勇	公司高管	公开处罚	中国证券监督管理委员会上海监管局	3	《中华人民共和国证券法》	否	制造业	日用化学品
600822.SH	2015-06-13	信息披露虚假或严重误导性陈述,涉嫌违反证券法律法规	吴继康	公司高管	公开处罚,公开批评	中国证券监督管理委员会上海监管局	5	《中华人民共和国证券法》,《企业会计准则》,《上市公司信息披露管理办法》	否	批发和零售业	贸易
600822.SH	2015-06-13	信息披露虚假或严重误导性陈述,涉嫌违反证券法律法规	孟杨	公司高管	公开处罚,公开批评	中国证券监督管理委员会上海监管局	30	《中华人民共和国证券法》,《企业会计准则》,《上市公司信息披露管理办法》	否	批发和零售业	贸易
600315.SH	2015-06-13	涉嫌违反证券法律法规,未及时披露公司重大事件	方骅	公司高管	公开处罚	中国证券监督管理委员会上海监管局	3	《中华人民共和国证券法》	否	制造业	日用化学品
600315.SH	2015-06-13	涉嫌违反证券法律法规,未及时披露公司重大事件	汪建宁	公司高管	公开处罚	中国证券监督管理委员会上海监管局	3	《中华人民共和国证券法》	否	制造业	日用化学品
600822.SH	2015-06-13	信息披露虚假或严重误导性陈述,涉嫌违反证券法律法规	秦青林	公司高管	公开处罚,公开批评	中国证券监督管理委员会上海监管局	5	《中华人民共和国证券法》,《企业会计准则》,《上市公司信息披露管理办法》	否	批发和零售业	贸易
600168.SH	2015-06-13	未依法履行其他职责	武汉市城市排水发展有限公司	公司控股参股公司	公开处罚	武汉市环境保护局	64.59	《中华人民共和国水污染防治法》	是	电力、热力、燃气及水生产和供应业	水务
600315.SH	2015-06-13	涉嫌违反证券法律法规,未及时披露公司重大事件	葛文耀	公司高管	公开处罚	中国证券监督管理委员会上海监管局	15	《中华人民共和国证券法》	否	制造业	日用化学品
000783.SZ	2015-06-12	未依法履行其他职责	长江证券股份有限公司	公司本身	出具警示函	中国证券监督管理委员会		《发布证券研究报告暂行规定》	是	金融业	证券
300117.SZ	2015-06-12	涉嫌违反证券法律法规	北京嘉寓门窗幕墙股份有限公司	公司本身	立案调查	中国证券监督管理委员会			是	建筑业	其他建材
300372.SZ	2015-06-12	未依法履行其他职责,涉嫌违反证券法律法规	丹东欣泰电气股份有限公司	公司本身	监管措施	中国证监会辽宁监管局		《上市公司治理准则》,《企业内部控制基本规范》,《会计基础工作规范》,《现金管理暂行条例》	否	制造业	其他电气设备
300372.SZ	2015-06-11	信息披露虚假或严重误导性陈述,涉嫌违反证券法律法规,未依法履行其他职责	丹东欣泰电气股份有限公司	公司本身	监管措施	中国证监会辽宁监管局		《上市公司治理准则》,《上市公司章程指引(2014修订)》,《企业内部控制基本规范》,《上市公司信息披露管理办法》	否	制造业	其他电气设备
600785.SH	2015-06-09	涉嫌违反证券法律法规	上海宝银创赢投资管理有限公司	公司本身	立案调查	中国证券监督管理委员会		《中华人民共和国证券法》	否	批发和零售业	百货
600146.SH	2015-06-09	涉嫌违反证券法律法规,信息披露虚假或严重误导性陈述	宁夏大元化工股份有限公司	公司本身	公开处罚	中国证券监督管理委员会	30	《证券法》	否	制造业	其他化学制品
600146.SH	2015-06-09	涉嫌违反证券法律法规,信息披露虚假或严重误导性陈述	邓永新	公司高管	公开处罚	中国证券监督管理委员会	30	《证券法》	否	制造业	其他化学制品
600146.SH	2015-06-09	涉嫌违反证券法律法规,信息披露虚假或严重误导性陈述	相关董事、高管	公司高管	公开处罚	中国证券监督管理委员会		《证券法》	否	制造业	其他化学制品
000691.SZ	2015-06-06	涉嫌违反证券法律法规	海南亚太实业发展股份有限公司	公司本身	立案调查	中国证券监督管理委员会海南监管局		《中华人民共和国证券法》	否	房地产业	房地产
300028.SZ	2015-06-05	涉嫌违反证券法律法规	金亚科技股份有限公司	公司本身	立案调查	中国证券监督管理委员会		《中华人民共和国证券法》	是	制造业	通信终端设备
600671.SH	2015-06-05	涉嫌违反证券法律法规,未及时披露公司重大事件,信息披露虚假或严重误导性陈述	胡新笠	公司高管	公开处罚	中国证券监督管理委员会浙江监管局	20	《证券法》	否	制造业	中药生产
002359.SZ	2015-06-05	涉嫌违反证券法律法规	曲玲	公司高管	公开批评	中国证券监督管理委员会山东监管局		《证券法》	否	制造业	其他输变电设备
002359.SZ	2015-06-05	涉嫌违反证券法律法规	吕清明	公司高管	公开处罚	中国证券监督管理委员会山东监管局	10	《证券法》	否	制造业	其他输变电设备
600671.SH	2015-06-05	涉嫌违反证券法律法规,未及时披露公司重大事件,信息披露虚假或严重误导性陈述	杭州天目山药业股份有限公司	公司本身	公开处罚	中国证券监督管理委员会浙江监管局	60	《证券法》	否	制造业	中药生产
600671.SH	2015-06-05	涉嫌违反证券法律法规,未及时披露公司重大事件,信息披露虚假或严重误导性陈述	王长林	公司高管	公开处罚	中国证券监督管理委员会浙江监管局	3	《证券法》	否	制造业	中药生产
600671.SH	2015-06-05	涉嫌违反证券法律法规,未及时披露公司重大事件,信息披露虚假或严重误导性陈述	杨宗昌	公司高管	公开处罚	中国证券监督管理委员会浙江监管局	20	《证券法》	否	制造业	中药生产
002359.SZ	2015-06-05	涉嫌违反证券法律法规	刘海燕	公司高管	公开批评	中国证券监督管理委员会山东监管局		《证券法》	否	制造业	其他输变电设备
002359.SZ	2015-06-05	涉嫌违反证券法律法规	山东齐星铁塔科技股份有限公司	公司本身	公开批评	中国证券监督管理委员会山东监管局		《证券法》	否	制造业	其他输变电设备
002359.SZ	2015-06-05	涉嫌违反证券法律法规	成文永	公司高管	公开处罚	中国证券监督管理委员会山东监管局	3	《证券法》	否	制造业	其他输变电设备
600671.SH	2015-06-05	涉嫌违反证券法律法规,未及时披露公司重大事件,信息披露虚假或严重误导性陈述	徐一宁	公司高管	公开处罚	中国证券监督管理委员会浙江监管局	3	《证券法》	否	制造业	中药生产
600671.SH	2015-06-05	涉嫌违反证券法律法规,未及时披露公司重大事件,信息披露虚假或严重误导性陈述	方宝康	公司高管	公开处罚	中国证券监督管理委员会浙江监管局	3	《证券法》	否	制造业	中药生产
600671.SH	2015-06-05	涉嫌违反证券法律法规,未及时披露公司重大事件,信息披露虚假或严重误导性陈述	方力	公司高管	公开处罚	中国证券监督管理委员会浙江监管局	3	《证券法》	否	制造业	中药生产
600671.SH	2015-06-05	涉嫌违反证券法律法规,未及时披露公司重大事件,信息披露虚假或严重误导性陈述	张玲	公司高管	公开处罚	中国证券监督管理委员会浙江监管局	3	《证券法》	否	制造业	中药生产
000902.SZ	2015-06-05	涉嫌违反证券法律法规	湖北新洋丰肥业股份有限公司	公司本身	立案调查	中国证券监督管理委员会			否	制造业	复合肥
600671.SH	2015-06-05	涉嫌违反证券法律法规,未及时披露公司重大事件,信息披露虚假或严重误导性陈述	韩剑	公司高管	公开处罚	中国证券监督管理委员会浙江监管局	3	《证券法》	否	制造业	中药生产
600671.SH	2015-06-05	涉嫌违反证券法律法规,未及时披露公司重大事件,信息披露虚假或严重误导性陈述	徐欢晓	公司高管	公开处罚	中国证券监督管理委员会浙江监管局	10	《证券法》	否	制造业	中药生产
002359.SZ	2015-06-05	涉嫌违反证券法律法规	刘丽丽	公司高管	公开处罚	中国证券监督管理委员会山东监管局	3	《证券法》	否	制造业	其他输变电设备
002359.SZ	2015-06-05	涉嫌违反证券法律法规	赵长水	公司高管	公开处罚	中国证券监督管理委员会山东监管局	15	《证券法》	否	制造业	其他输变电设备
600281.SH	2015-06-01	业绩预测结果不准确或不及时,未及时披露公司重大事件,未依法履行其他职责	邢亚东	公司高管	监管措施	上海证券交易所上市公司监管一部		《上海证券交易所股票上市规则》	否	制造业	贸易
600281.SH	2015-06-01	业绩预测结果不准确或不及时,未及时披露公司重大事件,未依法履行其他职责	太原化工股份有限公司	公司本身	监管措施	上海证券交易所上市公司监管一部		《上海证券交易所股票上市规则》	否	制造业	贸易
600281.SH	2015-06-01	业绩预测结果不准确或不及时,未及时披露公司重大事件,未依法履行其他职责	周崇武	公司高管	监管措施	上海证券交易所上市公司监管一部		《上海证券交易所股票上市规则》	否	制造业	贸易
600281.SH	2015-06-01	业绩预测结果不准确或不及时,未及时披露公司重大事件,未依法履行其他职责	张瑞红	公司高管	监管措施	上海证券交易所上市公司监管一部		《上海证券交易所股票上市规则》	否	制造业	贸易
600201.SH	2015-06-01	未及时披露公司重大事件,未依法履行其他职责	张翀宇	公司高管	监管措施	上海证券交易所上市公司监管一部		《上海证券交易所股票上市规则》	否	制造业	动物用药
600201.SH	2015-06-01	未及时披露公司重大事件,未依法履行其他职责	内蒙古金宇集团股份有限公司	公司本身	监管措施	上海证券交易所上市公司监管一部		《上海证券交易所股票上市规则》	否	制造业	动物用药
600281.SH	2015-06-01	业绩预测结果不准确或不及时,未及时披露公司重大事件,未依法履行其他职责	贾晓亮	公司高管	监管措施	上海证券交易所上市公司监管一部		《上海证券交易所股票上市规则》	否	制造业	贸易
600201.SH	2015-06-01	未及时披露公司重大事件,未依法履行其他职责	李树剑	公司高管	监管措施	上海证券交易所上市公司监管一部		《上海证券交易所股票上市规则》	否	制造业	动物用药
600281.SH	2015-06-01	业绩预测结果不准确或不及时,未及时披露公司重大事件,未依法履行其他职责	赵敏	公司高管	监管措施	上海证券交易所上市公司监管一部		《上海证券交易所股票上市规则》	否	制造业	贸易
002359.SZ	2015-05-30	信息披露虚假或严重误导性陈述	刘海燕	公司高管	公开谴责	中国证监会山东监管局		《中华人民共和国证券法》	否	制造业	其他输变电设备
002359.SZ	2015-05-30	信息披露虚假或严重误导性陈述	赵长水	公司高管	公开谴责,公开处罚	中国证监会山东监管局	15	《中华人民共和国证券法》	否	制造业	其他输变电设备
002359.SZ	2015-05-30	信息披露虚假或严重误导性陈述	刘丽丽	公司高管	公开谴责,公开处罚	中国证监会山东监管局	3	《中华人民共和国证券法》	否	制造业	其他输变电设备
002359.SZ	2015-05-30	信息披露虚假或严重误导性陈述	吕清明	公司高管	公开谴责,公开处罚	中国证监会山东监管局	10	《中华人民共和国证券法》	否	制造业	其他输变电设备
002359.SZ	2015-05-30	信息披露虚假或严重误导性陈述	成文永	公司高管	公开谴责,公开处罚	中国证监会山东监管局	3	《中华人民共和国证券法》	否	制造业	其他输变电设备
002359.SZ	2015-05-30	信息披露虚假或严重误导性陈述	山东齐星铁塔科技股份有限公司	公司本身	公开谴责	中国证监会山东监管局		《中华人民共和国证券法》	否	制造业	其他输变电设备
002359.SZ	2015-05-30	信息披露虚假或严重误导性陈述	曲玲	公司高管	公开谴责	中国证监会山东监管局		《中华人民共和国证券法》	否	制造业	其他输变电设备
002694.SZ	2015-05-29	涉嫌违反证券法律法规	邱丽娟	公司高管	监管措施	中国证券监督管理委员会湖北监管局		《上市公司信息披露管理办法》第三条、第四十条	否	制造业	其他建材
002346.SZ	2015-05-29	涉嫌违反证券法律法规	上海柘中集团股份有限公司	公司本身	监管措施	深圳证券交易所			否	制造业	其他建材
600255.SH	2015-05-29	涉嫌违反证券法律法规	安徽鑫科新材料股份有限公司	公司本身	立案调查	中国证券监督管理委员会		《中华人民共和国证券法》	否	制造业	铜
002694.SZ	2015-05-29	涉嫌违反证券法律法规	顾地科技股份有限公司	公司本身	出具警示函	中国证券监督管理委员会湖北监管局		《上市公司信息披露管理办法》第二条	否	制造业	其他建材
002694.SZ	2015-05-29	涉嫌违反证券法律法规	林超群	公司高管	出具警示函	中国证券监督管理委员会湖北监管局		《上市公司信息披露管理办法》第三条、第四十条	否	制造业	其他建材
002694.SZ	2015-05-29	涉嫌违反证券法律法规	王汉华	公司高管	出具警示函	中国证券监督管理委员会湖北监管局		《上市公司信息披露管理办法》第三条、第四十条、第四十四条	否	制造业	其他建材
600546.SH	2015-05-27	未及时披露公司重大事件	王松涛	公司高管	监管措施	上海证券交易所上市公司监管一部		《上海证券交易所股票上市规则》	是	批发和零售业	煤炭开采洗选
600546.SH	2015-05-27	未及时披露公司重大事件	山煤国际能源集团股份有限公司	公司本身	监管措施	上海证券交易所上市公司监管一部		《上海证券交易所股票上市规则》	是	批发和零售业	煤炭开采洗选
600546.SH	2015-05-27	未及时披露公司重大事件	王瑞增	公司高管	监管措施	上海证券交易所上市公司监管一部		《上海证券交易所股票上市规则》	是	批发和零售业	煤炭开采洗选
600546.SH	2015-05-27	未及时披露公司重大事件	马凌云	公司高管	监管措施	上海证券交易所上市公司监管一部		《上海证券交易所股票上市规则》	是	批发和零售业	煤炭开采洗选
600546.SH	2015-05-27	未及时披露公司重大事件	郭海	公司高管	监管措施	上海证券交易所上市公司监管一部		《上海证券交易所股票上市规则》	是	批发和零售业	煤炭开采洗选
300042.SZ	2015-05-26	未及时披露公司重大事件,涉嫌违反证券法律法规	成晓华	公司股东	立案调查	中国证券监督管理委员会深圳监管局		《证券法》	否	制造业	pc、服务器及硬件
600561.SH	2015-05-26	涉嫌违法	江西汇通保险代理有限公司	公司控股参股公司	处罚决定	中国保险监督管理委员会江西监管局			是	交通运输、仓储和邮政业	公交
000007.SZ	2015-05-26	涉嫌违反证券法律法规	深圳市零七股份有限公司	公司本身	监管措施	深圳证监局		《上市公司治理准则》第十九条、第二十五条,以及《上市公司信息披露管理办法》第三十条等相关规定	否	住宿和餐饮业	餐饮
300023.SZ	2015-05-25	未及时披露公司重大事件,未依法履行其他职责	西安宝德自动化股份有限公司	公司本身	监管措施			证券法》第六十三条、《上市公司信息披露管理办法》(证监会令第40条)第二条、第二十一条的规定	否	制造业	矿山冶金机械
000007.SZ	2015-05-25	涉嫌违反证券法律法规	深圳市零七股份有限公司	公司本身	立案调查	深圳证监局		《深圳证券交易所股票上市规则》	否	住宿和餐饮业	餐饮
600375.SH	2015-05-25	涉嫌违反证券法律法规	安徽省投资集团控股有限公司	公司股东	立案调查	中国证券监督管理委员会			否	制造业	汽车零部件
600375.SH	2015-05-25	涉嫌违反证券法律法规	安徽星马创业投资股份有限公司	公司股东	立案调查	中国证券监督管理委员会			否	制造业	汽车零部件
600375.SH	2015-05-25	涉嫌违反证券法律法规	马鞍山经济技术开发区建设投资有限公司	公司股东	立案调查	中国证券监督管理委员会			否	制造业	汽车零部件
300388.SZ	2015-05-23	涉嫌违反证券法律法规	安徽国祯环保节能科技股份有限公司	公司本身	公开处罚	昆明市环境保护局	7.98	《中华人民共和国水污染防治法》	是	水利、环境和公共设施管理业	水务
600290.SH	2015-05-22	未及时披露公司重大事件,未依法履行其他职责	张传晕	公司高管	监管措施	上海证券交易所		《上海证券交易所股票上市规则》	是	制造业	风能
603002.SH	2015-05-22	未依法履行其他职责	宏昌电子材料股份有限公司	公司本身	公开处罚	广州市萝岗区环境保护和城市管理局	9		否	制造业	其他化学制品
600290.SH	2015-05-22	未及时披露公司重大事件,未依法履行其他职责	华仪电气股份有限公司	公司本身	监管措施	上海证券交易所		《上海证券交易所股票上市规则》	是	制造业	风能
600408.SH	2015-05-21	涉嫌违反证券法律法规,信息披露虚假或严重误导性陈述,未及时披露公司重大事件	山西安泰集团股份有限公司	公司本身	立案调查	中国证券监督管理委员会山西监管局		《中华人民共和国证券法》	否	制造业	焦炭
600696.SH	2015-05-21	未及时披露公司重大事件	上海多伦实业股份有限公司	公司本身	公开批评	中国证券监督管理委员会上海监管局		《上市公司信息披露管理办法》	否	房地产业	房地产
600479.SH	2015-05-20	未依法履行其他职责	谢爱维	公司高管	监管措施	上海证券交易所上市公司监管一部		《上海证券交易所股票上市规则》	否	制造业	中药生产
600479.SH	2015-05-20	未依法履行其他职责	江端预	公司高管	监管措施	上海证券交易所上市公司监管一部		《上海证券交易所股票上市规则》	否	制造业	中药生产
601901.SH	2015-05-20	涉嫌违反证券法律法规	中国民族证券有限责任公司	公司控股参股公司	监管措施	中国证券监督管理委员会北京监管局		《证券公司风险控制指标管理办法》第22条、23条,《证券公司内部控制指引》第20条、23条、99条的规定。按照《证券公司监督管理条例》第70条	是	金融业	证券
600803.SH	2015-05-20	未及时披露公司重大事件	深圳市平安创新资本投资有限公司	公司股东	监管措施	上海证券交易所上市公司监管一部		《上海证券交易所股票上市规则》	是	制造业	农药
600129.SH	2015-05-19	未依法履行其他职责	太极集团有限公司	公司股东	监管措施	上海证券交易所上市公司监管一部		《上海证券交易所股票上市规则》	是	制造业	中药生产
600129.SH	2015-05-19	未依法履行其他职责	鲜亚	公司高管	监管措施	上海证券交易所上市公司监管一部		《上海证券交易所股票上市规则》	是	制造业	中药生产
600129.SH	2015-05-19	未依法履行其他职责	白礼西	公司高管	监管措施	上海证券交易所上市公司监管一部		《上海证券交易所股票上市规则》	是	制造业	中药生产
600129.SH	2015-05-19	未依法履行其他职责	张忠喜	公司高管	监管措施	上海证券交易所上市公司监管一部		《上海证券交易所股票上市规则》	是	制造业	中药生产
600129.SH	2015-05-19	未依法履行其他职责	重庆太极实业(集团)股份有限公司	公司本身	监管措施	上海证券交易所上市公司监管一部		《上海证券交易所股票上市规则》	是	制造业	中药生产
002365.SZ	2015-05-19	未依法履行其他职责	潜江永安药业股份有限公司	公司本身	公开处罚	潜江市环境保护局	10	《建设项目环境保护管理条例》	否	制造业	化学原料药
600129.SH	2015-05-19	未依法履行其他职责	蔡建军	公司高管	监管措施	上海证券交易所上市公司监管一部		《上海证券交易所股票上市规则》	是	制造业	中药生产
002522.SZ	2015-05-16	涉嫌违反证券法律法规	陈大魁	公司高管	立案调查	中国证券监督管理委员会			否	制造业	塑料制品
000007.SZ	2015-05-15	未及时披露公司重大事件,未依法履行其他职责,涉嫌违反证券法律法规	刘榕	公司股东	公开处罚	中国证券监督管理委员会深圳监管局	60	《中华人民共和国证券法》	否	住宿和餐饮业	餐饮
600812.SH	2015-05-14	业绩预测结果不准确或不及时	杨海静	公司高管	监管措施	上海证券交易所上市公司监管一部		《上海证券交易所股票上市规则》	是	制造业	化学原料药
002080.SZ	2015-05-14	未依法履行其他职责	中材科技风电叶片股份有限公司	公司控股参股公司	公开处罚	北京市延庆县环境保护局		《北京市大气污染防治条例》,《中华人民共和国行政处罚法》	是	制造业	其他纤维
600812.SH	2015-05-14	业绩预测结果不准确或不及时	刘文富	公司高管	监管措施	上海证券交易所上市公司监管一部		《上海证券交易所股票上市规则》	是	制造业	化学原料药
600812.SH	2015-05-14	业绩预测结果不准确或不及时	华北制药股份有限公司	公司本身	监管措施	上海证券交易所上市公司监管一部		《上海证券交易所股票上市规则》	是	制造业	化学原料药
600812.SH	2015-05-14	业绩预测结果不准确或不及时	李江涛	公司高管	监管措施	上海证券交易所上市公司监管一部		《上海证券交易所股票上市规则》	是	制造业	化学原料药
002569.SZ	2015-05-14	涉嫌违反证券法律法规	浙江步森服饰股份有限公司	公司本身	立案调查	中国证券监督管理委员会		《中华人民共和国证券法》	否	制造业	服装
600812.SH	2015-05-14	业绩预测结果不准确或不及时	王社平	公司高管	监管措施	上海证券交易所上市公司监管一部		《上海证券交易所股票上市规则》	是	制造业	化学原料药
002222.SZ	2015-05-13	未依法履行其他职责,未及时披露公司重大事件	福建福晶科技股份有限公司	公司本身	监管措施	中国证券监督管理委员会福建监管局		《企业会计准则第8号—资产减值》第四条、第五条,以及《上市公司信息披露管理办法》第二条、第三十条的相关规定	否	制造业	电子元件
002359.SZ	2015-05-08	未及时披露公司重大事件,未依法履行其他职责	吕清明	公司高管	公开谴责	深圳证券交易所		《股票上市规则(2012年修订)》,《股票上市规则(2014年修订)》	否	制造业	其他输变电设备
002359.SZ	2015-05-08	未及时披露公司重大事件,未依法履行其他职责	刘丽丽	公司高管	公开谴责	深圳证券交易所		《股票上市规则(2012年修订)》,《股票上市规则(2014年修订)》	否	制造业	其他输变电设备
002359.SZ	2015-05-08	未及时披露公司重大事件	山东齐星铁塔科技股份有限公司	公司本身	公开谴责	深圳证券交易所		《股票上市规则(2012年修订)》,《股票上市规则(2014年修订)》	否	制造业	其他输变电设备
002359.SZ	2015-05-08	未及时披露公司重大事件,未依法履行其他职责	李云武	公司高管	公开批评	深圳证券交易所		《股票上市规则(2012年修订)》,《股票上市规则(2014年修订)》	否	制造业	其他输变电设备
002359.SZ	2015-05-08	未及时披露公司重大事件,未依法履行其他职责	赵长水	公司高管	公开谴责	深圳证券交易所		《股票上市规则(2012年修订)》,《股票上市规则(2014年修订)》	否	制造业	其他输变电设备
002359.SZ	2015-05-08	未及时披露公司重大事件,未依法履行其他职责	赵强	公司高管	公开批评	深圳证券交易所		《股票上市规则(2012年修订)》,《股票上市规则(2014年修订)》	否	制造业	其他输变电设备
002359.SZ	2015-05-08	未及时披露公司重大事件,未依法履行其他职责	周传升	公司高管	公开批评	深圳证券交易所		《股票上市规则(2012年修订)》,《股票上市规则(2014年修订)》	否	制造业	其他输变电设备
002359.SZ	2015-05-08	未及时披露公司重大事件,未依法履行其他职责	张婷	公司高管	公开批评	深圳证券交易所		《股票上市规则(2012年修订)》,《股票上市规则(2014年修订)》	否	制造业	其他输变电设备
