12	生物医药	0.110525	0.523810
3	造纸	0.059803	0.465517
2	中药生产	0.025239	0.495238
11	其他建材	0.012175	0.371429
1	贸易	0.011176	0.469388
4	其他化学制品	-0.005395	0.418367
9	证券	-0.049223	0.406250
8	汽车零部件	-0.094219	0.410256
0	房地产	-0.127947	0.387755
6	化学制剂	-0.200378	0.363636
5	综合	-0.212924	0.396396
10	小金属	-0.281627	0.326923
7	农产品加工	-0.300408	0.382353
