000605.SZ	0.0059	0.0128	0.0314
000606.SZ	-0.0222	0.0104	0.0106
000607.SZ	-0.0097	0.0334	0.0792
000608.SZ	-0.013	-0.0418	-0.1067
000609.SZ	0.0045	0.1031	0.0928
000610.SZ	-0.01	0.0047	0.0021
000611.SZ	-0.0414	-0.0977	-0.1398
000612.SZ	-0.0062	0.019	0.0091
000613.SZ	0.0186	0.0022	-0.0219
000615.SZ	0.002	-0.0483	-0.0617
000616.SZ	-0.0008	0.0011	-0.0057
000617.SZ	-0.0787	-0.3492	-0.4895
000619.SZ	0.0043	0.0232	0.037
000620.SZ	0.0113	0.018	0.0269
000622.SZ	-0.0255	-0.0733	-0.1316
000623.SZ	0.0209	0.0486	0.0732
000625.SZ	0.0749	0.1543	0.2108
000626.SZ	0.1582	0.1639	0.1979
000627.SZ	0.1104	0.1144	0.1107
000628.SZ	0.0034	0.0074	0.0426
000629.SZ	0.0047	-0.1037	-0.1539
000630.SZ	-0.0063	0.0033	0.0068
000631.SZ	0.0128	0.0511	0.0607
000632.SZ	0.0018	0.0028	0.0012
000633.SZ	-0.065	-0.1925	-0.2686
000635.SZ	0.0021	0.0118	0.0147
000636.SZ	0.0065	0.0173	0.024
000637.SZ	0.0126	0.0059	0.0402
000638.SZ	0.0424	0.017	0.0394
000639.SZ	0.0332	0.0583	0.0712
000650.SZ	0.0426	0.0716	0.1072
000651.SZ	0.0643	0.1385	0.2309
000652.SZ	0.0008	0.0103	0.0222
000655.SZ	-0.0258	-0.0382	-0.0454
000656.SZ	0.0224	0.051	0.0623
000657.SZ	-0.0092	0.0017	0.0074
000659.SZ	-0.0482	-0.0547	-0.0783
000661.SZ	0.0667	0.0794	0.1362
000662.SZ	-0.0002	0.0164	0.0506
000663.SZ	-0.0085	0.0034	0.0044
000665.SZ	0.0188	0.0353	0.0435
000666.SZ	0.0089	0.043	0.0678
000667.SZ	0.0175	0.0457	0.0519
000668.SZ	-0.0102	-0.0335	-0.0639
000669.SZ	0.0219	0.0343	0.0452
000670.SZ	0.0306	0.0366	0.0264
000671.SZ	0.0103	0.0142	0.03
000672.SZ	-0.0178	0.0086	0.0274
000673.SZ	0.0055	0.0147	0.0623
000676.SZ	-0.0477	0.0386	0.0658
000677.SZ	0.0078	0.0032	0.0045
000678.SZ	-0.0065	-0.0024	0.0016
000679.SZ	0.0141	0.008	-0.127
000680.SZ	0.0049	0.0043	-0.0259
000681.SZ	0.0123	0.0331	0.0575
000682.SZ	0.0038	0.0149	0.0192
000683.SZ	0.0051	0.0066	0.0068
000685.SZ	0.0188	0.0435	0.0666
000686.SZ	0.0348	0.0451	0.0862
000687.SZ	0.0403	0.0968	0.1003
000688.SZ	0.0067	0.0402	0.0966
000690.SZ	0.0313	0.0604	0.0843
000691.SZ	-0.015	-0.0208	0.0018
000692.SZ	0.0664	0.0289	-0.0343
000693.SZ	-0.0161	-0.0433	-0.0748
000695.SZ	0.0243	-0.0115	-0.0216
000697.SZ	-0.0043	-0.0071	-0.0173
000698.SZ	0.0221	0.0349	0.063
000700.SZ	0.0285	0.0471	0.0593
000701.SZ	0.0067	0.0218	0.0223
000702.SZ	-0.0176	-0.0097	-0.0095
000703.SZ	0.0239	0.0552	0.06
000705.SZ	0.0065	0.0206	0.0217
000707.SZ	0.0035	0.0073	-0.1508
000708.SZ	0.0161	0.0412	0.0599
000709.SZ	0.0027	0.0094	0.0212
000710.SZ	-0.0075	-0.014	-0.0593
000711.SZ	-0.0206	-0.0527	-0.1123
000712.SZ	0.022	0.0482	0.0784
000713.SZ	0.0104	-0.0031	-0.0588
000715.SZ	0.0086	0.0212	0.0271
000716.SZ	0.0128	0.0123	0.0343
000717.SZ	-0.9655	-0.9515	-0.3775
000718.SZ	0.0024	0.0192	0.0983
000719.SZ	0.0157	0.0512	0.0731
000720.SZ	0.0228	-0.0192	-0.0474
000721.SZ	-0.0191	0.0311	0.0272
000722.SZ	0.0141	0.0368	0.0524
000723.SZ	-0.0085	0.0156	0.0566
000725.SZ	0.0014	-0.0067	0.0018
000726.SZ	0.0219	0.0517	0.0859
000727.SZ	-0.0021	-0.0025	-0.0037
000728.SZ	0.0108	0.0258	0.0474
000729.SZ	0.0037	0.035	0.048
000731.SZ	-0.0017	-0.0167	-0.0392
000732.SZ	0.0238	0.0573	0.0889
000733.SZ	0.019	0.0327	0.0446
000735.SZ	0.0021	0.008	0.0311
000736.SZ	-0.0033	0.0003	0.0579
000737.SZ	-0.2499	-0.6585	-0.8149
000738.SZ	0.0067	0.0236	0.033
000739.SZ	0.0155	0.0468	0.0698
000748.SZ	0.0008	0.0136	0.0212
000750.SZ	0.0247	0.0409	0.0723
000751.SZ	0.0068	0.0276	0.0456
000752.SZ	0.0046	0.0034	0.0055
000753.SZ	0.0059	0.0034	0.0122
000755.SZ	-0.1244	-0.2689	-0.4307
000756.SZ	0.0108	0.0242	0.0464
000757.SZ	0.0132	0.03	0.0368
000758.SZ	0.0138	0.026	0.0425
000759.SZ	0.0013	-0.0213	-0.0607
000760.SZ	-0.0232	-0.0492	-0.0623
000761.SZ	0.0034	0.0152	0.047
000762.SZ	0.0124	0.0056	0.0068
000766.SZ	0.0164	0.0294	0.0427
000767.SZ	-0.0335	-0.0204	0.0001
000768.SZ	-0.0039	0.0053	0.0078
000776.SZ	0.0233	0.0533	0.0805
000777.SZ	0.0107	0.0264	0.0398
000778.SZ	0.0023	0.011	0.0133
000779.SZ	-0.0786	-0.1769	-0.2656
000780.SZ	-0.0199	-0.0533	-0.0935
000782.SZ	0.0064	-0.0175	-0.028
000783.SZ	0.0297	0.0679	0.0831
000785.SZ	0.0211	0.0428	0.0237
000786.SZ	0.0128	0.0581	0.097
000788.SZ	0.006	0.0103	0.0131
000789.SZ	0.002	0.0255	0.0617
000790.SZ	0.01	0.0283	0.0338
000791.SZ	-0.0447	-0.0378	0.0015
000792.SZ	0.0062	0.0139	0.011
000793.SZ	0.0197	0.0361	0.0767
000795.SZ	0.0059	0.0143	0.0274
000796.SZ	0.0098	0.0338	0.1328
000797.SZ	0.0101	0.0243	0.0078
000798.SZ	-0.0129	-0.0436	-0.0568
000799.SZ	0.016	0.0218	0.0366
000800.SZ	-0.0498	-0.1	-0.086
000801.SZ	0.007	0.0272	0.0314
000802.SZ	-0.0243	0.0042	0.0057
000803.SZ	-0.0678	-0.2107	-0.3445
000806.SZ	-0.0063	0.0032	0.0017
000807.SZ	-0.0075	0.009	0.0317
000809.SZ	-0.0066	-0.0226	-0.0352
000810.SZ	0.0656	0.1191	0.1509
000811.SZ	0.0021	0.0828	0.1162
000812.SZ	0.0072	0.0154	0.0246
000813.SZ	-0.0089	-0.021	0.326
000815.SZ	-0.9842	-0.0493	-0.0692
000816.SZ	0.003	0.0045	0.0024
000818.SZ	0.0044	0.005	0.0195
000819.SZ	0.005	0.0237	0.0404
000820.SZ	-0.082	-0.1776	0.3713
000821.SZ	0.0006	0.0167	0.0267
000822.SZ	0.0009	0.0116	0.029
000823.SZ	0.0052	0.0196	0.0387
000825.SZ	-0.0259	0.0141	0.0388
000826.SZ	0.0298	0.0662	0.1058
000828.SZ	0.0398	0.0873	0.1322
000829.SZ	0.0046	-0.0155	0.0301
000830.SZ	0.002	0.0162	0.0221
000831.SZ	-0.0074	-0.0174	-0.0208
000833.SZ	-0.0022	-0.0014	-0.002
000835.SZ	-0.0488	-0.2671	-0.2631
000836.SZ	0.0104	0.0139	0.0176
000837.SZ	-0.0107	-0.02	-0.0086
000838.SZ	0.0119	0.0629	0.0538
000839.SZ	0.0132	0.0259	0.0331
000848.SZ	0.1353	0.1571	0.2041
000850.SZ	0.0028	0.0157	0.0126
000851.SZ	-0.0057	0.0102	0.0154
000852.SZ	-0.0379	-0.0717	-0.1435
000856.SZ	-0.1029	0.1941	0.203
000858.SZ	0.0648	0.0888	0.115
000859.SZ	-0.0068	-0.006	-0.0085
000860.SZ	0.032	0.0421	0.0412
000861.SZ	0.0122	0.0326	0.0438
000862.SZ	-0.0516	-0.0466	-0.0305
000863.SZ	0.1304	0.0999	0.0991
000868.SZ	0.0078	0.015	0.02
000869.SZ	0.0692	0.0878	0.1057
000875.SZ	0.0324	0.0239	0.0155
000876.SZ	0.0337	0.0737	0.107
000877.SZ	-0.0302	-0.0163	0.0007
000878.SZ	-0.016	0.002	0.0082
000880.SZ	0.0052	0.012	0.0161
000881.SZ	0.0001	0.0005	0.0007
000882.SZ	0.003	0.0074	0.0201
000883.SZ	0.0182	0.0585	0.0817
000885.SZ	-0.0197	0.0005	0.001
000886.SZ	0.0062	0.0128	0.0186
000887.SZ	0.0624	0.0983	0.1562
000888.SZ	0.0083	0.031	0.0739
000889.SZ	0.0212	0.0553	0.0741
000890.SZ	0.0019	0.0453	0.1482
000892.SZ	0.0476	-0.0374	-0.1477
000893.SZ	0.0005	0.0031	0.0043
000895.SZ	0.0619	0.1359	0.2196
000897.SZ	-0.0039	0.0194	0.0408
000898.SZ	-0.0143	0.0069	0.0223
000899.SZ	0.0397	0.0705	0.1061
000900.SZ	0.0174	0.0482	0.075
000901.SZ	0.0057	0.0059	0.02
000902.SZ	0.0452	0.0969	0.1091
000903.SZ	0.0212	0.0297	0.041
000905.SZ	0.0122	0.0296	0.0436
000906.SZ	0.0192	0.0434	0.059
000908.SZ	0.0185	0.0546	0.076
000909.SZ	0.0048	0.0222	0.0303
000910.SZ	0.0127	0.0444	0.1158
000911.SZ	-0.0744	-0.1344	-0.1766
000912.SZ	-0.0536	-0.2783	-0.6712
000913.SZ	0.0218	0.0244	0.0268
000915.SZ	0.0414	0.0917	0.1359
000916.SZ	0.0122	0.0383	0.059
000917.SZ	0.012	0.0126	0.02
000918.SZ	-0.1283	-0.6361	-0.9259
000919.SZ	0.0194	0.0447	0.0619
000920.SZ	0.0327	0.0554	0.0859
000921.SZ	0.0355	0.1325	0.1988
000922.SZ	-0.0162	-0.1317	-0.1585
000923.SZ	0.003	-0.022	-0.0771
000925.SZ	-0.0162	-0.0092	-0.0217
000926.SZ	0.0284	0.0368	0.071
000927.SZ	-0.1149	-0.4064	-0.7347
000928.SZ	0.0346	0.0788	0.1222
000929.SZ	-0.0337	-0.0433	-0.0257
000930.SZ	-0.0218	0.0084	0.0713
000931.SZ	-0.0203	-0.0166	0.0069
000932.SZ	-0.1188	-0.139	-0.1629
000933.SZ	0.0768	0.115	0.1444
000935.SZ	-0.0065	0.006	0.0175
000936.SZ	0.0027	0.0215	0.1406
000937.SZ	0.0002	0.0005	0.0044
000938.SZ	0.0182	0.0205	0.0396
000939.SZ	0.0128	0.014	0.0226
000948.SZ	-0.0354	-0.0338	-0.0351
000949.SZ	0.0037	0.0135	0.036
000950.SZ	-0.1005	-0.2015	-0.383
000951.SZ	0.0078	0.0349	0.0489
000952.SZ	0.044	0.1052	0.2172
000953.SZ	0.2515	-0.7276	-3.4015
000955.SZ	-0.013	-0.0192	-0.0292
000957.SZ	0.0614	0.132	0.1984
000958.SZ	0.0709	0.0993	0.1153
000959.SZ	-0.0213	0.0007	0.0057
000960.SZ	-0.0019	0.0008	0.0073
000961.SZ	0.013	0.0292	0.0422
000962.SZ	-0.0511	-0.0996	-0.1107
000963.SZ	0.0883	0.171	0.2391
000965.SZ	0.0178	0.025	0.0261
000966.SZ	0.087	0.0927	0.1559
000967.SZ	0.0147	0.0353	0.0476
000968.SZ	-2.6261	None	None
000969.SZ	0.0042	0.0033	0.0179
000970.SZ	0.0159	0.0389	0.0584
000971.SZ	0.0211	0.0287	0.0221
000972.SZ	-0.0209	-0.0516	-0.0876
000973.SZ	0.0079	0.0162	0.0256
000975.SZ	0.0056	0.0239	0.0437
000976.SZ	0.003	0.0369	0.0577
000977.SZ	0.0353	0.0755	0.0998
000978.SZ	-0.0074	0.0031	0.0329
000979.SZ	0.001	0.0027	0.0206
000980.SZ	0.0134	0.0179	0.0212
000981.SZ	0.0095	0.0495	0.0975
000982.SZ	-0.0275	-0.091	-0.1007
000983.SZ	0.003	0.0067	0.0124
000985.SZ	0.0015	0.0198	0.0423
000987.SZ	0.0084	0.031	0.0526
000988.SZ	0.0151	0.0391	0.0554
000989.SZ	0.034	0.0802	0.1199
000990.SZ	-0.0072	-0.0108	-0.0097
000993.SZ	0.0094	0.0521	0.077
000995.SZ	-0.0302	-0.161	-1.5069
000996.SZ	0.0044	0.0178	0.0256
000997.SZ	0.028	0.1039	0.1601
000998.SZ	0.0395	0.0405	0.0263
000999.SZ	0.0404	0.0814	0.1096
001696.SZ	0.0243	0.0488	0.0686
001896.SZ	0.0217	0.0794	0.132
001979.SZ	0.017	0.0805	0.1158
002001.SZ	0.0218	0.0716	0.1148
002002.SZ	0.0283	0.0727	0.1329
002003.SZ	0.004	0.0696	0.1188
002004.SZ	0.0179	0.0437	0.0636
002005.SZ	-0.0162	0.0029	0.0033
002006.SZ	0.01	0.0337	0.059
002007.SZ	0.0512	0.1094	0.1577
002008.SZ	0.024	0.0827	0.1277
002009.SZ	0.0117	0.0276	0.0371
002010.SZ	0.0067	0.0404	0.052
002011.SZ	0.0073	0.0144	0.0139
002012.SZ	-0.0052	-0.0025	-0.0135
002013.SZ	-0.0049	0.0222	0.0388
002014.SZ	0.0254	0.0541	0.0886
002015.SZ	-0.0081	-0.051	-0.089
002016.SZ	-0.0207	0.0758	0.0533
002017.SZ	0.01	0.0327	0.0494
002018.SZ	0.0167	0.0365	0.0712
002019.SZ	0.0467	0.1207	0.1728
002020.SZ	0.0269	0.0612	0.0874
002021.SZ	-0.0196	-0.0486	-0.0745
002022.SZ	0.0328	0.0805	0.1166
002023.SZ	0.0062	0.0152	0.0125
002024.SZ	-0.0098	-0.0027	-0.0064
002025.SZ	0.0294	0.0634	0.0984
002026.SZ	0.0092	0.0232	0.0448
002027.SZ	0.1319	0.3797	0.5588
002028.SZ	0.0124	0.0366	0.0596
002029.SZ	0.0127	0.0209	0.0334
002030.SZ	0.0198	0.0474	0.062
002031.SZ	0.0045	0.0067	0.009
002032.SZ	0.0604	0.1127	0.1722
002033.SZ	0.0198	0.0555	0.098
002034.SZ	-0.0002	0.0099	0.024
002035.SZ	0.0309	0.1008	0.1293
002036.SZ	0.0066	0.0477	0.0899
002037.SZ	-0.0129	0.0022	0.01
002038.SZ	0.0408	0.0685	0.0967
002039.SZ	0.0268	0.0482	0.0891
002040.SZ	0.0087	0.0219	0.0313
002041.SZ	0.0521	0.0978	0.1006
002042.SZ	0.0274	0.08	0.1053
002043.SZ	0.0187	0.0849	0.1489
002044.SZ	-0.0431	-0.0074	0.031
002045.SZ	0.0024	0.003	0.0248
002046.SZ	-0.0145	-0.0279	-0.0364
002047.SZ	0.0219	0.0729	0.1016
002048.SZ	0.0237	0.0682	0.0945
002049.SZ	0.0216	0.0513	0.092
002050.SZ	0.0277	0.0836	0.1366
002051.SZ	0.027	0.0682	0.1145
002052.SZ	-0.0059	-0.0451	-0.1036
002053.SZ	0.0211	0.0465	0.0879
002054.SZ	-0.0034	0.0563	0.0734
002055.SZ	0.0128	0.031	0.0442
002056.SZ	0.0266	0.0572	0.0842
002057.SZ	0.0024	0.0081	0.0159
002058.SZ	-0.0296	-0.0118	-0.002
002059.SZ	-0.0073	0.0185	0.0364
002060.SZ	0.0074	0.0189	0.0259
002061.SZ	-0.0136	0.0131	0.0338
002062.SZ	0.0266	0.0419	0.0657
002063.SZ	0.0034	0.0425	0.0555
002064.SZ	0.007	-0.1313	-0.1146
002065.SZ	0.0206	0.0384	0.0742
002066.SZ	0.0128	0.0137	0.0715
002067.SZ	0.054	0.0587	0.057
002068.SZ	-0.0337	-0.0297	-0.0021
002069.SZ	-0.0105	0.0075	0.0341
002070.SZ	-0.0065	0.0434	0.0709
002071.SZ	0.0169	0.08	0.1337
002072.SZ	-0.1507	0.3707	0.3341
002073.SZ	-0.0084	0.0043	-0.0085
002074.SZ	0.0966	0.1656	0.2217
002075.SZ	0.0017	0.0281	0.0554
002076.SZ	0.0053	0.019	0.0368
002077.SZ	0.0019	0.0039	0.0073
002078.SZ	0.0201	0.0492	0.0905
002079.SZ	0.0101	0.0383	0.0586
002080.SZ	0.0102	0.0505	0.0623
002081.SZ	0.0524	0.0999	0.1493
002082.SZ	0.0071	0.0285	0.0419
002083.SZ	0.0313	0.0587	0.0801
002084.SZ	0.007	0.0203	0.0551
002085.SZ	0.04	0.1099	0.1581
002086.SZ	0.0007	0.0186	0.0205
002087.SZ	0.0081	0.0281	0.0572
002088.SZ	0.0046	0.016	0.0394
002089.SZ	-0.006	0.0206	0.0334
002090.SZ	0.0196	0.0446	0.0678
002091.SZ	0.0307	0.0924	0.1359
002092.SZ	0.0046	0.0244	0.0561
002093.SZ	0.0244	0.0299	0.0373
002094.SZ	0.0196	0.0437	0.0944
002095.SZ	0.012	0.0254	0.0244
002096.SZ	-0.0072	0.007	0.0191
002097.SZ	0.0056	0.0074	0.0143
002098.SZ	0.0057	0.0594	0.0807
002099.SZ	0.0369	0.0823	0.1017
002100.SZ	0.0402	0.0803	0.13
002101.SZ	0.022	0.0336	0.0664
002102.SZ	0.0135	0.0279	0.0414
002103.SZ	0.0075	0.0238	0.0441
002104.SZ	0.0371	0.0559	0.0791
002105.SZ	0.0112	0.0394	0.0479
002106.SZ	0.0019	0.0194	0.0331
002107.SZ	0.0323	0.0543	0.089
002108.SZ	0.0562	0.1373	0.2
002109.SZ	-0.029	-0.0466	-0.0721
002110.SZ	0.0259	0.1327	0.1221
002111.SZ	0.0203	0.0455	0.0569
002112.SZ	0.0018	0.0804	0.0371
002113.SZ	0.0087	0.0275	0.0659
002114.SZ	-0.0295	-0.0293	0.0315
002115.SZ	-0.0161	-0.0266	-0.0228
002116.SZ	0.0429	0.08	0.0731
002117.SZ	0.033	0.0691	0.104
002118.SZ	0.0053	0.0073	0.0265
002119.SZ	0.0114	0.0266	0.0478
002120.SZ	0.0202	0.0798	0.1202
002121.SZ	0.0042	0.0312	0.0297
002122.SZ	0.0025	0.0051	0.006
002123.SZ	0.0146	0.0295	0.0339
002124.SZ	0.0614	0.1748	0.2774
002125.SZ	0.0002	0.0053	0.0132
002126.SZ	0.0272	0.0565	0.0843
002127.SZ	0.0131	0.0667	0.1143
002128.SZ	0.0277	0.0388	0.0551
002129.SZ	0.0101	0.0243	0.0339
002130.SZ	0.0121	0.0333	0.0537
002131.SZ	0.0231	0.0467	0.0659
002132.SZ	0.0091	0.032	0.036
002133.SZ	0.0002	0.0554	0.0577
002134.SZ	-0.0313	-0.0561	-0.0877
002135.SZ	0.008	0.0151	0.0171
002136.SZ	-0.0334	0.0088	0.0405
002137.SZ	0.0155	0.1048	0.1124
002138.SZ	0.031	0.0718	0.1085
002139.SZ	0.0134	0.0387	0.08
002140.SZ	0.0087	0.0294	0.0409
002141.SZ	0.0023	0.0055	0.0085
002142.SZ	0.044	0.088	0.1332
002143.SZ	0.0595	0.1538	0.2249
002144.SZ	0.0084	0.0335	0.0462
002145.SZ	-0.02	0.0044	0.0191
002146.SZ	0.016	0.0629	0.1027
002147.SZ	-0.0167	-0.0109	0.1328
002148.SZ	0.0034	0.0221	0.0453
002149.SZ	-0.0086	0.0065	0.0069
002150.SZ	0.0225	0.0613	0.1026
002151.SZ	-0.0043	0.0038	0.015
002152.SZ	0.0289	0.058	0.0795
002153.SZ	0.0125	0.0375	0.0559
002154.SZ	0.0034	-0.0355	-0.0368
002155.SZ	-0.002	0.0141	0.0277
002156.SZ	0.0083	0.0227	0.0328
002157.SZ	0.0703	0.1773	0.2545
002158.SZ	0.013	0.0437	0.0687
002159.SZ	-0.0176	-0.0312	-0.0085
002160.SZ	0.0023	0.0141	0.0259
002161.SZ	0.001	-0.0026	-0.0102
