,Open,High,low,Close,AvgPrice,Turn,Volume,Amount,Tnum,mean_volume,std_volume,zscore_volume,signal
2013-03-13,5.2509,5.3305,5.1449,5.2138,5.235,3.322,35836884.0,353827525.47,18153.0,24138524.16,14660559.7404,0.797947694163,0
2013-03-14,5.1714,5.2085,5.0759,5.1661,5.1289,2.121,22880459.0,221285499.12,12418.0,24456471.9,14451811.0115,-0.109052969123,0
2013-03-15,5.182,5.2828,5.0388,5.1608,5.1767,2.642,28499030.0,278093633.03,14996.0,24616874.8,14451270.5875,0.268637638228,0
2013-03-18,5.0812,5.1608,4.8319,4.885,5.0014,2.289,24690268.0,232819104.0,13581.0,24768290.3,14410717.5097,-0.00541418565368,0
2013-03-19,4.8956,5.1979,4.8691,5.1396,5.0346,2.8629,30903382.0,293337888.0,16342.0,25124141.54,14336467.9915,0.403114662789,0
2013-03-20,5.0918,5.2615,5.0547,5.2191,5.1569,2.7528,29715124.0,288910144.0,16152.0,25432556.66,14264425.9524,0.300227107231,0
2013-03-21,5.1979,5.357,5.1449,5.2509,5.2689,3.0566,32994077.0,327758464.0,16676.0,25665303.26,14291480.5194,0.512807174181,0
2013-03-22,5.2456,5.776,5.2403,5.776,5.6959,9.0882,98102921.0,1053517568.0,36573.0,27310737.88,17509880.757,4.04298487822,1
2013-03-25,5.776,5.776,5.776,5.776,,0.0,0.0,0.0,0.0,27050365.86,17820775.4416,-1.51791182986,0
2013-03-26,5.6753,5.8344,5.5745,5.723,5.7175,7.6015,82054566.0,884512512.0,27037.0,28303230.6,19404420.6386,2.77005618467,1
2013-03-27,5.7071,5.7813,5.5533,5.6647,5.6347,5.1892,56014513.0,595077248.0,21556.0,28923416.16,19788603.3819,1.36902520694,0
2013-03-28,5.5692,5.5745,5.2562,5.2669,5.358,4.0956,44210048.0,446600512.0,20556.0,29429231.7,19850799.6503,0.744595510526,0
2013-03-29,5.3305,5.4207,5.2669,5.2828,5.3404,2.1154,22834760.0,229913968.0,12016.0,29555545.8,19786964.7481,-0.339657238266,0
2013-04-01,5.304,5.4366,5.2403,5.2669,5.3297,1.9818,21392117.0,214958112.0,11764.0,29690092.9,19706352.2881,-0.421081272612,0
2013-04-02,5.3093,5.5586,5.2722,5.3941,5.4243,3.2349,34918836.0,357112960.0,17495.0,29648326.34,19692736.0001,0.267637247561,0
2013-04-03,5.4631,5.5055,5.1979,5.2244,5.3044,2.1943,23686283.0,236879728.0,13675.0,29682149.54,19680771.6925,-0.304656069065,0
2013-04-08,5.1183,5.1608,4.9751,5.1502,5.0824,1.9926,21509176.0,206107136.0,10234.0,29846461.04,19575165.9654,-0.42591133351,0
2013-04-09,5.1502,5.3146,5.1502,5.2138,5.2426,1.6352,17651483.0,174472128.0,9232.0,29764703.22,19618206.5679,-0.617447888423,0
2013-04-10,5.2085,5.2403,5.0494,5.1555,5.1443,1.2617,13619442.0,132094584.0,7968.0,29576532.46,19728950.5635,-0.808815978765,0
2013-04-11,5.2244,5.3305,5.1661,5.2244,5.2508,1.8852,20350155.0,201463168.0,10623.0,29576378.12,19729024.1831,-0.467647210241,0
2013-04-12,5.1979,5.4949,5.1236,5.3199,5.3004,2.4272,29365260.0,293581728.0,14788.0,29690560.52,19710573.5822,-0.0165038586342,0
2013-04-15,5.3252,5.3941,5.2509,5.2669,5.3264,1.912,20638776.0,207259040.0,11385.0,29504139.26,19752010.2226,-0.448833468598,0
2013-04-16,5.1926,5.3729,5.0865,5.3729,5.2231,2.3858,25753261.0,253608256.0,13175.0,29653789.82,19693422.3925,-0.19806251764,0
2013-04-17,5.4101,5.548,5.3729,5.5055,5.4656,3.4058,36764107.0,378843584.0,18990.0,29824102.4,19717828.2434,0.351965972841,0
2013-04-18,5.4684,5.5851,5.4154,5.4896,5.503,2.484,26813625.0,278200416.0,12386.0,29337728.48,19479994.7597,-0.129574135473,0
2013-04-19,5.5055,5.6275,5.479,5.5267,5.5416,2.4141,26059216.0,272267744.0,13299.0,28456372.98,18572629.0421,-0.129069340402,0
2013-04-22,5.4684,5.5267,5.3782,5.5214,5.4606,2.3108,24943998.0,256805216.0,11419.0,28216657.42,18538349.6442,-0.17653456121,0
2013-04-23,5.5851,5.6965,5.3729,5.3888,5.5159,2.6307,28397445.0,295322656.0,14004.0,28289497.24,18531626.2721,0.00582505595651,0
2013-04-24,5.4578,5.5586,5.3835,5.4949,5.4863,1.9925,21508412.0,222479472.0,10185.0,28287139.48,18532498.8038,-0.365775147311,0
2013-04-25,5.5055,5.6487,5.4684,5.5108,5.5672,2.4501,26447777.0,277600704.0,12591.0,28490542.7,18453641.884,-0.110697157387,0
2013-04-26,5.5427,5.5692,5.2032,5.2615,5.3447,2.5024,27326247.0,275311328.0,12821.0,28681748.58,18389670.357,-0.0737099444244,0
2013-05-02,5.2615,5.2615,5.2615,5.2615,,0.0,0.0,0.0,0.0,28434053.86,18694537.7076,-1.52098192021,0
2013-05-03,5.7813,5.7866,5.5692,5.7866,5.7566,0.0,74793250.0,811762944.0,24345.0,29680449.3,19661192.1028,2.29450993938,1
2013-05-06,5.7866,6.0465,5.7336,5.9298,5.8965,7.2826,78613529.0,873950720.0,36084.0,31003965.14,20677855.5133,2.30244204141,1
2013-05-07,5.8821,6.0412,5.7813,5.9935,5.8898,5.2303,56459330.0,626954880.0,27375.0,31800945.66,20878731.9502,1.18102882871,0
2013-05-08,5.9935,6.0837,5.8821,5.9139,5.9594,3.7338,40305631.0,452865312.0,19677.0,32362044.64,20718977.8946,0.383396632807,0
2013-05-09,5.9352,6.0041,5.8079,5.9139,5.8751,3.7476,41630799.0,461219680.0,18551.0,32734696.96,20714685.0306,0.429458716214,0
2013-05-10,5.8821,5.9882,5.8344,5.9405,5.916,2.7748,29953168.0,334094848.0,13173.0,32857530.46,20678870.9827,-0.140450726852,0
2013-05-13,5.9298,5.9829,5.7919,5.8874,5.8724,2.234,24115422.0,266995552.0,11182.0,33067334.2,20532459.0921,-0.435988312937,0
2013-05-14,5.9086,6.0996,5.8503,6.0094,5.9868,4.0466,43681465.0,493049440.0,20238.0,33607416.78,20447521.2878,0.492678211612,0
2013-05-15,6.0571,6.0837,5.8715,5.967,5.9418,2.2778,24588613.0,275455680.0,11826.0,33874692.62,20235219.6617,-0.458906786052,0
2013-05-16,5.9458,6.3648,5.9192,6.2057,6.1746,4.6791,54077646.0,629725056.0,25627.0,34631097.84,20270076.4563,0.959372215586,0
2013-05-17,6.1473,6.3489,6.1049,6.2534,6.2484,3.4707,37465545.0,441366848.0,18312.0,34964929.66,20174425.8441,0.123949764882,0
2013-05-20,6.3436,6.5504,6.2481,6.264,6.398,3.9596,42742867.0,515592288.0,22222.0,35344355.66,20137979.2402,0.367390950788,0
2013-05-21,6.2269,6.5451,6.195,6.5292,6.45,0.0,42634772.0,518464032.0,21147.0,35798338.02,20039139.9009,0.341154062191,0
2013-05-22,6.5504,6.9959,6.4815,6.7891,6.7426,5.8308,62941552.0,800139712.0,0.0,36663259.2,20261976.6978,1.29692641502,0
2013-05-23,6.7785,6.9376,6.6989,6.7042,6.7877,3.7054,39998510.0,511872512.0,20350.0,36360141.16,20092360.4246,0.181082200554,0
2013-05-24,6.7361,7.0543,6.6353,7.0066,6.8796,4.4263,47780291.0,619742080.0,22453.0,35943348.6,19620108.9984,0.60330665854,0
2013-05-27,7.0331,7.2452,6.8474,7.0119,7.0477,4.2328,45692085.0,607135424.0,22878.0,36209377.38,19661089.086,0.482308359344,0
2013-05-28,7.0013,7.1339,6.683,6.8687,6.8804,3.7727,40724916.0,528292544.0,21006.0,35681620.78,19162467.7397,0.263186103612,0
2013-05-29,6.7944,7.1339,6.7944,7.0437,6.9963,3.7336,40303524.0,531630720.0,19235.0,35770953.58,19173614.5172,0.236396242134,0
2013-05-30,7.0437,7.2346,6.9853,6.9959,7.1168,3.4759,37521510.0,503458784.0,19054.0,36063774.6,19084323.9329,0.0763839161985,0
2013-05-31,6.9747,7.0649,6.8687,6.8793,6.9395,0.0,29792051.0,389783680.0,14805.0,36089635.02,19074737.6995,-0.330153112416,0
2013-06-03,6.9005,6.9694,6.7361,6.7944,6.8498,2.0423,22045898.0,284712832.0,10634.0,36036747.62,19110621.2717,-0.732098105086,0
2013-06-04,6.7997,6.8952,6.7201,6.8846,6.8102,2.5091,27084480.0,347759808.0,12447.0,35960369.58,19139166.167,-0.463755291248,0
2013-06-05,6.8315,6.8846,6.7361,6.7785,6.7934,1.6943,18289587.0,234255072.0,9136.0,35731858.84,19282919.9052,-0.904545158396,0
2013-06-06,6.7414,6.7891,6.6035,6.6035,6.6874,2.0117,21715390.0,273793664.0,9446.0,35506285.1,19381318.9971,-0.711556066029,0
2013-06-07,6.6035,6.6035,6.6035,6.6035,,0.0,0.0,0.0,0.0,33544226.68,17817679.0047,-1.88263727678,0
2013-06-13,6.5398,6.98,6.4072,6.7201,6.7437,3.7523,40504458.0,514989376.0,19230.0,34354315.84,17170473.0093,0.358181289279,0
2013-06-14,6.683,7.0013,6.6618,6.9694,6.8552,3.0813,33261256.0,429892992.0,17506.0,33378449.64,15730314.6804,-0.00745017772252,0
2013-06-17,6.9747,7.5794,6.9058,7.4733,7.2456,4.498,53793301.0,736894912.0,28234.0,33334025.4,15668096.6071,1.30579202522,0
2013-06-18,7.3513,7.4521,7.2187,7.3301,7.3381,3.1335,33824809.0,467968832.0,18202.0,33126320.62,15589615.3625,0.0448047218459,0
2013-06-19,7.2665,7.4733,7.2505,7.3778,7.3544,2.8753,31038356.0,430370176.0,15198.0,33290392.54,15522114.9982,-0.145085675519,0
2013-06-20,7.3831,7.468,6.683,6.7467,7.0807,4.4342,47865776.0,638996864.0,23010.0,33819865.72,15559446.5018,0.902725574358,0
2013-06-21,6.5292,6.5292,6.2269,6.3595,6.3882,4.0115,43303080.0,521552672.0,19000.0,33987550.6,15616605.5675,0.596514355167,0
2013-06-24,6.4284,6.6194,5.8927,6.0731,6.2833,3.6068,38933991.0,461228768.0,20405.0,34292504.76,15560114.769,0.298293830663,0
2013-06-25,6.0624,6.0624,5.4684,5.8397,5.7075,4.9353,53275595.0,573288128.0,24319.0,34927833.14,15675604.0296,1.17046602003,0
2013-06-26,5.8344,6.0465,5.7018,6.0412,5.9194,3.1638,34151860.0,381145696.0,16491.0,35257840.68,15476900.585,-0.0714600881438,0
2013-06-27,5.9935,6.2269,5.8026,5.8238,6.0185,3.7225,40183595.0,455971456.0,17649.0,35789123.74,15171884.4483,0.289645711116,0
2013-06-28,5.7442,5.967,5.5533,5.8344,5.7684,2.8488,30751538.0,334440416.0,14916.0,35997151.4,15026486.5113,-0.349091146226,0
2013-07-01,5.7548,5.9511,5.7283,5.9352,5.872,1.9579,21135071.0,233985536.0,9888.0,35832547.62,15145225.0689,-0.97043632915,0
2013-07-02,6.0094,6.1685,5.967,6.0465,6.057,2.583,27883135.0,318418816.0,13204.0,35977434.8,15031129.0105,-0.538502450105,0
2013-07-03,5.9723,6.3542,5.7866,6.2534,6.0423,4.2335,45699301.0,520613056.0,21426.0,36376355.6,15018920.8487,0.620746689722,0
2013-07-04,6.1314,6.5133,6.1155,6.3383,6.3318,3.9765,42925355.0,512432256.0,21684.0,36499580.56,15047415.5432,0.427035089286,0
2013-07-05,6.3383,6.5504,6.2852,6.3807,6.4242,3.3324,35972662.0,435703104.0,16807.0,36682761.3,14982706.467,-0.0473945946656,0
2013-07-08,6.2958,6.3011,5.8821,5.8927,6.0919,2.8216,30457869.0,349825824.0,14981.0,36770734.36,14931883.274,-0.422777572271,0
2013-07-09,5.8609,6.1685,5.8397,6.0678,6.0251,2.1682,23405591.0,265877264.0,11311.0,36739966.22,14958312.0006,-0.891435826414,0
2013-07-10,6.0412,6.2905,5.9617,6.264,6.1614,2.2774,24584286.0,285585216.0,11839.0,36663703.04,15011339.8599,-0.804686134131,0
2013-07-11,6.2587,6.5504,6.2322,6.4602,6.4204,3.5432,38247307.0,462976864.0,18700.0,36998480.94,14852263.648,0.0840832138184,0
2013-07-12,6.5822,6.683,6.4231,6.4231,6.5286,3.4064,36771500.0,452611968.0,18967.0,37204955.4,14774149.8043,-0.029338771147,0
2013-07-15,6.4762,6.5769,6.3754,6.4602,6.4579,2.5429,27449718.0,334217856.0,13576.0,37207424.82,14772475.1576,-0.660532965257,0
2013-07-16,6.4974,6.6671,6.4231,6.6459,6.5677,3.5233,38032489.0,470938304.0,17737.0,37968074.6,13762144.141,0.00468054972685,0
2013-07-17,6.5716,6.6459,6.3542,6.3648,6.4929,3.0494,32917628.0,402960128.0,15644.0,37130562.16,12709289.6041,-0.331484629845,0
2013-07-18,6.333,6.4974,6.3117,6.4178,6.4135,1.94,20941246.0,253217536.0,10135.0,35977116.5,11419202.9862,-1.31671803349,0
2013-07-19,6.4337,6.4656,5.9617,5.9882,6.2461,3.0949,33408660.0,393429632.0,16073.0,35516103.1,11034233.2583,-0.190991349437,0
2013-07-22,5.9935,6.1102,5.967,6.0731,6.0386,1.5206,16414596.0,186881696.0,8252.0,35038282.4,11335759.9614,-1.64291467563,0
2013-07-23,6.089,6.2852,6.0678,6.2693,6.1931,1.9115,20634171.0,240931008.0,10013.0,34618349.84,11474615.4829,-1.2187056604,0
2013-07-24,6.2587,6.2852,6.0041,6.195,6.1369,2.1528,23238722.0,268881984.0,11620.0,34484060.92,11569226.9123,-0.972004353035,0
2013-07-25,6.2004,6.3064,6.1102,6.2163,6.2192,2.0777,22428121.0,262980832.0,11295.0,34450314.9,11602501.1648,-1.03617260875,0
2013-07-26,6.2163,6.3385,6.1551,6.1796,6.2343,1.6221,17510079.0,178594720.0,10189.0,33926887.18,11766731.2593,-1.39518850377,0
2013-07-29,6.1796,6.473,6.1246,6.3446,6.326,2.5641,31831051.0,329438272.0,16167.0,34071735.94,11693782.0285,-0.191613366363,0
2013-07-30,6.3691,6.4057,5.9962,6.2529,6.2187,1.8436,22885915.0,232841312.0,12232.0,33447901.32,11433847.0319,-0.923747387078,0
2013-07-31,6.2468,6.4608,6.2468,6.3752,6.3965,2.3997,29789856.0,311746176.0,13593.0,33294387.54,11430331.6058,-0.306599288705,0
2013-08-01,6.4485,6.5097,6.3874,6.473,6.4548,2.6664,33100856.0,349552128.0,15638.0,33101547.32,11348717.3357,-6.09161352379e-05,0
2013-08-02,6.5219,6.5708,6.4057,6.4424,6.4748,1.9621,24357225.0,258014944.0,12818.0,32735996.38,11329729.0876,-0.739538546353,0
2013-08-05,6.4057,6.4485,6.3263,6.4424,6.3922,1.4396,17870883.0,186889424.0,9436.0,31834583.0,10650039.7624,-1.31114064468,0
2013-08-06,6.4608,6.5402,6.3446,6.5035,6.4521,1.9905,24709562.0,260832320.0,12613.0,31528804.04,10630323.5707,-0.641489602329,0
2013-08-07,6.5708,6.7725,6.4485,6.4852,6.6222,3.487,43287287.0,468982400.0,21847.0,31438943.96,10508434.4482,1.12750791741,0
2013-08-08,6.4669,6.4852,6.3079,6.3691,6.3933,1.8691,23202636.0,242693488.0,12249.0,30989154.98,10366253.8902,-0.751141064312,0
2013-08-09,6.3752,6.4608,6.2468,6.3324,6.3549,1.6002,19864196.0,206524592.0,10957.0,30571940.58,10386193.7824,-1.03095944524,0
2013-08-12,6.4057,6.4913,6.3507,6.4669,6.4246,1.7995,22339205.0,234805296.0,11468.0,30212654.2,10353347.0158,-0.760473805037,0
2013-08-13,6.4546,6.5891,6.4424,6.4913,6.5062,1.9278,23931908.0,254740224.0,11476.0,29940862.16,10335921.8867,-0.581366057703,0
2013-08-14,6.4913,6.6441,6.4241,6.473,6.539,2.123,26354337.0,281938336.0,13290.0,29872107.88,10348358.286,-0.339935164861,0
2013-08-15,6.4302,6.4546,6.2835,6.2896,6.3569,1.7815,22114845.0,229997360.0,12251.0,29873486.82,10347298.6841,-0.749822930303,0
2013-08-16,6.2591,6.4363,6.1857,6.1918,6.2831,1.7685,21954009.0,225671760.0,12177.0,29770877.4,10400820.266,-0.751562684491,0
2013-08-19,6.1735,6.2896,6.1307,6.2529,6.2256,0.9582,11895366.0,121156312.0,6690.0,29642992.98,10582592.7587,-1.67705848506,0
2013-08-20,6.2591,6.3079,6.1062,6.149,6.2051,1.4079,17477044.0,177422896.0,9434.0,29558226.06,10664050.193,-1.13288870939,0
2013-08-21,6.1979,6.2835,6.1735,6.2529,6.232,1.2842,15942375.0,162545184.0,7397.0,29877073.56,9978544.17142,-1.3964660897,0
2013-08-22,6.2407,6.3018,6.1735,6.1796,6.2245,1.0878,13504318.0,137520368.0,6772.0,29337070.76,10121246.1105,-1.56430864215,0
2013-08-23,6.2224,6.2407,6.0329,6.1613,6.1463,1.5437,19163607.0,192701728.0,8969.0,29055117.78,10205707.4664,-0.969213629979,0
2013-08-26,6.1918,6.2713,6.149,6.2468,6.2257,1.1612,14415419.0,146827328.0,7579.0,28267560.14,9767707.62394,-1.41815681563,0
2013-08-27,6.2713,6.3996,6.2407,6.3507,6.3271,1.7929,22256948.0,230388592.0,10711.0,28036202.92,9770390.12272,-0.591507078777,0
2013-08-28,6.2652,6.2652,6.1307,6.1979,6.1796,2.0394,25316466.0,255949840.0,12058.0,27921765.12,9768018.28507,-0.26671726485,0
2013-08-29,6.1796,6.2957,6.1551,6.1857,6.2216,1.4464,17956015.0,182769200.0,8522.0,27323569.9,9431769.59727,-0.993191659677,0
2013-08-30,6.1124,6.2163,6.0512,6.0635,6.1315,1.807,22432074.0,225025264.0,10403.0,26906149.78,9168296.77318,-0.487994214267,0
2013-09-02,6.0879,6.1001,5.8251,5.9045,5.9111,1.7698,21970085.0,212465104.0,11153.0,26566871.66,9026905.25912,-0.50923173868,0
2013-09-03,5.9657,6.4974,5.9229,6.4302,6.312,5.5318,68671711.0,709154816.0,31239.0,26874793.98,10149380.8949,4.11817404951,1
2013-09-04,6.473,6.473,6.2713,6.3079,6.3465,2.9311,36386618.0,377806976.0,14850.0,26919489.14,10186932.3239,0.929340507917,0
2013-09-05,6.2652,6.3691,6.2285,6.2529,6.2758,1.4481,17976186.0,184567952.0,9517.0,26475340.96,10080379.7152,-0.843138373767,0
2013-09-06,6.2774,6.4119,6.2224,6.2957,6.3257,1.8193,22584205.0,233723232.0,10060.0,26311994.3,10075844.7018,-0.369972881712,0
2013-09-09,6.2957,6.4424,6.2957,6.3813,6.3839,2.4324,30195506.0,315371840.0,13046.0,26493203.0,10062304.8592,0.367937868292,0
2013-09-10,6.3874,6.4485,6.3263,6.418,6.3847,2.0008,24837225.0,259439088.0,10870.0,26432284.8,10062938.4434,-0.158508353098,0
2013-09-11,6.3935,6.6319,6.3507,6.5219,6.5078,4.0651,50463367.0,537285520.0,21892.0,26527566.12,10269525.8,2.33076009021,1
2013-09-12,6.4669,6.5035,6.3385,6.3507,6.4164,2.219,27546761.0,289168784.0,12044.0,26219994.24,9995015.18885,0.132742845802,0
2013-09-13,6.3324,6.4057,6.2163,6.2835,6.3059,1.6486,20465913.0,211137710.0,9995.0,25909859.26,9926569.00653,-0.54842174133,0
2013-09-16,6.2407,6.3202,6.2407,6.2591,6.2791,1.1514,14293826.0,146838001.0,7106.0,25586578.4,10038013.6158,-1.12499871311,0
2013-09-17,6.2591,6.3202,6.149,6.1613,6.2367,1.4154,17570721.0,179282987.0,7439.0,25469881.0,10097626.009,-0.782278923081,0
2013-09-18,6.1429,6.2285,6.1429,6.2102,6.185,0.8115,10073401.0,101931115.0,4826.0,25179663.3,10329466.9658,-1.46244354622,0
2013-09-23,6.2285,6.3141,6.1796,6.3018,6.2547,1.207,14983332.0,153322945.0,6717.0,24714383.8,10252500.055,-0.949139404806,0
2013-09-24,6.363,6.4424,6.2774,6.3141,6.3507,1.7704,21976964.0,228337654.0,10328.0,24418493.08,10109922.3455,-0.241498302022,0
2013-09-25,6.4363,6.473,6.3079,6.3446,6.398,2.518,31258443.0,327191552.0,11883.0,24494667.58,10147506.4037,0.666545568038,0
2013-09-26,6.3874,6.4057,6.1124,6.1185,6.1977,1.6135,20029419.0,203091365.0,10160.0,24134606.18,9975281.74621,-0.411535963038,0
2013-09-27,6.1429,6.3874,6.0696,6.1735,6.2431,1.7312,21491368.0,219510074.0,9509.0,23906080.98,9900566.97751,-0.24389643396,0
2013-09-30,6.2285,6.4302,6.204,6.2957,6.3301,1.6026,19894239.0,206029122.0,8268.0,23885140.84,9908070.10026,-0.40279305653,0
2013-10-08,6.3263,6.5097,6.2713,6.4119,6.4173,2.3862,29622348.0,311003120.0,12618.0,23809414.6,9848085.08073,0.59026027419,0
2013-10-09,6.418,6.6441,6.3874,6.5952,6.5365,3.7444,46483058.0,497086944.0,17868.0,24410783.84,10295216.566,2.14393490594,1
2013-10-10,6.5341,6.6869,6.4913,6.5219,6.5727,2.3164,28755806.0,309215504.0,13372.0,24573216.54,10298484.0541,0.406136421442,0
2013-10-11,6.5524,6.6258,6.4669,6.5463,6.5441,2.3594,29289441.0,313581744.0,11141.0,24694230.92,10318014.354,0.445357984816,0
2013-10-14,6.5769,6.6991,6.5219,6.5891,6.6276,2.6498,32894034.0,356669424.0,12498.0,24903549.18,10377094.4775,0.770011763633,0
2013-10-15,6.693,6.693,6.4852,6.5219,6.5923,2.6142,32452902.0,350011728.0,14110.0,25202405.64,10374993.4521,0.698843463704,0
2013-10-16,6.5402,6.5524,6.2591,6.2957,6.348,1.9975,24797244.0,257532409.0,11993.0,25061729.5,10330872.7878,-0.0256014671203,0
2013-10-17,6.3202,6.4119,6.2713,6.3018,6.3356,1.2589,15627494.0,161983454.0,6799.0,24916561.08,10412743.9899,-0.892086378869,0
2013-10-18,6.3507,6.4119,6.2529,6.3996,6.3301,1.4182,17605895.0,182332322.0,8210.0,24672881.86,10438903.3844,-0.676985560626,0
2013-10-21,6.4057,6.5952,6.363,6.5341,6.4716,2.3648,29356466.0,310821728.0,13484.0,24597994.06,10390526.7812,0.457962530699,0
2013-10-22,6.4913,6.7236,6.3996,6.6502,6.5739,3.8997,48411071.0,520663616.0,21343.0,25079070.98,10922381.2592,2.13616421789,1
2013-10-23,6.6075,6.7175,6.3935,6.4424,6.5619,2.6532,32936739.0,353592144.0,14677.0,25380388.1,10927280.576,0.691512480842,0
2013-10-24,6.3996,6.4608,6.2407,6.3568,6.367,1.5238,18916029.0,197041567.0,8721.0,25264517.44,10965190.013,-0.578967480954,0
2013-10-25,6.3507,6.4057,6.0696,6.1551,6.2185,2.0423,25353541.0,257935611.0,11263.0,24905842.52,10652478.4188,0.0420276354852,0
2013-10-28,6.1979,6.2591,6.0757,6.2407,6.1681,1.1422,14178988.0,143083669.0,6928.0,24725369.56,10757840.5178,-0.980343735584,0
2013-10-29,6.2346,6.2713,5.8067,5.9168,6.0191,2.2097,27430606.0,270121120.0,13601.0,24876697.76,10741268.6727,0.237765976982,0
2013-10-30,5.9106,6.0023,5.8679,5.9962,5.9436,1.3942,17308085.0,168302622.0,7603.0,24776075.36,10788983.959,-0.692186621871,0
2013-10-31,5.9962,6.1551,5.9595,6.0268,6.0756,1.2525,15548037.0,154543874.0,8074.0,24608397.94,10867236.714,-0.833731810437,0
2013-11-01,6.0268,6.0635,5.8984,5.9657,5.96,1.0459,12984124.0,126605177.0,6098.0,24340993.68,10987232.893,-1.03364239118,0
2013-11-04,5.984,6.0207,5.9351,5.9657,5.9689,0.5971,7412524.0,72385662.0,4234.0,24046947.26,11241812.6475,-1.47969226863,0
2013-11-05,5.929,6.0207,5.8067,5.9779,5.9088,0.948,11768509.0,113766287.0,6469.0,23843237.26,11372042.3344,-1.06179065334,0
2013-11-06,5.9718,6.0207,5.874,5.8923,5.9521,1.1475,14245275.0,138718959.0,6899.0,23890235.44,11326420.987,-0.851545289647,0
2013-11-07,5.9045,5.9351,5.6234,5.6295,5.7326,1.7939,22269649.0,208860845.0,11133.0,23986087.54,11291265.0916,-0.152014723424,0
2013-11-08,5.6111,5.6111,5.4583,5.4767,5.5385,1.1174,13871402.0,125691046.0,7630.0,23944668.08,11325121.5019,-0.889462075822,0
2013-11-11,5.495,5.5806,5.4706,5.5378,5.521,0.8324,10333094.0,93333675.0,4742.0,23881243.6,11393458.0052,-1.18911656091,0
2013-11-12,5.5378,5.5745,5.495,5.5561,5.5371,0.8057,10002192.0,90607915.0,5124.0,23698015.3,11543552.603,-1.1864478615,0
2013-11-13,5.5439,5.5561,5.3789,5.3789,5.4869,1.0642,13211280.0,118593196.0,5817.0,23673932.52,11564550.6476,-0.904717601124,0
2013-11-14,5.3483,5.5256,5.33,5.5011,5.455,1.0678,13255084.0,118295214.0,5691.0,23493895.24,11656763.5098,-0.878357979159,0
2013-11-15,5.7028,5.7151,5.5378,5.6356,5.6312,1.4808,18382335.0,169352423.0,8719.0,23355212.62,11675870.1822,-0.425910663821,0
2013-11-18,5.6539,5.7701,5.6356,5.7517,5.7076,1.6882,20956623.0,195687929.0,9222.0,23415224.78,11655245.9113,-0.210943792925,0
2013-11-19,5.7395,5.7823,5.6845,5.6906,5.7171,1.4031,17417349.0,162910374.0,7168.0,23314930.28,11685415.7178,-0.504695889509,0
2013-11-20,5.7456,5.7456,5.6478,5.7151,5.6962,0.8708,10809524.0,100734707.0,5511.0,23091719.06,11817475.3851,-1.03932478467,0
2013-11-21,5.6906,5.6906,5.6173,5.6356,5.6369,1.1181,13880272.0,128005692.0,6694.0,21995890.28,9887382.76107,-0.820805513058,0
2013-11-22,5.6356,5.9168,5.6356,5.874,5.8249,2.8672,35593765.0,339199280.0,16084.0,21980033.22,9864441.53762,1.38008134856,0
2013-11-25,5.874,5.874,5.874,5.874,,0.0,0.0,0.0,0.0,21620509.5,10329945.9055,-2.09299348687,-1
2013-11-26,5.929,6.0635,5.8679,5.8679,5.9666,2.2226,27591472.0,269334352.0,11493.0,21720654.84,10363696.0232,0.566479096535,0
2013-11-27,5.8984,5.929,5.8006,5.9106,5.8744,1.2955,16236177.0,156050292.0,6932.0,21441468.26,10318660.2373,-0.50445417722,0
2013-11-28,5.9106,6.0023,5.8556,5.9045,5.9452,1.2084,15001040.0,145908334.0,6843.0,21244744.56,10346325.0373,-0.603470752897,0
2013-11-29,5.929,6.0146,5.8862,5.984,5.9555,1.0549,13095695.0,127597145.0,6016.0,20497391.12,9508350.68035,-0.778441642387,0
2013-12-02,5.8679,5.929,5.6539,5.7273,5.7982,1.7207,21360194.0,202623530.0,8931.0,20373659.78,9454847.84544,0.104341628351,0
2013-12-03,5.6845,5.8006,5.66,5.7578,5.7409,0.8079,10028796.0,94193774.0,5009.0,20164917.44,9567314.96783,-1.05945309359,0
2013-12-04,5.7762,5.8801,5.7456,5.7823,5.8267,1.1892,14762585.0,140726646.0,6367.0,20174292.62,9561672.37889,-0.565979193341,0
2013-12-05,5.8251,5.8862,5.8006,5.8312,5.8486,0.9954,12357103.0,118238806.0,5811.0,20070020.26,9618901.02287,-0.801850153324,0
2013-12-06,5.8128,5.9045,5.8128,5.8923,5.8753,0.8694,10792306.0,103738110.0,4955.0,20084398.36,9604179.40091,-0.967505080041,0
2013-12-09,5.8801,5.9229,5.8373,5.8862,5.8701,0.8346,10361221.0,99504834.0,4207.0,19991956.14,9676254.18548,-0.995295798911,0
2013-12-10,5.8923,5.9045,5.7823,5.8006,5.8339,0.8594,10668311.0,101822209.0,5698.0,19765783.08,9760705.52807,-0.932050665174,0
2013-12-11,5.7762,5.7884,5.5256,5.5928,5.6256,1.4244,17682498.0,162744207.0,9203.0,19494264.18,9622327.31714,-0.188287731261,0
2013-12-12,5.5928,5.6662,5.5622,5.5928,5.6099,0.7897,9803160.0,89972670.0,4812.0,19289739.0,9718916.48974,-0.976094301254,0
2013-12-13,5.5561,5.6173,5.5317,5.5684,5.5765,0.6791,8430726.0,76916020.0,4768.0,19028526.16,9833376.0419,-1.07773770827,0
