sid	unlock_date	total_equity	ratio_to_total_equity	type	after_ratio_to_total_equity	before_ratio_to_total_equity	after_total_number	before_total_number	cumsum_unlock_times
v0	v1	v2	v3	v4	v5	v6	v7	v8	v9
sid	date	c	c	d	c	c	c	c	d
600278.SS	20140429	52224.17	20.34	定向增发机构配售股份	100	79.66	52224.17	41600	7
600388.SS	20140430	42762	0.83	股权激励限售股份	100	99.17	42762	42407.4	10
002527.SZ	20140430	35144.98	0.11	股权激励限售股份	46.85	46.74	16463.96	16425.74	6
300211.SZ	20140505	6449.52	20.9	首发原股东限售股份	56.53	35.63	3645.78	2298.07	4
000612.SZ	20140505	120101.94	25.37	定向增发机构配售股份	97.33	71.96	116898.16	86430.12	5
601636.SS	20140505	83933.67	1.02	股权激励限售股份	21.33	20.31	17903.59	17050	4
002289.SZ	20140505	16150.39	24.77	定向增发机构配售股份	59.37	34.61	9588.88	5588.88	6
002243.SZ	20140505	36494.9	14.2	定向增发机构配售股份	83.14	68.94	30342.9	25158.9	6
300144.SZ	20140505	55781.5	0.12	股权激励限售股份	35.06	34.93	19554.32	19486.82	6
300212.SZ	20140505	32160	37.73	首发原股东限售股份	92.38	54.66	29710.78	17577.43	5
002579.SZ	20140506	23364	56.33	首发原股东限售股份	100	43.67	23364	10203.04	4
002576.SZ	20140506	16510	35.82	首发原股东限售股份	100	64.18	16510	10596.68	4
002580.SZ	20140506	10923	60.62	首发原股东限售股份	96.78	36.15	10571.08	3949.08	5
601218.SS	20140506	99176	69.03	首发原股东限售股份	100	30.97	99176	30718.6	4
300155.SZ	20140506	18295.33	0.42	股权激励限售股份	48.56	48.14	8883.32	8806.88	6
002215.SZ	20140507	54202.11	1.03	首发原股东限售股份	72.6	71.56	39349.39	38788.83	11
000507.SZ	20140507	78954.09	0.5	股权分置限售股份	97.8	97.29	77214.38	76818.38	6
000719.SZ	20140507	43971.79	1.51	股权分置限售股份	24.22	22.71	10650.6	9987.8	5
000688.SZ	20140507	113729.93	3.54	股权分置限售股份	25.75	22.21	29283.4	25253.83	1
300098.SZ	20140507	18402	0.96	股权激励限售股份	61.53	60.56	11322.58	11145.01	5
300066.SZ	20140508	15595.83	0.15	股权激励限售股份	68.18	68.03	10633.2	10609.08	6
002224.SZ	20140509	32733.48	9.96	追加承诺限售股份上市流通	67.39	57.44	22060.17	18800.48	5
600737.SS	20140509	205187.62	25.2	定向增发机构配售股份	64.46	39.26	132266.35	80560.42	4
601113.SS	20140509	64000	52.5	首发原股东限售股份	100	47.5	64000	30400	4
601377.SS	20140512	260000	15.38	定向增发机构配售股份	95.36	79.98	247936	207936	13
300216.SZ	20140512	18460	15.16	首发原股东限售股份	63	47.85	11630.29	8832.62	8
300215.SZ	20140512	36000	11.11	首发原股东限售股份	66.67	55.56	23999.92	19999.92	4
600153.SS	20140512	283520.05	21.07	配股一般股份	100	78.93	283520.05	223775.07	5
002654.SZ	20140512	17600	5.23	首发原股东限售股份	40.48	35.25	7124	6204	4
002266.SZ	20140512	142643.11	16.6	定向增发机构配售股份	70.72	54.12	100878.19	77194.95	7
300078.SZ	20140512	16750	0.84	首发原股东限售股份	48.17	47.33	8068.19	7927.56	5
300214.SZ	20140512	20250	31.23	首发原股东限售股份	70.53	39.31	14283.1	7959.98	4
300038.SZ	20140512	16080.94	3.43	定向增发机构配售股份	63.71	60.28	10244.71	9693.6	6
300207.SZ	20140512	24440	17.92	首发原股东限售股份	49.09	31.17	11998.51	7618.85	5
600079.SS	20140513	52877.72	1.24	股权激励限售股份	88.49	87.25	46790.74	46135	14
000703.SZ	20140513	115358.76	1.14	其他类型	23.97	22.83	27651.32	26334.59	9
002363.SZ	20140513	14940	19.68	定向增发机构配售股份	100	80.32	14940	12000	5
600183.SS	20140514	142301.83	1.58	定向增发机构配售股份	100	98.42	142301.83	140050.75	10
600693.SS	20140514	34322.26	12.57	股权分置限售股份	99.69	87.12	34216.55	29901.19	8
000410.SZ	20140514	76547.09	25.87	定向增发机构配售股份	96.45	70.58	73826.53	54026.53	14
600706.SS	20140515	17950.97	0.4	股权分置限售股份	47.76	47.36	8573.24	8501.74	9
002051.SZ	20140515	76464.33	0.02	追加承诺限售股份上市流通	99.94	99.92	76414.9	76402.55	7
600177.SS	20140516	222661.17	3.73	股权分置限售股份	100	96.27	222661.17	214360.5	7
600608.SS	20140516	32886.14	2.69	股权分置限售股份	96.81	94.12	31837.14	30954.01	5
300286.SZ	20140516	14300	0.41	股权激励限售股份	24.66	24.25	3526.8	3468	3
300080.SZ	20140516	50280.4	7.56	定向增发机构配售股份	63.11	55.55	31731.84	27930.77	5
300311.SZ	20140516	7070	4.24	首发原股东限售股份	33.52	29.28	2370	2070	4
600096.SS	20140519	112907.82	13.91	定向增发机构配售股份	46.17	32.25	52126.36	36418.06	7
300217.SZ	20140519	19773.6	14.73	首发原股东限售股份	54.36	39.63	10748.64	7836.34	7
600208.SS	20140519	625885.78	0.01	股权分置限售股份	99.98	99.97	625768.62	625725.76	9
600990.SS	20140519	13670.2	13.97	定向增发机构配售股份	100	86.03	13670.2	11760	4
002673.SZ	20140519	120000	4.91	首发原股东限售股份	57.3	52.39	68761.12	62866.41	5
002002.SZ	20140519	60704.86	5.02	股权分置限售股份	27.49	22.47	16689.4	13640.76	5
300218.SZ	20140519	21120	72	首发原股东限售股份	100	28	21120	5913.6	4
300014.SZ	20140520	39828.13	0.46	首发原股东限售股份	78.32	77.86	31192.9	31010.28	9
002582.SZ	20140520	14760	61.6	首发原股东限售股份	99.47	37.87	14681.9	5589.58	5
002581.SZ	20140520	14076.4	41.21	首发原股东限售股份	99.83	58.62	14051.83	8251.49	4
002496.SZ	20140520	31855	0.62	股权激励限售股份	58.15	57.53	18522.56	18326.29	6
002127.SZ	20140520	44645.89	27.81	首发原股东限售股份	95.21	67.4	42506.93	30092.83	6
000536.SZ	20140520	70049.35	0.02	股权分置限售股份	24.67	24.64	17277.76	17262.13	7
000960.SZ	20140520	115122.04	21.26	定向增发机构配售股份	100	78.74	115122.04	90652.04	8
601208.SS	20140521	61576	40.44	首发原股东限售股份	91.93	51.49	56607.32	31707.34	4
601233.SS	20140521	96360	45.44	首发原股东限售股份	99.55	54.11	95927.07	52143.31	5
000802.SZ	20140522	37498.04	26.67	定向增发机构配售股份	99.96	73.29	37483.41	27483.41	5
300143.SZ	20140523	14740	14.55	首发原股东限售股份	71.83	57.29	10587.92	8443.86	6
601919.SS	20140523	1021627.44	1.56	首发原股东限售股份	74.74	73.18	763567.44	747595.03	6
600499.SS	20140523	69722.72	0.81	定向增发机构配售股份	93.99	93.18	65533.89	64968.17	12
600337.SS	20140526	64681.04	0.87	股权激励限售股份	98.69	97.82	63833.24	63268.04	9
300221.SZ	20140526	20000	4.69	首发原股东限售股份	55.94	51.25	11187.5	10250	6
600662.SS	20140526	105336.22	47.88	定向增发机构配售股份,股权分置限售股份	100	52.12	105336.22	54904.32	3
600422.SS	20140526	34113.02	0.04	股权激励限售股份	99.88	99.84	34071.75	34057.11	8
600817.SS	20140526	16091.01	20.87	股权分置限售股份	91.92	71.05	14791.49	11432.49	5
300222.SZ	20140526	10800	35.53	首发原股东限售股份	73.11	37.58	7896.03	4058.66	4
002337.SZ	20140526	19832.5	1.17	股权激励限售股份	93.27	92.1	18498	18266	6
000935.SZ	20140526	61586.2	2.37	股权分置限售股份	30.67	28.3	18890.03	17430.53	5
600298.SS	20140527	32963.24	1.35	定向增发机构配售股份	97.04	95.7	31988.37	31544.45	7
000413.SZ	20140527	90300	0.01	股权分置限售股份	74.52	74.51	67288.73	67278.73	7
002583.SZ	20140527	27800	60.85	首发原股东限售股份	100	39.15	27800	10882.38	4
002521.SZ	20140528	42050	0.72	股权激励限售股份	72.44	71.72	30462.16	30159.3	6
002501.SZ	20140528	46800	28	定向增发机构配售股份	71.72	43.72	33565.53	20461.53	4
002175.SZ	20140528	11779.83	27.5	定向增发机构配售股份	90.19	62.69	10624.57	7384.57	6
601599.SS	20140528	31800	48.14	首发原股东限售股份	100	51.86	31800	16491.45	4
300101.SZ	20140528	27800	18.78	首发原股东限售股份	78.41	59.62	21796.94	16575.5	4
002676.SZ	20140528	16000	0.86	首发原股东限售股份	26.72	25.86	4275.23	4137.62	3
000531.SZ	20140529	34254.14	1.27	定向增发机构配售股份	100	98.73	34254.06	33820.56	4
601991.SS	20140530	1331003.76	0.75	定向增发机构配售股份	75.09	74.34	999436	989436	7
601566.SS	20140530	57846.23	77.79	首发原股东限售股份	99.34	21.55	57463.72	12463.72	6
300220.SZ	20140530	7000	20.56	首发原股东限售股份	51.8	31.25	3626.29	2187.33	4
002586.SZ	20140603	36406.33	13.62	首发原股东限售股份	40.87	27.25	14879.16	9920.16	4
601311.SS	20140603	85183.38	63.27	首发原股东限售股份	98.7	35.44	84079.38	30185.05	5
002136.SZ	20140603	21502	0.67	首发原股东限售股份	99.44	98.78	21381.95	21238.75	10
300194.SZ	20140603	26013	4.62	首发原股东限售股份	49.51	44.89	12880.27	11677.62	5
601010.SS	20140603	73920	75.08	首发原股东限售股份	100	24.92	73920	18420	4
300225.SZ	20140603	13065	27.73	首发原股东限售股份	68.71	40.98	8977.04	5354.18	5
601789.SS	20140603	48804	5.21	定向增发机构配售股份	28.16	22.94	13741.98	11197.98	4
002236.SZ	20140603	117059.82	2.55	定向增发机构配售股份	56.4	53.85	66024.47	63035.81	8
300224.SZ	20140603	24000	68.86	首发原股东限售股份	100	31.14	24000	7472.4	5
002325.SZ	20140603	70556.3	0.74	股权激励限售股份	69.98	69.24	49374.56	48849.86	7
300223.SZ	20140603	10400	9.87	首发原股东限售股份	54.92	45.05	5711.58	4684.82	6
002215.SZ	20140603	70462.74	0.62	股权激励限售股份	73.21	72.6	51588.28	51154.21	12
002584.SZ	20140603	20000	61	首发原股东限售股份	97.22	36.22	19443.01	7243.21	4
600751.SS	20140604	89264.88	6.8	股权分置限售股份	33.42	26.62	29832.5	23761.66	1
002009.SZ	20140604	32101.08	28.04	定向增发机构配售股份	80.97	52.93	25991.22	16991.22	4
002471.SZ	20140605	50720	54.42	首发原股东限售股份	94.66	40.23	48009.86	20405.66	5
600372.SS	20140605	175916.29	48.68	定向增发机构配售股份,追加承诺限售股份上市流通	100	51.32	175916.29	90282.91	6
000550.SZ	20140605	86321.4	0.08	股权分置限售股份	59.94	59.85	51739.21	51667.21	8
002527.SZ	20140605	35144.98	0.74	股权激励限售股份	47.58	46.85	16723.12	16463.96	7
300302.SZ	20140605	6000	5.6	首发原股东限售股份	37.48	31.88	2249.1	1912.85	6
002232.SZ	20140606	40854.85	2.19	首发原股东限售股份	96.73	94.54	39518.14	38624.92	7
300119.SZ	20140606	38914.63	1.33	追加承诺限售股份上市流通	52.19	50.86	20309.17	19790.84	6
300066.SZ	20140606	24954.31	23.12	首发原股东限售股份	91.3	68.18	22783.3	17013.8	7
002392.SZ	20140606	59927.97	4.24	首发原股东限售股份	39.83	35.59	23869.51	21327.73	7
000007.SZ	20140606	23096.54	9.09	定向增发机构配售股份	89.11	80.02	20581.31	18481.31	4
000547.SZ	20140606	83487.82	20.82	定向增发机构配售股份	100	79.18	83484.63	66105.32	6
000762.SZ	20140606	47597.49	2.32	定向增发机构配售股份	100	97.68	47597.49	46493.22	7
002125.SZ	20140609	13913.06	3.89	定向增发机构配售股份	100	96.11	13912.57	13371.77	7
600033.SS	20140609	274440	51.18	股权分置限售股份	100	48.82	274440	133974.75	4
300227.SZ	20140609	13866	47.24	首发原股东限售股份	96.64	49.4	13400	6850	6
600315.SS	20140609	67244.32	1.66	股权激励限售股份	98.28	96.61	66086.47	64967.77	8
300228.SZ	20140609	13524.8	17.24	首发原股东限售股份	78.33	61.09	10593.76	8262.25	6
300226.SZ	20140609	12000	49.51	首发原股东限售股份	86.05	36.54	10326.05	4384.92	7
300331.SZ	20140609	9300	3.05	首发原股东限售股份	59.61	56.56	5544.19	5260.18	3
002590.SZ	20140610	20628.14	70.97	首发原股东限售股份	100	29.03	20628.14	5988.47	4
002587.SZ	20140610	11017.88	30.16	首发原股东限售股份	93.46	63.3	10297.08	6974.57	4
002588.SZ	20140610	28561	67.25	首发原股东限售股份	99.78	32.53	28498.41	9292.24	4
002322.SZ	20140611	28252	1.28	股权激励限售股份	92.28	90.99	26069.61	25706.61	7
002589.SZ	20140611	10894.76	48.36	首发原股东限售股份	86.09	37.74	9379.82	4111.39	4
002306.SZ	20140611	80000	5	追加承诺限售股份上市流通	81.13	76.13	64904.3	60904.3	6
002675.SZ	20140611	17280	22.28	首发原股东限售股份,追加承诺限售股份上市流通	68.69	46.41	11869.2	8019	3
000610.SZ	20140612	19674.79	0.15	股权分置限售股份	99.12	98.97	19502.47	19473.06	12
000688.SZ	20140612	113729.93	0.28	股权分置限售股份	26.03	25.75	29603.4	29283.4	2
300145.SZ	20140613	26116.38	0.22	股权激励限售股份	66.28	66.06	17311.01	17253.51	6
000932.SZ	20140613	301565	0.09	股权激励限售股份	82.02	81.93	247355.57	247073.09	3
002312.SZ	20140613	36985.66	1.49	股权激励限售股份	69.14	67.65	25571.93	25021.1	5
002138.SZ	20140613	37046.94	1.11	股权激励限售股份	84.7	83.59	31380.58	30968.08	8
601567.SS	20140616	40050	66.47	首发原股东限售股份	100	33.53	40050	13428	4
300231.SZ	20140616	12000	45.03	首发原股东限售股份	79.03	34	9483.6	4080	4
600723.SS	20140616	65840.76	51.54	定向增发机构配售股份,股权分置限售股份	99.82	48.28	65722.46	31787.58	6
300229.SZ	20140616	20497.15	66.11	首发原股东限售股份	99.96	33.84	20488.22	6936.86	4
300336.SZ	20140616	19200	0.62	首发原股东限售股份	38.54	37.92	7400.25	7280.25	3
300230.SZ	20140616	16152.48	27.53	首发原股东限售股份	62.74	35.21	10134.34	5687.81	5
300170.SZ	20140616	26467.21	1.62	股权激励限售股份	74.69	73.07	19768.64	19339.34	8
600248.SS	20140617	47368.92	27.11	定向增发机构配售股份	88.6	61.49	41968.92	29127.42	4
002246.SZ	20140617	41368.65	28.25	定向增发机构配售股份	100	71.75	41368.65	29683.65	5
002426.SZ	20140617	80082	44.93	追加承诺限售股份上市流通	77.78	32.86	62290.39	26311.99	4
300148.SZ	20140618	35195.96	42.25	首发原股东限售股份	64.49	22.24	22698.1	7828.8	9
002433.SZ	20140618	55600	33.63	追加承诺限售股份上市流通	94.63	61	52615	33915	6
002453.SZ	20140618	57130	15.98	定向增发机构配售股份	93.8	77.82	53588.79	44458.79	5
000417.SZ	20140618	77988.42	0.04	股权分置限售股份	99.84	99.8	77859.76	77830.63	8
300009.SZ	20140620	29035.9	0.75	股权激励限售股份	64.29	63.54	18667.42	18448.26	7
002034.SZ	20140620	8512	1.88	股权激励限售股份	71.42	69.54	6079.17	5919.17	5
000545.SZ	20140620	30666.4	13.16	股权分置限售股份	50.99	37.83	15637.36	11601.11	5
600187.SS	20140623	145562.42	26.63	定向增发机构配售股份	100	73.37	145562.42	106806.25	3
600780.SS	20140623	114650.25	23.86	定向增发机构配售股份	100	76.14	114650.25	87294.1	5
600059.SS	20140623	80852.42	21.48	配股一般股份	100	78.52	80852.42	63485.64	5
300247.SZ	20140623	12262.5	4.24	首发原股东限售股份	50.77	46.52	6225.38	5705.06	7
300048.SZ	20140623	33814.48	17.28	追加承诺限售股份上市流通	88.84	71.56	30039.78	24197.28	8
300234.SZ	20140623	12000	26.09	首发原股东限售股份	51.09	25	6130.88	3000	3
300203.SZ	20140623	44500	29.2	首发原股东限售股份	100	70.8	44500	31505.14	7
601798.SS	20140624	35452.82	6	首发原股东限售股份	42.13	36.13	14935.35	12808.82	5
002226.SZ	20140624	39828.55	53.37	定向增发机构配售股份,追加承诺限售股份上市流通	99.3	45.93	39550.44	18295.04	6
300233.SZ	20140624	12100	41.89	首发原股东限售股份	92.31	50.42	11169.4	6101.2	6
002138.SZ	20140624	37046.94	1.11	股权激励限售股份	85.82	84.7	31793.08	31380.58	9
002591.SZ	20140625	13127.5	27.54	首发原股东限售股份	57.25	29.71	7515.62	3900	4
600516.SS	20140625	171916.04	10.72	定向增发机构配售股份	100	89.28	171916.04	153489.35	6
300333.SZ	20140625	11200	4.82	首发原股东限售股份	72.42	67.6	8111.1	7571.44	4
300232.SZ	20140625	10139.61	17.66	首发原股东限售股份	57.88	40.22	5868.39	4077.71	8
600568.SS	20140626	36622.65	24.63	定向增发机构配售股份	98.56	73.93	36094.65	27074.65	5
002391.SZ	20140626	31530.54	0.64	股权激励限售股份	49.15	48.51	15495.74	15295.49	4
300385.SZ	20140626	8000	25	首发一般股份	25		2000	0	1
002726.SZ	20140626	21824	25.01	首发一般股份	25.01		5459	0	1
300386.SZ	20140626	9501	21.06	首发一般股份	21.06		2001	0	1
000972.SZ	20140627	77128.36	12.97	其他类型	100	87.03	77128.36	67128.36	10
601058.SS	20140630	44540	40.95	首发原股东限售股份	84.87	43.92	37800	19562.04	4
002593.SZ	20140630	21200	63.63	首发原股东限售股份	99.53	35.9	21101	7611	5
300315.SZ	20140630	129760.84	0.65	首发原股东限售股份	42	41.36	54505.85	53664.75	5
300235.SZ	20140630	8800	13.82	首发原股东限售股份	56.06	42.24	4933.18	3717.18	5
600775.SS	20140630	91383.85	24.03	定向增发机构配售股份	69.23	45.2	63262.28	41301.5	4
300237.SZ	20140630	10260	26.73	首发原股东限售股份	55.68	28.95	5712.27	2970	4
300334.SZ	20140630	26100	0.43	首发原股东限售股份	40.24	39.81	10503.56	10391.06	4
002595.SZ	20140630	20000	7.73	首发原股东限售股份	77.58	69.85	15515.23	13969.08	5
300338.SZ	20140630	12600	0.16	首发原股东限售股份	34.16	34	4303.67	4283.9	4
002421.SZ	20140630	20880	0.86	股权激励限售股份	97.41	96.55	20338.92	20158.92	6
300236.SZ	20140630	11380	55.96	首发原股东限售股份	74.85	18.89	8518	2150	3
603006.SS	20140630	8000	25	首发一般股份	25		2000	0	1
600262.SS	20140701	17000	61.18	股权分置限售股份	100	38.82	17000	6600	2
600888.SS	20140701	64122.59	2.15	定向增发机构配售股份	100	97.85	64122.59	62742.37	8
002585.SZ	20140701	41600	42.55	首发原股东限售股份	67.55	25	28100	10400	3
002225.SZ	20140701	79278.7	0.15	股权激励限售股份	69.91	69.76	55424.78	55303.58	9
300120.SZ	20140701	20590	0.44	股权激励限售股份	53.99	53.55	11116.39	11026.12	5
603328.SS	20140701	48900	18.4	首发一般股份	18.4		9000	0	1
002089.SZ	20140701	57277.9	15.65	配股一般股份	69.32	53.66	39702.49	30737.11	6
002594.SZ	20140701	247600	35.66	首发原股东限售股份	51.18	15.52	126713.58	38427.24	4
002519.SZ	20140702	21464.57	12.9	追加承诺限售股份上市流通	47.36	34.46	10164.76	7396.53	4
603168.SS	20140702	6535	25	首发一般股份	25		1633.61	0	1
300387.SZ	20140702	6099	21.3	首发一般股份	21.3		1299	0	1
002727.SZ	20140702	26030	25.01	首发一般股份	25.01		6510	0	1
300145.SZ	20140702	26230.75	0.41	股权激励限售股份	66.4	65.99	17417.01	17309.66	7
002243.SZ	20140703	36494.9	1.78	首发原股东限售股份	84.92	83.14	30990.9	30342.9	7
603369.SS	20140703	50180	10.32	首发一般股份	10.32		5180	0	1
600803.SS	20140704	98578.5	16.63	定向增发机构配售股份	35.79	19.16	35281.88	18888.43	4
300147.SZ	20140704	39197.95	1.33	股权激励限售股份	99.97	98.64	39184.71	38662.97	7
600887.SS	20140704	204291.4	8.42	股权激励限售股份	98.15	89.73	200521.58	183315.98	10
600375.SS	20140704	55574.06	26.99	定向增发机构配售股份	60.73	33.74	33748.12	18748.12	5
002067.SZ	20140704	109395.1	0	定向增发机构配售股份	87.8	87.8	96052.6	96052.6	7
000868.SZ	20140704	69556.56	2.86	定向增发机构配售股份	91.4	88.54	63576.16	61584.16	4
300239.SZ	20140707	19754.8	1.94	首发原股东限售股份	61.98	60.04	12244.02	11861.41	4
300240.SZ	20140707	16752	51.04	首发原股东限售股份	96.97	45.93	16245.01	7695.01	5
300164.SZ	20140707	38016	10.92	首发原股东限售股份	78.85	67.93	29976.56	25824.01	5
002597.SZ	20140707	27768	59.29	首发原股东限售股份	100	40.71	27768	11303.28	6
300088.SZ	20140707	51370.23	10.83	首发原股东限售股份	84.88	74.06	43605.09	38042.62	5
