代码	公告日期	违规类型	处罚对象	关系	处分类型	处理人	处罚金额(万元)	相关法规	是否发债	证监会行业(2012)	东财行业
000631.SZ	2007-10-09	未按时披露定期报告			公开谴责	中国证券监督管理委员会	0	《深圳证券交易所股票上市规则》	是	房地产业	房地产
000925.SZ	2007-10-09	信息披露虚假或严重误导性陈述,未依法履行其他职责			公开处罚	中国证券监督管理委员会	0	《中华人民共和国证券法》	是	制造业	铁路专用设备及器材
000034.SZ	2007-10-09	未及时披露公司重大事项,信息披露虚假或严重误导性陈述			公开处罚	中国证券监督管理委员会	30	《中华人民共和国证券法》	否	综合	pc、服务器及硬件
600816.SH	2007-09-28	信息披露虚假或严重误导性陈述,未按时披露定期报告			公开处罚	中国证券监督管理委员会	30	《中华人民共和国证券法》	否	金融业	信托
600101.SH	2007-09-24	未及时披露公司重大事项	周益明	公司高管	公开处罚	中国证券监督管理委员会	0	《中华人民共和国证券法》,《中华人民共和国公司法》	否	电力、热力、燃气及水生产和供应业	水电
600101.SH	2007-09-24	未及时披露公司重大事项	王峰	公司高管	公开处罚	中国证券监督管理委员会	0	《中华人民共和国证券法》,《中华人民共和国公司法》	否	电力、热力、燃气及水生产和供应业	水电
600101.SH	2007-09-24	未及时披露公司重大事项	赵丽萍	公司高管	公开处罚	中国证券监督管理委员会	0	《中华人民共和国证券法》,《中华人民共和国公司法》	否	电力、热力、燃气及水生产和供应业	水电
600101.SH	2007-09-24	未及时披露公司重大事项	赖学军	公司高管	公开处罚	中国证券监督管理委员会	0	《中华人民共和国证券法》,《中华人民共和国公司法》	否	电力、热力、燃气及水生产和供应业	水电
000779.SZ	2007-09-18	信息披露虚假或严重误导性陈述			公开处罚	中国证券监督管理委员会	0	《中华人民共和国证券法》	否	制造业	毛纺
000034.SZ	2007-08-30	信息披露虚假或严重误导性陈述,未及时披露公司重大事项	廖睦群	公司高管	公开处罚	中国证券监督管理委员会	3	《中华人民共和国证券法》	否	综合	pc、服务器及硬件
000034.SZ	2007-08-30	信息披露虚假或严重误导性陈述,未及时披露公司重大事项	华毛肃	公司高管	公开处罚	中国证券监督管理委员会	3	《中华人民共和国证券法》	否	综合	pc、服务器及硬件
000034.SZ	2007-08-30	信息披露虚假或严重误导性陈述,未及时披露公司重大事项	王迎	公司高管	公开处罚	中国证券监督管理委员会	5	《中华人民共和国证券法》	否	综合	pc、服务器及硬件
000034.SZ	2007-08-30	信息披露虚假或严重误导性陈述,未及时披露公司重大事项	张晓洁	公司高管	公开处罚	中国证券监督管理委员会	3	《中华人民共和国证券法》	否	综合	pc、服务器及硬件
000034.SZ	2007-08-30	信息披露虚假或严重误导性陈述,未及时披露公司重大事项	蔡锡民	公司高管	公开处罚	中国证券监督管理委员会	3	《中华人民共和国证券法》	否	综合	pc、服务器及硬件
000034.SZ	2007-08-30	信息披露虚假或严重误导性陈述,未及时披露公司重大事项	肖水龙	公司高管	公开处罚	中国证券监督管理委员会	5	《中华人民共和国证券法》	否	综合	pc、服务器及硬件
000034.SZ	2007-08-30	信息披露虚假或严重误导性陈述,未及时披露公司重大事项	邵华	公司高管	公开处罚	中国证券监督管理委员会	3	《中华人民共和国证券法》	否	综合	pc、服务器及硬件
000034.SZ	2007-08-30	信息披露虚假或严重误导性陈述,未及时披露公司重大事项	丁力业	公司高管	公开处罚	中国证券监督管理委员会	3	《中华人民共和国证券法》	否	综合	pc、服务器及硬件
000034.SZ	2007-08-30	信息披露虚假或严重误导性陈述,未及时披露公司重大事项	洪乐平	公司高管	公开处罚	中国证券监督管理委员会	3	《中华人民共和国证券法》	否	综合	pc、服务器及硬件
600816.SH	2007-08-29	信息披露虚假或严重误导性陈述,未及时披露公司重大事项	刘敏	公司高管	公开处罚	中国证券监督管理委员会	10	《中华人民共和国证券法》,《中华人民共和国公司法》	否	金融业	信托
600816.SH	2007-08-29	信息披露虚假或严重误导性陈述,未及时披露公司重大事项	孙文娟	公司高管	公开处罚	中国证券监督管理委员会	0	《中华人民共和国证券法》	否	金融业	信托
600816.SH	2007-08-29	信息披露虚假或严重误导性陈述,未及时披露公司重大事项	周小明	公司高管	公开处罚	中国证券监督管理委员会	0	《中华人民共和国证券法》	否	金融业	信托
600816.SH	2007-08-29	信息披露虚假或严重误导性陈述,未及时披露公司重大事项	宗刚	公司高管	公开处罚	中国证券监督管理委员会	0	《中华人民共和国证券法》	否	金融业	信托
600816.SH	2007-08-29	信息披露虚假或严重误导性陈述,未及时披露公司重大事项	邵明安	公司高管	公开处罚	中国证券监督管理委员会	0	《中华人民共和国证券法》	否	金融业	信托
600816.SH	2007-08-29	信息披露虚假或严重误导性陈述,未及时披露公司重大事项	曲玉春	公司高管	公开处罚	中国证券监督管理委员会	5	《中华人民共和国证券法》	否	金融业	信托
600816.SH	2007-08-29	信息披露虚假或严重误导性陈述,未及时披露公司重大事项	王勇	公司高管	公开处罚	中国证券监督管理委员会	0	《中华人民共和国证券法》	否	金融业	信托
600816.SH	2007-08-29	信息披露虚假或严重误导性陈述,未及时披露公司重大事项	赵锡军	公司高管	公开处罚	中国证券监督管理委员会	0	《中华人民共和国证券法》	否	金融业	信托
600816.SH	2007-08-29	信息披露虚假或严重误导性陈述,未及时披露公司重大事项	李安富	公司高管	公开处罚	中国证券监督管理委员会	0	《中华人民共和国证券法》	否	金融业	信托
600816.SH	2007-08-29	信息披露虚假或严重误导性陈述,未及时披露公司重大事项	沈剑虹	公司高管	公开处罚	中国证券监督管理委员会	0	《中华人民共和国证券法》	否	金融业	信托
600816.SH	2007-08-29	信息披露虚假或严重误导性陈述,未及时披露公司重大事项	杨晓波	公司高管	公开处罚	中国证券监督管理委员会	0	《中华人民共和国证券法》	否	金融业	信托
600016.SH	2007-08-15	涉嫌违法	中国民生银行	公司本身	处罚决定	中国银行业监督管理委员会			是	金融业	股份制与城商行
600015.SH	2007-08-15	涉嫌违法	华夏银行	公司本身	处罚决定	中国银行业监督管理委员会			是	金融业	股份制与城商行
601818.SH	2007-08-15	涉嫌违法	中国光大银行	公司本身	处罚决定	中国银行业监督管理委员会			是	金融业	股份制与城商行
000690.SZ	2007-08-11	未依法履行其他职责			公开谴责	深圳证券交易所	0	《深圳证券交易所股票上市规则》	是	电力、热力、燃气及水生产和供应业	火电
000719.SZ	2007-08-09	涉嫌违反证券法律法规	中原大地传媒股份有限公司	公司本身	立案调查				否	文化、体育和娱乐业	出版发行
600556.SH	2007-08-08	涉嫌违反证券法律法规	广西北生药业股份有限公司	公司本身	立案调查	广西监管局			否	制造业	综合
600421.SH	2007-07-30	涉嫌违反证券法律法规	武汉国药科技股份有限公司	公司本身	立案调查	中国证监会武汉稽查局		《证券法》	否	制造业	其他通用机械
600421.SH	2007-07-12	未及时披露公司重大事项			公开谴责	上海证券交易所	0	《上海证券交易所股票上市规则》,《董事(监事)声明与承诺》	否	制造业	其他通用机械
000603.SZ	2007-07-11	未及时披露公司重大事项			公开处罚	中国证券监督管理委员会	30	《中华人民共和国证券法》,《公开发行证券的公司信息披露内容与格式准则》	否	采矿业	铅锌
600599.SH	2007-07-10	信息披露虚假或严重误导性陈述,未及时披露公司重大事项			公开谴责	上海证券交易所	0	《上海证券交易所股票上市规则》	否	制造业	其他化学制品
000529.SZ	2007-07-10	信息披露虚假或严重误导性陈述			公开处罚	中国证券监督管理委员会	5	《中华人民共和国证券法》	否	制造业	综合
000820.SZ	2007-07-07	未及时披露公司重大事项			公开谴责	深圳证券交易所	0	《深圳证券交易所股票上市规则》	否	制造业	造纸
600180.SH	2007-07-05	业绩预测结果不准确或不及时,未及时披露公司重大事项			公开谴责	上海证券交易所	0	《上海证券交易所股票上市规则》	是	批发和零售业	物流
000430.SZ	2007-07-02	信息披露虚假或严重误导性陈述,未及时披露公司重大事项			公开处罚	中国证券监督管理委员会	0	《中华人民共和国证券法》	否	水利、环境和公共设施管理业	景区
000681.SZ	2007-06-29	涉嫌违反证券法律法规	远东实业股份有限公司	公司本身	立案调查	中国证券监督管理委员会江苏监管局		《中华人民共和国证券法》	否	文化、体育和娱乐业	影视娱乐
600378.SH	2007-06-25	未及时披露公司重大事项,信息披露虚假或严重误导性陈述			公开谴责	上海证券交易所	0	《上海证券交易所股票上市规则》	否	制造业	其他化学制品
600466.SH	2007-06-25	未依法履行其他职责,未及时披露公司重大事项			公开谴责	上海证券交易所	0	《上海证券交易所股票上市规则》	是	房地产业	房地产
000681.SZ	2007-06-23	未及时披露公司重大事项			公开谴责	深圳证券交易所	0	《深圳证券交易所股票上市规则》	否	文化、体育和娱乐业	影视娱乐
000518.SZ	2007-06-23	未及时披露公司重大事项			公开谴责	深圳证券交易所	0	《深圳证券交易所股票上市规则》	否	制造业	生物医药
000529.SZ	2007-06-22	信息披露虚假或严重误导性陈述			公开处罚	中国证券监督管理委员会	30	《中华人民共和国证券法》	否	制造业	综合
000776.SZ	2007-06-21	未及时披露公司重大事项			公开处罚	中国证券监督管理委员会	50	《中华人民共和国证券法》	是	金融业	证券
000623.SZ	2007-06-21	未及时披露公司重大事项			公开处罚	中国证券监督管理委员会	30	《中华人民共和国证券法》	否	制造业	中药生产
600734.SH	2007-06-21	未依法履行其他职责			公开处罚	国家外汇管理局福建省分局	1328	《外国投资者并购境内企业暂行规定》,《中华人民共和国外汇管理条例》	否	批发和零售业	通信传输设备
000603.SZ	2007-06-18	未及时披露公司重大事项	高举	公司高管	公开处罚	中国证券监督管理委员会	3	《中华人民共和国证券法》	否	采矿业	铅锌
000603.SZ	2007-06-18	未及时披露公司重大事项	杨志强	公司高管	公开处罚	中国证券监督管理委员会	5	《中华人民共和国证券法》	否	采矿业	铅锌
000603.SZ	2007-06-18	未及时披露公司重大事项	徐静村	公司高管	公开处罚	中国证券监督管理委员会	3	《中华人民共和国证券法》	否	采矿业	铅锌
000603.SZ	2007-06-18	未及时披露公司重大事项	王炳燃	公司高管	公开处罚	中国证券监督管理委员会	3	《中华人民共和国证券法》	否	采矿业	铅锌
000603.SZ	2007-06-18	未及时披露公司重大事项	姜洪涛	公司高管	公开处罚	中国证券监督管理委员会	4	《中华人民共和国证券法》	否	采矿业	铅锌
000603.SZ	2007-06-18	未及时披露公司重大事项	张世田	公司高管	公开处罚	中国证券监督管理委员会	3	《中华人民共和国证券法》	否	采矿业	铅锌
000603.SZ	2007-06-18	未及时披露公司重大事项	杨少鑫	公司高管	公开处罚	中国证券监督管理委员会	3	《中华人民共和国证券法》	否	采矿业	铅锌
000603.SZ	2007-06-18	未及时披露公司重大事项	魏兴毅	公司高管	公开处罚	中国证券监督管理委员会	5	《中华人民共和国证券法》	否	采矿业	铅锌
000603.SZ	2007-06-18	未及时披露公司重大事项	姚清泉	公司高管	公开处罚	中国证券监督管理委员会	3	《中华人民共和国证券法》	否	采矿业	铅锌
000430.SZ	2007-06-13	信息披露虚假或严重误导性陈述,未及时披露公司重大事项	李旭	公司高管	公开处罚	中国证券监督管理委员会	5	《中华人民共和国证券法》	否	水利、环境和公共设施管理业	景区
000776.SZ	2007-06-13	未及时披露公司重大事项	张洪军	公司高管	公开处罚	中国证券监督管理委员会	5	《中华人民共和国证券法》	是	金融业	证券
000430.SZ	2007-06-13	信息披露虚假或严重误导性陈述,未及时披露公司重大事项	胡尼勇	公司高管	公开处罚	中国证券监督管理委员会	0	《中华人民共和国证券法》	否	水利、环境和公共设施管理业	景区
000623.SZ	2007-06-13	未及时披露公司重大事项	李秀林	公司高管	公开处罚	中国证券监督管理委员会	20	《中华人民共和国证券法》	否	制造业	中药生产
000430.SZ	2007-06-13	信息披露虚假或严重误导性陈述,未及时披露公司重大事项	夏育林	公司高管	公开处罚	中国证券监督管理委员会	0	《中华人民共和国证券法》	否	水利、环境和公共设施管理业	景区
000430.SZ	2007-06-13	信息披露虚假或严重误导性陈述,未及时披露公司重大事项	于立群	公司高管	公开处罚	中国证券监督管理委员会	5	《中华人民共和国证券法》	否	水利、环境和公共设施管理业	景区
000430.SZ	2007-06-13	信息披露虚假或严重误导性陈述,未及时披露公司重大事项	卜炎贵	公司高管	公开处罚	中国证券监督管理委员会	0	《中华人民共和国证券法》	否	水利、环境和公共设施管理业	景区
000430.SZ	2007-06-13	信息披露虚假或严重误导性陈述,未及时披露公司重大事项	周芳坤	公司高管	公开处罚	中国证券监督管理委员会	0	《中华人民共和国证券法》	否	水利、环境和公共设施管理业	景区
000430.SZ	2007-06-13	信息披露虚假或严重误导性陈述,未及时披露公司重大事项	段军	公司高管	公开处罚	中国证券监督管理委员会	0	《中华人民共和国证券法》	否	水利、环境和公共设施管理业	景区
000776.SZ	2007-06-13	未及时披露公司重大事项	郭仁堂	公司高管	公开处罚	中国证券监督管理委员会	10	《中华人民共和国证券法》	是	金融业	证券
000430.SZ	2007-06-13	信息披露虚假或严重误导性陈述,未及时披露公司重大事项	侯军	公司高管	公开处罚	中国证券监督管理委员会	0	《中华人民共和国证券法》	否	水利、环境和公共设施管理业	景区
000430.SZ	2007-06-13	信息披露虚假或严重误导性陈述,未及时披露公司重大事项	朱为	公司高管	公开处罚	中国证券监督管理委员会	0	《中华人民共和国证券法》	否	水利、环境和公共设施管理业	景区
000430.SZ	2007-06-13	信息披露虚假或严重误导性陈述,未及时披露公司重大事项	李巨龙	公司高管	公开处罚	中国证券监督管理委员会	0	《中华人民共和国证券法》	否	水利、环境和公共设施管理业	景区
000430.SZ	2007-06-13	信息披露虚假或严重误导性陈述,未及时披露公司重大事项	周卫国	公司高管	公开处罚	中国证券监督管理委员会	0	《中华人民共和国证券法》	否	水利、环境和公共设施管理业	景区
000430.SZ	2007-06-13	信息披露虚假或严重误导性陈述,未及时披露公司重大事项	赵邵安	公司高管	公开处罚	中国证券监督管理委员会	0	《中华人民共和国证券法》	否	水利、环境和公共设施管理业	景区
000529.SZ	2007-05-25	信息披露虚假或严重误导性陈述	吴继忠	公司高管	公开处罚	中国证券监督管理委员会	3	《中华人民共和国证券法》	否	制造业	综合
000529.SZ	2007-05-25	信息披露虚假或严重误导性陈述	林树明	公司高管	公开处罚	中国证券监督管理委员会	3	《中华人民共和国证券法》	否	制造业	综合
000529.SZ	2007-05-25	信息披露虚假或严重误导性陈述	何建强	公司高管	公开处罚	中国证券监督管理委员会	3	《中华人民共和国证券法》	否	制造业	综合
000529.SZ	2007-05-25	信息披露虚假或严重误导性陈述	董光元	公司高管	公开处罚	中国证券监督管理委员会	5	《中华人民共和国证券法》	否	制造业	综合
000529.SZ	2007-05-25	信息披露虚假或严重误导性陈述	冯国良	公司高管	公开处罚	中国证券监督管理委员会	10	《中华人民共和国证券法》	否	制造业	综合
600466.SH	2007-05-25	涉嫌违反证券法律法规	四川迪康科技药业股份有限公司	公司本身	立案调查	中国证监会成都稽查局		《证券法》	是	房地产业	房地产
000529.SZ	2007-05-25	信息披露虚假或严重误导性陈述	孟家光	公司高管	公开处罚	中国证券监督管理委员会	0	《中华人民共和国证券法》	否	制造业	综合
000529.SZ	2007-05-25	信息披露虚假或严重误导性陈述	李连华	公司高管	公开处罚	中国证券监督管理委员会	0	《中华人民共和国证券法》	否	制造业	综合
000529.SZ	2007-05-25	信息披露虚假或严重误导性陈述	郭伟	公司高管	公开处罚	中国证券监督管理委员会	0	《中华人民共和国证券法》	否	制造业	综合
000529.SZ	2007-05-25	信息披露虚假或严重误导性陈述	林穗生	公司高管	公开处罚	中国证券监督管理委员会	5	《中华人民共和国证券法》	否	制造业	综合
000529.SZ	2007-05-25	信息披露虚假或严重误导性陈述	吕陆洋	公司高管	公开处罚	中国证券监督管理委员会	3	《中华人民共和国证券法》	否	制造业	综合
000877.SZ	2007-05-24	未依法履行其他职责			公开处罚	中国证券监督管理委员会	0	《中华人民共和国证券法》	是	制造业	水泥
000796.SZ	2007-05-24	涉嫌违反证券法律法规	易食集团股份有限公司	公司本身	立案调查	陕西省宝鸡市人民检察院			否	租赁和商务服务业	食品综合
600378.SH	2007-05-22	未及时披露公司重大事项,信息披露虚假或严重误导性陈述			公开处罚	中国证券监督管理委员会	30	《中华人民共和国证券法》	否	制造业	其他化学制品
000587.SZ	2007-05-22	未及时披露公司重大事项			公开谴责	深圳证券交易所	0	《深圳证券交易所股票上市规则》,《深圳证券交易所上市公司信息披露工作指引第2号--股东和实际控制人信息披露》	否	制造业	珠宝首饰
600519.SH	2007-05-21	涉嫌违反证券法律法规	贵州茅台酒股份有限公司	公司本身	立案调查	贵州省人民政府国有资产监督管理委员			否	制造业	白酒
600599.SH	2007-05-18	涉嫌违反证券法律法规	熊猫烟花集团股份有限公司	公司本身	立案调查	中国证券监督管理委员会湖南监管局			否	制造业	其他化学制品
000732.SZ	2007-05-18	未及时披露公司重大事项,信息披露虚假或严重误导性陈述			公开处罚	中国证券监督管理委员会	0	《中华人民共和国证券法》	是	房地产业	房地产
000732.SZ	2007-05-17	未及时披露公司重大事项			公开处罚	中国证券监督管理委员会	30	《中华人民共和国证券法》	是	房地产业	房地产
000732.SZ	2007-05-15	未按时披露定期报告			公开处罚	中国证券监督管理委员会	0	《中华人民共和国证券法》	是	房地产业	房地产
600180.SH	2007-05-15	涉嫌违反证券法律法规	山东九发食用菌股份有限公司	公司本身	立案调查	中国证监会济南稽查局			是	批发和零售业	物流
000582.SZ	2007-05-15	未及时披露公司重大事项			公开谴责	深圳证券交易所	0	《深圳证券交易所股票上市规则》	否	交通运输、仓储和邮政业	港口
600477.SH	2007-05-14	未及时披露公司重大事项,信息披露虚假或严重误导性陈述			公开处罚	中国证券监督管理委员会	40	《公开发行证券的公司信息披露内容与格式准则》,《中华人民共和国证券法》	是	建筑业	钢结构
600198.SH	2007-05-11	信息披露虚假或严重误导性陈述,未及时披露公司重大事项			公开谴责	上海证券交易所	0	《上海证券交易所股票上市规则》,《关于做好上市公司2006年年度报告工作的通知》	是	制造业	通信传输设备
000925.SZ	2007-05-10	信息披露虚假或严重误导性陈述,未及时披露公司重大事项			公开处罚	中国证券监督管理委员会	40	《中华人民共和国证券法》	是	制造业	铁路专用设备及器材
000592.SZ	2007-05-10	未按时披露定期报告			公开处罚	中国证券监督管理委员会	30	《中华人民共和国证券法》	是	农、林、牧、渔业	林业种植
600477.SH	2007-04-30	未及时披露公司重大事项,信息披露虚假或严重误导性陈述	单银木	公司高管	公开处罚	中国证券监督管理委员会	20	《中华人民共和国证券法》	是	建筑业	钢结构
600477.SH	2007-04-30	未及时披露公司重大事项,信息披露虚假或严重误导性陈述	周金法	公司高管	公开处罚	中国证券监督管理委员会	20	《中华人民共和国证券法》	是	建筑业	钢结构
600477.SH	2007-04-30	未及时披露公司重大事项,信息披露虚假或严重误导性陈述	陆拥军	公司高管	公开处罚	中国证券监督管理委员会	10	《中华人民共和国证券法》	是	建筑业	钢结构
600671.SH	2007-04-30	涉嫌违反证券法律法规	杭州天目山药业股份有限公司	公司本身	立案调查	中国证券监督管理委员会			否	制造业	中药生产
600477.SH	2007-04-30	未及时披露公司重大事项,信息披露虚假或严重误导性陈述	罗高峰	公司高管	公开处罚	中国证券监督管理委员会	10	《中华人民共和国证券法》	是	建筑业	钢结构
600477.SH	2007-04-30	未及时披露公司重大事项,信息披露虚假或严重误导性陈述	潘金水	公司高管	公开处罚	中国证券监督管理委员会	10	《中华人民共和国证券法》	是	建筑业	钢结构
000877.SZ	2007-04-28	未依法履行其他职责	陈建良	公司高管	公开处罚	中国证券监督管理委员会	20	《中华人民共和国证券法》	是	制造业	水泥
002015.SZ	2007-04-27	未及时披露公司重大事项			公开谴责	深圳证券交易所	0	《深圳证券交易所股票上市规则》	否	制造业	涤纶
000925.SZ	2007-04-24	信息披露虚假或严重误导性陈述,未及时披露公司重大事项	沈益军	公司高管	公开处罚	中国证券监督管理委员会	0	《中华人民共和国证券法》	是	制造业	铁路专用设备及器材
000925.SZ	2007-04-24	信息披露虚假或严重误导性陈述,未及时披露公司重大事项	吴勇	公司高管	公开处罚	中国证券监督管理委员会	5	《中华人民共和国证券法》	是	制造业	铁路专用设备及器材
000925.SZ	2007-04-24	信息披露虚假或严重误导性陈述,未及时披露公司重大事项	萧志东	公司高管	公开处罚	中国证券监督管理委员会	5	《中华人民共和国证券法》	是	制造业	铁路专用设备及器材
000925.SZ	2007-04-24	信息披露虚假或严重误导性陈述,未及时披露公司重大事项	丁振海	公司高管	公开处罚	中国证券监督管理委员会	5	《中华人民共和国证券法》	是	制造业	铁路专用设备及器材
000925.SZ	2007-04-24	信息披露虚假或严重误导性陈述,未及时披露公司重大事项	卞正刚	公司高管	公开处罚	中国证券监督管理委员会	5	《中华人民共和国证券法》	是	制造业	铁路专用设备及器材
000925.SZ	2007-04-24	信息披露虚假或严重误导性陈述,未及时披露公司重大事项	赖慧芳	公司高管	公开处罚	中国证券监督管理委员会	3	《中华人民共和国证券法》	是	制造业	铁路专用设备及器材
000925.SZ	2007-04-24	信息披露虚假或严重误导性陈述,未及时披露公司重大事项	薛卫国	公司高管	公开处罚	中国证券监督管理委员会	20	《中华人民共和国证券法》	是	制造业	铁路专用设备及器材
000925.SZ	2007-04-24	信息披露虚假或严重误导性陈述,未及时披露公司重大事项	邓鸿飞	公司高管	公开处罚	中国证券监督管理委员会	10	《中华人民共和国证券法》	是	制造业	铁路专用设备及器材
000925.SZ	2007-04-24	信息披露虚假或严重误导性陈述,未及时披露公司重大事项	沈锦林	公司高管	公开处罚	中国证券监督管理委员会	0	《中华人民共和国证券法》	是	制造业	铁路专用设备及器材
000925.SZ	2007-04-24	信息披露虚假或严重误导性陈述,未及时披露公司重大事项	纪鸿	公司高管	公开处罚	中国证券监督管理委员会	10	《中华人民共和国证券法》	是	制造业	铁路专用设备及器材
000971.SZ	2007-04-21	涉嫌违反证券法律法规	湖北迈亚股份有限公司	公司本身	立案调查	中国证监会武汉稽查局		《中国人民共和国证券法》	否	信息传输、软件和信息技术服务业	其他软件服务
000596.SZ	2007-04-20	涉嫌违反证券法律法规	安徽古井贡酒股份有限公司	公司本身	立案调查				否	制造业	白酒
600225.SH	2007-04-20	涉嫌违反证券法律法规	天津松江股份有限公司	公司本身	立案调查	中国证券监督委员会		《中华人民共和国证券法》	否	房地产业	房地产
600728.SH	2007-04-19	未及时披露公司重大事项,信息披露虚假或严重误导性陈述			公开处罚	中国证券监督管理委员会	40	《中华人民共和国证券法》	否	信息传输、软件和信息技术服务业	增值服务
000732.SZ	2007-04-18	未按时披露定期报告	傅德正	公司高管	公开处罚	中国证券监督管理委员会	0	《中华人民共和国证券法》	是	房地产业	房地产
000732.SZ	2007-04-18	未按时披露定期报告	胡曙	公司高管	公开处罚	中国证券监督管理委员会	0	《中华人民共和国证券法》	是	房地产业	房地产
000732.SZ	2007-04-18	未按时披露定期报告	刘永和	公司高管	公开处罚	中国证券监督管理委员会	0	《中华人民共和国证券法》	是	房地产业	房地产
600378.SH	2007-04-18	未及时披露公司重大事项,信息披露虚假或严重误导性陈述	冯孝庭	公司高管	公开处罚	中国证券监督管理委员会	5	《中华人民共和国证券法》	否	制造业	其他化学制品
600378.SH	2007-04-18	未及时披露公司重大事项,信息披露虚假或严重误导性陈述	曹永红	公司高管	公开处罚	中国证券监督管理委员会	3	《中华人民共和国证券法》	否	制造业	其他化学制品
600378.SH	2007-04-18	未及时披露公司重大事项,信息披露虚假或严重误导性陈述	敬宏	公司高管	公开处罚	中国证券监督管理委员会	3	《中华人民共和国证券法》	否	制造业	其他化学制品
000732.SZ	2007-04-18	未按时披露定期报告	李仁军	公司高管	公开处罚	中国证券监督管理委员会	0	《中华人民共和国证券法》	是	房地产业	房地产
000732.SZ	2007-04-18	未按时披露定期报告	萧志东	公司高管	公开处罚	中国证券监督管理委员会	0	《中华人民共和国证券法》	是	房地产业	房地产
600378.SH	2007-04-18	未及时披露公司重大事项,信息披露虚假或严重误导性陈述	崔基道	公司高管	公开处罚	中国证券监督管理委员会	0	《中华人民共和国证券法》	否	制造业	其他化学制品
000732.SZ	2007-04-18	未按时披露定期报告	骞国政	公司高管	公开处罚	中国证券监督管理委员会	0	《中华人民共和国证券法》	是	房地产业	房地产
000732.SZ	2007-04-18	未按时披露定期报告	季年谊	公司高管	公开处罚	中国证券监督管理委员会	5	《中华人民共和国证券法》	是	房地产业	房地产
600378.SH	2007-04-18	未及时披露公司重大事项,信息披露虚假或严重误导性陈述	叶明星	公司高管	公开处罚	中国证券监督管理委员会	0	《中华人民共和国证券法》	否	制造业	其他化学制品
000732.SZ	2007-04-18	未按时披露定期报告	张效公	公司高管	公开处罚	中国证券监督管理委员会	0	《中华人民共和国证券法》	是	房地产业	房地产
600378.SH	2007-04-18	未及时披露公司重大事项,信息披露虚假或严重误导性陈述	古共伟	公司高管	公开处罚	中国证券监督管理委员会	0	《中华人民共和国证券法》	否	制造业	其他化学制品
600869.SH	2007-04-13	涉嫌违反证券法律法规	三普药业股份有限公司	公司本身	立案调查	中国证券监督管理委员会		《中华人民共和国证券法》	是	制造业	电线电缆
600869.SH	2007-04-13	未及时披露公司重大事项			公开谴责	上海证券交易所	0	《上海证券交易所股票上市规则》,《董事(监事)声明与承诺》	是	制造业	电线电缆
000592.SZ	2007-04-10	未按时披露定期报告	陈克根	公司高管	公开处罚	中国证券监督管理委员会	5	《中华人民共和国证券法》	是	农、林、牧、渔业	林业种植
000592.SZ	2007-04-10	未按时披露定期报告	王小宁	公司高管	公开处罚	中国证券监督管理委员会	0	《中华人民共和国证券法》	是	农、林、牧、渔业	林业种植
000592.SZ	2007-04-10	未按时披露定期报告	邹薇	公司高管	公开处罚	中国证券监督管理委员会	0	《中华人民共和国证券法》	是	农、林、牧、渔业	林业种植
000592.SZ	2007-04-10	未按时披露定期报告	丁金标	公司高管	公开处罚	中国证券监督管理委员会	0	《中华人民共和国证券法》	是	农、林、牧、渔业	林业种植
600311.SH	2007-04-10	涉嫌违反证券法律法规	甘肃荣华实业（集团）股份有限公司	公司本身	立案调查	中国证券监督管理委员会甘肃监管局			否	采矿业	黄金
000592.SZ	2007-04-10	未按时披露定期报告	史荣贵	公司高管	公开处罚	中国证券监督管理委员会	0	《中华人民共和国证券法》	是	农、林、牧、渔业	林业种植
000592.SZ	2007-04-10	未按时披露定期报告	陈恭健	公司高管	公开处罚	中国证券监督管理委员会	0	《中华人民共和国证券法》	是	农、林、牧、渔业	林业种植
000592.SZ	2007-04-10	未按时披露定期报告	何尔涛	公司高管	公开处罚	中国证券监督管理委员会	0	《中华人民共和国证券法》	是	农、林、牧、渔业	林业种植
600477.SH	2007-04-05	涉嫌违反证券法律法规	浙江杭萧钢构股份有限公司	公司本身	立案调查	中国证券监督管理委员会		《中华人民共和国证券法》	是	建筑业	钢结构
600759.SH	2007-04-03	涉嫌违反证券法律法规	海南正和实业集团股份有限公司	公司本身	立案调查	海南省海口市公安局		《股票上市规则》,《证券法》,《公司法》	是	采矿业	石油天然气开采
600272.SH	2007-03-27	信息披露虚假或严重误导性陈述,未及时披露公司重大事项			公开处罚	中国证券监督管理委员会	30	《中华人民共和国证券法》	否	批发和零售业	服装
600381.SH	2007-03-22	涉嫌违反证券法律法规	青海贤成矿业股份有限公司	公司本身	立案调查	青海省证监局		《中华人民共和国证券法》	否	制造业	中药生产
600703.SH	2007-03-20	未及时披露公司重大事项,信息披露虚假或严重误导性陈述			公开谴责	上海证券交易所	0	《上海证券交易所股票上市规则》,《董事(监事)声明与承诺》	否	制造业	光电子器件
000812.SZ	2007-03-16	未及时披露公司重大事项			公开谴责	深圳证券交易所	0	《深圳证券交易所股票上市规则》,《上市公司股东大会规则》	否	制造业	包装印刷
000993.SZ	2007-03-15	信息披露虚假或严重误导性陈述,未及时披露公司重大事项			公开处罚	中国证券监督管理委员会	30	《中华人民共和国证券法》	是	电力、热力、燃气及水生产和供应业	水电
000691.SZ	2007-03-14	未及时披露公司重大事项			公开谴责	深圳证券交易所	0	《深圳证券交易所股票上市规则》	否	房地产业	房地产
