,Open,High,low,Close,AvgPrice,Turn,Volume,Amount,Tnum
20151217,9.8259,9.9655,9.8177,9.908,9.8881,0.5492,64827475.0,780891808.0,23722.0
20151218,9.8752,10.3021,9.867,10.0394,10.0899,0.8666,102294474.0,1257360352.0,41842.0
20151221,9.9655,10.4416,9.9409,10.2692,10.2246,1.0853,128114213.0,1595741312.0,49831.0
20151222,10.261,10.3595,10.1625,10.2036,10.2317,0.5914,69809145.0,870121728.0,26793.0
20151223,10.2364,10.4909,10.1789,10.2446,10.2892,0.8802,103901823.0,1302341536.0,38256.0
20151224,10.2282,10.3103,10.0476,10.1297,10.1545,0.5424,64022964.0,791975824.0,23266.0
20151225,10.1625,10.2364,10.1215,10.1871,10.1755,0.3387,39984505.0,495638048.0,19587.0
20151228,10.2036,10.2282,9.8342,9.8342,10.0115,0.6967,82240863.0,1003010208.0,33043.0
20151229,9.8424,9.9327,9.8259,9.9245,9.8632,0.5251,61980214.0,744718416.0,20170.0
20151230,9.9245,9.9409,9.8095,9.9327,9.8826,0.4513,53266704.0,641277264.0,18064.0
20151231,9.9327,9.9573,9.8342,9.8424,9.8862,0.4162,49125892.0,591643584.0,14765.0
20160104,9.8506,9.8752,9.2185,9.3006,9.6201,0.4774,56349787.0,660376160.0,24835.0
20160105,9.2513,9.4976,9.1528,9.358,9.3507,0.5619,66326995.0,755531360.0,29217.0
20160106,9.3745,9.4894,9.3498,9.4648,9.4185,0.4369,51570644.0,591698528.0,20359.0
20160107,9.3663,9.3663,8.9558,8.9804,9.1533,0.1481,17476110.0,194869493.0,6596.0
20160108,9.2021,9.2677,8.9476,9.1282,9.1291,0.6333,74752758.0,831334544.0,29002.0
20160111,9.0297,9.0954,8.767,8.8327,8.9789,0.6201,73201399.0,800683648.0,28844.0
20160112,8.8901,8.9558,8.7342,8.8737,8.8567,0.4758,56164230.0,605970832.0,21970.0
20160113,8.9394,8.9804,8.7834,8.7916,8.8933,0.3318,39170948.0,424371696.0,16317.0
20160114,8.6931,8.8655,8.6028,8.8409,8.7289,0.5645,66631454.0,708535008.0,22599.0
20160115,8.7506,8.8655,8.5536,8.5864,8.6979,0.3797,44820214.0,474908144.0,19564.0
20160118,8.4879,8.6685,8.4551,8.5454,8.5768,0.3567,42104088.0,439917824.0,15687.0
20160119,8.5782,8.8491,8.5454,8.7916,8.716,0.4245,50110908.0,532074704.0,20281.0
20160120,8.7834,8.8655,8.57,8.6521,8.7148,0.5115,60375250.0,640968944.0,24186.0
20160121,8.6028,8.8245,8.4715,8.4715,8.6419,0.5135,60614511.0,638127872.0,24304.0
20160122,8.5372,8.5782,8.3894,8.5372,8.4943,0.3954,46675214.0,482984448.0,19314.0
20160125,8.5372,8.57,8.4797,8.5125,8.5207,0.3189,37643172.0,390734880.0,15027.0
20160126,8.4715,8.4715,8.0939,8.1021,8.2806,0.5489,64790114.0,653561600.0,28224.0
20160127,8.1514,8.1924,7.8805,8.1103,8.0569,0.4821,56903705.0,558510640.0,23671.0
20160128,8.0611,8.1185,7.9215,7.9543,8.0328,0.2563,30254078.0,296055312.0,14465.0
20160129,7.9954,8.2745,7.9543,8.2088,8.1501,0.4612,54443576.0,540544464.0,20045.0
20160201,8.1924,8.217,7.9954,8.0446,8.1087,0.3539,41773214.0,412635648.0,14097.0
20160202,8.0446,8.2334,8.0282,8.1678,8.1701,0.3127,36910416.0,367360496.0,15170.0
20160203,8.0857,8.1185,8.02,8.0857,8.0721,0.2326,27457217.0,269997840.0,14165.0
20160204,8.1185,8.2088,8.1103,8.1678,8.1535,0.3161,37309947.0,370586192.0,15906.0
20160205,8.176,8.1842,8.1349,8.1431,8.157,0.2295,27089334.0,269184384.0,10536.0
20160215,7.9297,8.0857,7.9215,8.0364,7.9928,0.2359,27849946.0,271173376.0,13014.0
20160216,8.0775,8.2334,8.0693,8.217,8.192,0.3629,42838638.0,427507776.0,18678.0
20160217,8.2334,8.3894,8.2006,8.3319,8.2842,0.4957,58516706.0,590538912.0,21807.0
20160218,8.3566,8.3894,8.2827,8.2827,8.3333,0.3441,40617824.0,412337568.0,14873.0
20160219,8.2827,8.3237,8.2006,8.2416,8.2613,0.2702,31889825.0,320939648.0,12623.0
20160222,8.3155,8.4633,8.2581,8.4469,8.375,0.5233,61773945.0,630251520.0,25503.0
20160223,8.4469,8.4469,8.2499,8.3073,8.3329,0.3608,42587437.0,432315312.0,17332.0
20160224,8.2581,8.3319,8.217,8.3319,8.2743,0.2542,30010360.0,302498032.0,13448.0
20160225,8.3073,8.3155,7.8805,7.9379,8.1156,0.527,62207284.0,615004736.0,26917.0
20160226,8.02,8.0693,7.9297,8.0364,8.0095,0.3322,39215441.0,382634656.0,15851.0
20160229,8.0364,8.0528,7.7327,7.8476,7.851,0.4803,56689639.0,542183968.0,25620.0
20160301,7.8969,8.02,7.864,7.9625,7.9316,0.3202,37791080.0,365149008.0,14378.0
20160302,8.0036,8.3155,7.979,8.2909,8.1725,0.5732,67661373.0,673626224.0,27847.0
20160303,8.2827,8.3566,8.2416,8.2991,8.2972,0.4686,55308940.0,559045200.0,16607.0
20160304,8.2827,8.6193,8.2663,8.5372,8.4942,1.1701,138124907.0,1429273056.0,44287.0
20160307,8.4961,8.611,8.4551,8.4879,8.5311,0.5137,60635297.0,630155600.0,20463.0
20160308,8.5043,8.5043,8.1596,8.4387,8.3021,0.5449,64315646.0,650471600.0,23208.0
20160309,8.3237,8.3894,8.2416,8.3484,8.3152,0.2761,32590065.0,330124896.0,12219.0
20160310,8.4058,8.4961,8.3155,8.3319,8.4235,0.4016,47402030.0,486414240.0,19427.0
20160311,8.2909,8.3894,8.2416,8.3402,8.3351,0.3251,38373672.0,389638928.0,15432.0
20160314,8.3812,8.5864,8.3812,8.4222,8.5096,0.555,65515822.0,679161312.0,26915.0
