,Open,High,low,Close,AvgPrice,Turn,Volume,Amount,Tnum
20150901,8.9476,9.5304,8.7095,9.4976,9.2781,2.2515,265766135.0,3003860704.0,79498.0
20150902,9.1775,9.8506,9.0789,9.7192,9.5442,2.3854,281574672.0,3273803296.0,71363.0
20150907,9.4812,9.4894,8.9394,8.9394,9.2106,1.1658,137611064.0,1544055072.0,58761.0
20150908,8.9312,9.1528,8.6931,9.0297,8.9552,0.6331,74729245.0,815241856.0,41272.0
20150909,9.0543,9.1857,8.9312,9.1118,9.0721,0.721,85107389.0,940582960.0,35281.0
20150910,9.0297,9.1775,8.9804,9.0707,9.08,0.3941,46520563.0,514578384.0,18991.0
20150911,9.0461,9.1282,8.9312,8.9969,9.0336,0.3613,42645078.0,469297504.0,19234.0
20150914,9.0215,9.0297,8.5782,8.923,8.8325,0.6408,75645273.0,813927120.0,56799.0
20150915,8.7752,8.9066,8.6193,8.6767,8.7563,0.4599,54283900.0,579042240.0,21166.0
20150916,8.6931,9.0954,8.6357,8.9476,8.8365,0.4822,56924377.0,612767024.0,24313.0
20150917,8.9066,9.1446,8.8409,8.8409,9.0226,0.5259,62079854.0,682338192.0,26203.0
20150918,8.8984,8.9969,8.8081,8.8737,8.8998,0.2696,31827282.0,345063776.0,12826.0
20150921,8.7834,8.9394,8.7424,8.8819,8.8623,0.3271,38611111.0,416851088.0,16877.0
20150922,8.8901,9.0789,8.8819,8.9969,9.009,0.4176,49295560.0,541007296.0,22560.0
20150923,8.9148,8.9558,8.767,8.7834,8.8377,0.3144,37115084.0,399583552.0,17425.0
20150924,8.8327,8.8737,8.7588,8.7916,8.8005,0.2191,25863255.0,277274192.0,10934.0
20150925,8.7752,8.7916,8.5782,8.6603,8.6706,0.3782,44642060.0,471537648.0,19829.0
20150928,8.6685,8.6931,8.5618,8.6439,8.6252,0.1687,19908727.0,209186171.0,8817.0
20150929,8.5782,8.6685,8.4715,8.5207,8.5535,0.2826,33360356.0,347612304.0,14396.0
20150930,8.5372,8.6931,8.529,8.611,8.6269,0.3089,36465973.0,383230176.0,14468.0
20151008,8.9066,8.9394,8.7834,8.7834,8.869,0.4186,49407085.0,533806128.0,22257.0
20151009,8.8245,8.9886,8.7998,8.9476,8.93,0.4021,47461206.0,516310496.0,17996.0
20151012,8.9969,9.3416,8.9558,9.2185,9.184,0.7198,84966515.0,950602304.0,34196.0
20151013,9.1939,9.2431,9.1036,9.1364,9.1625,0.3048,35979819.0,401600928.0,16045.0
20151014,9.0625,9.1528,8.9804,9.0133,9.0706,0.3549,41898065.0,462963472.0,18222.0
20151015,8.9886,9.1692,8.9804,9.1692,9.1076,0.4116,48590050.0,539103664.0,18938.0
20151016,9.2021,9.276,9.161,9.2185,9.2239,0.4829,57000145.0,640488896.0,21827.0
20151019,9.2513,9.317,9.1528,9.2431,9.2476,0.6128,72337153.0,814910976.0,22931.0
20151020,9.1939,9.3416,9.1857,9.2924,9.2703,0.6059,71516328.0,807642384.0,23920.0
20151021,9.2677,9.6454,9.1775,9.2103,9.3851,1.129,133262904.0,1523591984.0,46795.0
20151022,9.2349,9.358,9.1775,9.3006,9.2678,0.6971,82280573.0,928960032.0,23845.0
20151023,9.3498,9.4648,9.3088,9.4155,9.4046,0.7942,93742511.0,1073981536.0,29309.0
20151026,9.5222,9.6946,9.3909,9.4566,9.5313,0.92,108591754.0,1260872032.0,38751.0
20151027,9.4401,9.5551,9.3088,9.4237,9.3997,0.4917,58043637.0,664648832.0,22646.0
20151028,9.4073,9.4237,9.2349,9.2513,9.3385,0.4615,54481117.0,619790800.0,21930.0
20151029,9.276,9.3252,9.2349,9.2513,9.2748,0.2683,31670368.0,357830448.0,11878.0
20151030,9.276,9.3745,9.2513,9.3252,9.3124,0.454,53593072.0,607980992.0,16436.0
20151102,9.2513,9.2924,9.1118,9.1446,9.2182,0.4104,48443581.0,544000192.0,19667.0
20151103,9.1528,9.2021,9.0379,9.0707,9.1225,0.3315,39126518.0,434818768.0,16726.0
20151104,9.0954,9.6043,9.0707,9.5961,9.3768,1.1075,130724419.0,1493255536.0,41387.0
20151105,9.5222,10.3185,9.4812,9.908,9.9567,1.9419,229218980.0,2780266752.0,72900.0
20151106,9.867,10.1871,9.7849,10.1707,9.9937,1.2396,146319495.0,1781331280.0,50722.0
20151109,10.261,10.9834,10.2282,10.6222,10.6701,2.045,241388779.0,3137641552.0,85722.0
20151110,10.5073,10.7289,10.3513,10.4662,10.4976,0.9531,112502763.0,1438707536.0,50977.0
20151111,10.4252,10.4909,10.1625,10.3021,10.2851,0.8656,102173507.0,1280174416.0,46584.0
20151112,10.3431,10.3841,10.0804,10.1789,10.1977,0.5686,67113962.0,833753296.0,30188.0
20151113,10.0312,10.2446,10.0065,10.0476,10.0907,0.4978,58755504.0,722252992.0,24857.0
20151116,9.9573,10.1707,9.9245,10.1297,10.0582,0.4743,55984871.0,685977376.0,21445.0
20151117,10.1871,10.4252,10.1461,10.261,10.3176,0.8865,104648656.0,1315319792.0,39943.0
20151118,10.2282,10.4252,10.105,10.1953,10.2546,0.6724,79370476.0,991513840.0,29780.0
20151119,10.1789,10.2692,10.1215,10.261,10.203,0.3991,47112067.0,585570976.0,17571.0
20151120,10.261,10.3349,10.1953,10.3021,10.2602,0.5066,59803634.0,747487168.0,21317.0
20151123,10.3021,10.3431,10.1625,10.22,10.2681,0.5151,60797531.0,760493344.0,20864.0
20151124,10.1871,10.22,9.9819,10.0804,10.0436,0.5627,66421478.0,812675936.0,25155.0
20151125,10.023,10.1543,9.9901,10.1133,10.064,0.435,51346272.0,629507056.0,19150.0
20151126,10.1461,10.1625,10.0148,10.0394,10.1039,0.4678,55221015.0,679692128.0,18484.0
20151127,9.9983,10.0148,9.4648,9.6289,9.7838,0.6168,72802594.0,867702432.0,30480.0
20151130,9.6207,9.7439,9.4401,9.6371,9.6016,0.5579,65849389.0,770221392.0,25982.0
20151201,9.6043,9.7357,9.4483,9.6454,9.5707,0.5763,68025390.0,793118208.0,24093.0
20151202,9.6043,10.3759,9.5715,10.2692,10.053,1.3688,161576086.0,1978750512.0,62841.0
20151203,10.1707,10.4662,10.0558,10.22,10.2814,1.208,142597678.0,1786008976.0,50065.0
20151204,10.105,10.1625,9.9162,9.9491,10.0381,0.6477,76453245.0,934906576.0,30109.0
20151207,9.9983,10.0558,9.8834,9.9737,9.9529,0.3412,40279265.0,488370704.0,16242.0
20151208,9.908,9.9245,9.7685,9.8177,9.8318,0.4262,50310179.0,602568624.0,20027.0
20151209,9.7849,9.9491,9.7685,9.8424,9.857,0.3638,42938435.0,515596480.0,16013.0
20151210,9.8095,9.9655,9.7767,9.8177,9.8742,0.3538,41760358.0,502326080.0,16636.0
20151211,9.7767,9.7849,9.6289,9.711,9.7077,0.3215,37950803.0,448800944.0,16543.0
20151214,9.6289,9.9409,9.6125,9.908,9.7682,0.4975,58723664.0,698791984.0,21637.0
20151215,9.8752,9.9245,9.7357,9.7849,9.8319,0.3088,36448735.0,436557696.0,15278.0
20151216,9.8342,9.8588,9.7521,9.7603,9.792,0.3327,39276282.0,468510256.0,13945.0
