,open,high,low,close,average,turn,volume,amount,tnum
2009-1-5,3.7527,3.9512,3.6236,3.9115,3.81,1.673,2874243.0,10961320.83,1162.0
2009-1-6,3.852,4.0604,3.8023,3.9909,3.97,1.523,2617179.0,10382833.48,1068.0
2009-1-7,3.9214,4.12,3.8917,3.9711,4.01,1.878,3228088.0,12931228.88,1117.0
2009-1-8,3.8817,4.0604,3.8718,3.8917,3.98,1.232,2116679.0,8434779.1,913.0
2009-1-9,3.9314,3.9711,3.852,3.9314,3.95,0.895,1537725.0,6072001.98,563.0
2009-1-12,3.9314,3.9612,3.8917,3.9016,3.95,0.792,1360641.0,5370156.71,569.0
2009-1-13,3.8619,3.8917,3.703,3.703,3.76,1.816,3121400.0,11725916.95,1052.0
2009-1-14,3.6335,3.7725,3.5442,3.7626,3.73,1.081,1858103.0,6936944.17,808.0
2009-1-15,3.7427,3.8222,3.6733,3.713,3.78,1.489,2558560.0,9663906.17,802.0
2009-1-16,3.7229,3.8917,3.7229,3.7924,3.82,0.942,1618322.0,6187805.31,736.0
2009-1-19,3.7924,3.842,3.7229,3.842,3.81,0.874,1501410.0,5720694.06,644.0
2009-1-20,3.8222,3.8817,3.7527,3.8619,3.85,0.58,996817.0,3839414.31,483.0
2009-1-21,3.852,3.8817,3.7825,3.8122,3.86,0.82,1408566.0,5437142.21,620.0
2009-1-22,3.9016,3.9016,3.7725,3.842,3.84,1.037,1782016.0,6842730.6,625.0
2009-1-23,3.842,3.9314,3.8222,3.9016,3.92,1.19,2045088.0,8013325.69,795.0
2009-2-2,3.9314,4.0307,3.8917,4.0108,4.0,1.256,2158385.0,8644119.62,886.0
2009-2-3,4.0207,4.0704,3.9512,4.0704,4.06,1.75,3006837.0,12206642.4,1123.0
2009-2-4,4.0803,4.2391,4.0505,4.1299,4.16,1.877,3225650.0,13433641.07,1288.0
2009-2-5,4.1299,4.2689,4.0505,4.1696,4.19,2.199,3778062.0,15837815.54,1619.0
2009-2-6,4.1796,4.3186,4.1696,4.2788,4.27,1.971,3386963.0,14454540.31,1350.0
2009-2-9,4.2987,4.4973,4.2391,4.4278,4.41,3.076,5285436.0,23325518.12,1879.0
2009-2-10,4.388,4.5171,4.2987,4.4278,4.42,1.993,3424930.0,15148892.05,1510.0
2009-2-11,4.3583,4.5072,4.2193,4.2788,4.37,3.447,5922776.0,25895006.95,2130.0
2009-2-12,4.2987,4.4973,4.2391,4.4973,4.49,3.463,5950127.0,26712143.21,2006.0
2009-2-13,4.6958,4.7256,4.666,4.7256,4.75,0.606,1041854.0,4945709.9,378.0
2009-2-16,4.9639,4.9639,4.8447,4.9639,4.98,6.045,10388763.0,51779199.27,3747.0
2009-2-17,5.0036,5.0036,4.7157,4.7157,4.82,3.584,6159195.0,29688381.37,2707.0
2009-2-18,4.5568,4.7951,4.4774,4.4774,4.63,2.649,4552430.0,21055597.39,2060.0
2009-2-19,4.4973,4.5667,4.2491,4.398,4.41,3.03,5207445.0,22956671.59,2089.0
2009-2-20,4.3682,4.5568,4.2788,4.5072,4.44,2.402,4127694.0,18341672.37,1601.0
2009-2-23,4.4575,4.6362,4.398,4.6065,4.55,1.939,3331936.0,15173475.73,1618.0
2009-2-24,4.527,4.5866,4.3781,4.3781,4.46,2.423,4163304.0,18571567.42,1813.0
2009-2-25,4.388,4.4178,4.1597,4.2888,4.27,2.44,4193766.0,17899733.22,1833.0
2009-2-26,4.3086,4.5072,4.1895,4.4575,4.46,4.151,7132510.0,31838713.04,3068.0
2009-2-27,4.3086,4.3583,4.2391,4.2391,4.28,2.101,3610200.0,15468154.13,1430.0
2009-3-2,4.12,4.2391,4.0406,4.1696,4.19,0.917,1575699.0,6601162.78,802.0
2009-3-3,3.981,4.0803,3.9612,4.0604,4.05,1.314,2257726.0,9147815.46,997.0
2009-3-4,4.0604,4.259,4.0207,4.259,4.25,1.419,2437629.0,10350086.71,1042.0
2009-3-5,4.2788,4.3781,4.1101,4.259,4.3,1.508,2591343.0,11136756.47,1112.0
2009-3-6,4.3682,4.4675,4.3186,4.4675,4.47,0.963,1655279.0,7403777.97,587.0
2009-3-9,4.6958,4.6958,4.5667,4.6958,4.72,4.803,8253678.0,38955450.64,3139.0
2009-3-10,4.6164,4.7554,4.4774,4.7256,4.67,2.789,4793279.0,22407220.11,2386.0
2009-3-11,4.7554,4.8149,4.5667,4.5965,4.71,1.681,2888148.0,13595415.24,1500.0
2009-3-12,4.5667,4.6462,4.3682,4.4476,4.48,1.998,3433305.0,15367019.97,1500.0
2009-3-13,4.4575,4.666,4.388,4.666,4.68,2.568,4412888.0,20636845.13,1847.0
2009-3-16,4.7057,4.7256,4.4973,4.6263,4.63,1.905,3273248.0,15145180.46,1460.0
2009-3-17,4.6263,4.8447,4.5469,4.7554,4.76,2.678,4601779.0,21913634.76,1915.0
2009-3-18,4.7653,4.9936,4.7157,4.9936,4.98,4.874,8376146.0,41728174.41,3277.0
2009-3-19,4.944,5.2418,4.9142,5.0631,5.17,3.568,6130798.0,31694152.92,3069.0
2009-3-20,5.0631,5.1128,4.8149,5.0036,4.98,2.866,4925494.0,24532281.92,2356.0
2009-3-23,4.9639,5.212,4.944,5.0333,5.12,2.124,3650664.0,18686197.66,1680.0
2009-3-24,5.0532,5.1128,4.9738,5.0433,5.06,1.68,2886804.0,14614865.88,1380.0
2009-3-25,4.9936,5.2518,4.9539,4.9837,5.15,2.197,3775806.0,19452105.16,1615.0
2009-3-26,4.944,5.1823,4.944,5.1227,5.1,1.939,3331925.0,16979957.9,1412.0
2009-3-27,5.1227,5.2617,5.0532,5.212,5.16,2.917,5013519.0,25888928.66,1903.0
2009-3-30,5.1922,5.4702,5.1326,5.4702,5.45,3.33,5721908.0,31177800.82,2446.0
2009-3-31,5.4205,5.7481,5.361,5.6389,5.63,3.61,6202967.0,34910124.2,2778.0
2009-4-1,5.6489,5.7978,5.4801,5.5397,5.67,3.249,5582762.0,31628552.73,2603.0
2009-4-2,5.5297,5.6588,5.4106,5.5397,5.55,2.31,3969929.0,22021441.46,1886.0
