,open,high,low,close,average,turn,volume,amount,tnum
2009-1-5,5.7622,6.0116,5.7622,6.0052,9.28,2.622,2212273.0,20529251.54,2510.0
2009-1-6,6.0052,6.197,5.9476,6.1715,9.51,3.65,3079842.0,29280320.02,3180.0
2009-1-7,6.1523,6.4912,6.1523,6.1906,9.9,3.771,3181490.0,31484867.35,3719.0
2009-1-8,6.0116,6.1203,5.8581,5.9988,9.35,2.246,1894870.0,17716259.32,2434.0
2009-1-9,5.9348,6.3825,5.8837,6.3249,9.75,3.757,3169828.0,30920044.02,3358.0
2009-1-12,6.3249,6.9581,6.2802,6.9581,10.66,9.233,7790432.0,83027688.47,6582.0
2009-1-13,6.9773,7.0348,6.4784,6.5168,10.6,8.571,7232105.0,76650359.58,7664.0
2009-1-14,6.5296,7.1691,6.5296,7.1691,10.89,9.504,8019190.0,87342701.38,7947.0
2009-1-15,7.0412,7.7959,7.0412,7.4377,11.58,10.744,9065239.0,104950132.98,9858.0
2009-1-16,7.3866,7.5273,7.2267,7.2778,11.52,7.338,6191676.0,71354249.02,7682.0
2009-1-19,7.3226,7.4697,6.9261,7.0412,11.15,4.434,3740982.0,41700487.43,5074.0
2009-1-20,7.0348,7.2906,6.9709,7.2714,11.19,3.049,2572306.0,28777765.53,3019.0
2009-1-21,7.1308,7.2714,7.0668,7.0924,11.18,2.334,1969327.0,22017949.17,2630.0
2009-1-22,7.1883,7.2587,7.0668,7.2459,11.23,2.871,2422709.0,27202348.23,3104.0
2009-1-23,7.1627,7.2267,7.0668,7.1116,11.16,1.927,1625687.0,18137976.04,2236.0
2009-2-2,7.2139,7.4121,7.0412,7.3354,11.37,3.337,2815224.0,32003587.31,3255.0
2009-2-3,7.3162,7.7383,7.2459,7.5656,11.84,5.219,4403516.0,52120580.03,5233.0
2009-2-4,7.5848,7.8023,7.4313,7.7639,11.86,4.979,4200697.0,49818014.6,5042.0
2009-2-5,7.7319,7.8278,7.393,7.4505,11.94,4.879,4116683.0,49135559.06,5129.0
2009-2-6,7.4825,8.0517,7.4825,7.8918,12.2,6.026,5084191.0,62040560.32,5507.0
2009-2-9,8.0581,8.5185,7.9302,8.4418,12.94,7.43,6268814.0,81136058.7,6115.0
2009-2-10,8.3714,8.6976,8.1284,8.5185,13.2,6.374,5378181.0,71015000.75,5856.0
2009-2-11,8.3139,8.9214,8.1924,8.4418,13.55,7.194,6070329.0,82254616.06,6105.0
