,open,high,low,close,average,turn,volume,amount,tnum
2009-1-5,4.7,4.8285,4.5899,4.8194,10.3,0.494,1468111.0,15121468.0,934.0
2009-1-6,4.8607,5.1361,4.8285,5.0948,10.96,0.593,1762740.0,19317636.0,1305.0
2009-1-7,5.1039,5.2187,5.0121,5.0397,11.11,0.306,907671.0,10088258.0,831.0
2009-1-8,4.9571,5.003,4.8699,4.9295,10.76,0.243,722738.0,7774032.0,546.0
2009-1-9,4.8928,5.1177,4.8882,5.0948,10.95,0.428,1272133.0,13926903.0,775.0
2009-1-12,5.1407,5.2738,5.0076,5.2554,11.31,0.565,1678771.0,18981383.0,1033.0
2009-1-13,5.2233,5.3243,5.0397,5.1407,11.19,0.546,1620714.0,18132291.0,1056.0
2009-1-14,5.0489,5.5079,5.0489,5.4849,11.66,1.047,3109193.0,36249494.0,1340.0
2009-1-15,5.4574,5.82,5.3747,5.7328,12.32,1.267,3764476.0,46375541.0,1739.0
2009-1-16,5.8521,6.2652,5.7052,6.0999,13.17,1.402,4165340.0,54838394.0,2109.0
2009-1-19,6.1045,6.2606,5.898,5.9439,13.32,0.723,2146927.0,28603480.0,1244.0
2009-1-20,5.898,6.0816,5.7282,6.0495,12.72,0.669,1986971.0,25280624.0,909.0
2009-1-21,5.9485,6.1504,5.875,5.9209,13.06,0.375,1112981.0,14531440.0,722.0
2009-1-22,6.0265,6.0495,5.898,5.9531,13.04,0.39,1158674.0,15112349.0,647.0
2009-1-23,5.9255,6.1413,5.5951,5.9393,12.9,0.491,1457213.0,18803175.0,763.0
2009-2-2,6.0816,6.0816,5.8613,6.0081,12.99,0.137,406399.0,5280109.0,427.0
2009-2-3,6.0036,6.1458,5.9209,6.1091,13.21,0.283,839750.0,11090170.0,781.0
2009-2-4,6.1872,6.3799,6.0816,6.3524,13.56,0.777,2306563.0,31269243.0,2120.0
2009-2-5,6.3432,6.4304,6.0403,6.1642,13.55,1.306,3879779.0,52561985.0,3075.0
2009-2-6,6.1963,6.7792,6.1504,6.7012,14.03,1.991,5915090.0,83006628.0,2669.0
2009-2-9,6.6599,6.9628,6.6324,6.7242,14.85,1.011,3001654.0,44572767.0,1950.0
2009-2-10,6.637,6.816,6.5039,6.7655,14.29,0.895,2657560.0,37978197.0,1805.0
2009-2-11,6.6507,6.9032,6.5452,6.6048,14.57,0.883,2621635.0,38194903.0,1658.0
2009-2-12,6.5819,6.7379,6.3937,6.6966,14.31,1.048,3113912.0,44559066.0,1688.0
2009-2-13,6.692,6.7838,6.6324,6.7379,14.68,1.131,3360724.0,49321818.0,1983.0
2009-2-16,6.7425,6.8297,6.4717,6.6645,14.39,1.353,4019691.0,57851785.0,2764.0
2009-2-17,6.7058,6.8848,6.5543,6.7747,14.68,1.848,5489890.0,80601926.0,4493.0
2009-2-18,6.7609,6.7838,6.1917,6.3524,14.19,1.385,4113817.0,58356857.0,3928.0
2009-2-19,6.6094,6.7012,6.1963,6.2606,13.97,1.081,3209741.0,44844740.0,3480.0
2009-2-20,6.2606,6.5727,6.0127,6.5589,13.78,2.05,6088724.0,83895589.0,4230.0
2009-2-23,6.4534,6.715,6.3111,6.6186,14.28,1.565,4647334.0,66362183.0,3134.0
2009-2-24,6.4304,6.6048,6.2881,6.4763,14.04,1.165,3461325.0,48589744.0,2480.0
2009-2-25,6.4717,6.4947,6.1734,6.2376,13.71,0.627,1861861.0,25517046.0,1865.0
2009-2-26,6.2606,6.2744,5.6501,5.8796,13.28,0.781,2319391.0,30806866.0,1504.0
2009-2-27,5.6547,5.7832,5.5996,5.6869,12.4,0.768,2280893.0,28291143.0,1296.0
2009-3-2,5.6639,5.9439,5.6455,5.9347,12.67,0.694,2061671.0,26120203.0,1061.0
2009-3-3,5.7144,6.1413,5.7144,6.0311,13.08,0.631,1872816.0,24498581.0,1143.0
2009-3-4,6.0311,6.3707,5.9439,6.3294,13.57,0.551,1637173.0,22222287.0,1324.0
2009-3-5,6.4166,6.458,6.1045,6.2468,13.71,0.457,1357780.0,18621040.0,1387.0
2009-3-6,6.1091,6.3524,5.9668,6.1091,13.4,0.364,1080525.0,14476689.0,940.0
2009-3-9,6.2147,6.3799,6.0403,6.3386,13.64,0.913,2710932.0,36983350.0,2038.0
2009-3-10,6.3432,6.3432,6.2652,6.334,13.75,0.475,1410822.0,19401062.0,1235.0
2009-3-11,6.435,6.5176,6.1504,6.2193,13.86,0.714,2121268.0,29398025.0,1648.0
2009-3-12,6.2652,6.3248,5.976,6.0862,13.26,0.717,2130305.0,28246531.0,2282.0
2009-3-13,6.3891,6.6461,6.3845,6.4809,14.08,3.686,10947615.0,154196281.0,5704.0
2009-3-16,6.2881,6.5406,6.2652,6.4717,14.04,0.746,2216160.0,31112113.0,2522.0
2009-3-17,6.4442,6.6094,6.3248,6.5635,14.16,2.327,6912699.0,97884843.0,4530.0
2009-3-18,6.5865,6.7471,6.4304,6.5819,14.37,2.269,6739540.0,96823369.0,4962.0
2009-3-19,6.5681,6.9766,6.5635,6.9445,14.81,2.241,6657704.0,98582944.0,4849.0
2009-3-20,6.9215,6.9307,6.7012,6.8573,14.92,1.094,3248745.0,48482964.0,2743.0
2009-3-23,6.871,6.9996,6.7701,6.8665,14.98,0.957,2843104.0,42594959.0,2459.0
2009-3-24,6.9399,6.9812,6.614,6.7655,14.69,1.239,3678893.0,54044674.0,3670.0
2009-3-25,6.7655,6.8343,6.6691,6.7058,14.68,0.784,2327550.0,34171440.0,2101.0
2009-3-26,6.6645,6.7609,6.6324,6.7563,14.58,0.851,2528703.0,36873639.0,2055.0
2009-3-27,6.7471,6.8665,6.6553,6.7655,14.69,0.876,2600941.0,38201936.0,2291.0
2009-3-30,6.8114,7.1097,6.7701,7.0179,15.27,1.638,4866178.0,74318473.0,3804.0
2009-3-31,6.8848,7.431,6.8022,7.4264,15.84,2.054,6101262.0,96643441.0,3790.0
2009-4-1,7.5182,7.6146,7.3713,7.4402,16.25,1.412,4193180.0,68153253.0,2864.0
2009-4-2,7.4402,7.8028,7.3576,7.7294,16.6,1.482,4401772.0,73057894.0,3107.0
2009-4-3,7.688,7.8074,7.5871,7.7202,16.82,0.799,2373741.0,39935234.0,2049.0
2009-4-7,7.711,7.7569,7.509,7.7523,16.57,0.674,2001795.0,33166402.0,1971.0
2009-4-8,7.7339,7.9772,7.4448,7.5228,16.94,1.04,3090479.0,52357811.0,2461.0
2009-4-9,7.5228,7.5228,7.5228,7.5228,0.0,0.0,0.0,0.0,0.0
2009-4-10,7.7156,8.17,7.711,8.1378,17.3,1.12,3325768.0,57535086.0,2694.0
2009-4-13,8.2526,8.6014,8.1929,8.3536,18.3,1.717,5099531.0,93305888.0,3315.0
2009-4-14,8.3536,8.6014,8.092,8.5509,18.16,2.117,6286850.0,114175919.0,4037.0
2009-4-15,8.3719,9.0099,8.3719,8.8676,19.11,2.43,7217316.0,137915923.0,5230.0
2009-4-16,8.8952,8.9503,8.3995,8.45,18.73,1.67,4960972.0,92929274.0,5104.0
2009-4-17,8.45,8.45,8.0644,8.1792,17.81,1.364,4052684.0,72184171.0,4018.0
2009-4-20,8.2296,8.4408,8.1929,8.2618,18.1,0.724,2151506.0,38944364.0,2497.0
2009-4-21,8.2113,8.3719,8.0782,8.2526,17.87,1.031,3062617.0,54735674.0,2828.0
2009-4-22,8.2618,8.3582,7.6697,7.9451,17.57,1.221,3626871.0,63721479.0,3425.0
2009-4-23,7.9451,8.5754,7.9451,8.0975,11.89,1.069,3174437.0,37754507.0,3280.0
2009-4-24,8.1667,8.1737,7.6819,7.8342,11.4,1.329,3946802.0,44986166.0,3246.0
2009-4-27,7.7096,7.8273,7.3771,7.384,10.81,0.595,2648730.0,28632263.0,2375.0
2009-4-28,7.3771,7.8135,7.2455,7.7373,11.0,0.793,3532666.0,38845007.0,2798.0
2009-4-29,7.8204,8.0767,7.6195,7.9174,11.47,0.75,3340213.0,38306091.0,2767.0
2009-4-30,7.9589,7.9659,7.7026,7.8412,11.28,0.506,2254457.0,25431762.0,2121.0
2009-5-4,7.8481,8.1044,7.7511,8.0213,11.49,0.899,4004979.0,46006802.0,3199.0
2009-5-5,8.0351,8.1529,7.952,8.1252,11.68,2.073,9233922.0,107816918.0,4651.0
2009-5-6,8.1182,8.236,8.0282,8.2014,11.78,0.866,3858635.0,45445298.0,3224.0
2009-5-7,8.236,8.3953,7.9659,8.3191,11.87,1.65,7351102.0,87228904.0,4835.0
2009-5-8,8.3191,8.5962,8.1182,8.5131,12.1,1.415,6304937.0,76304307.0,4730.0
2009-5-11,9.0741,9.3651,8.2429,8.2429,12.78,2.367,10545795.0,134723110.0,7526.0
2009-5-12,8.1182,8.6516,7.8966,8.3745,11.9,1.832,8162535.0,97102301.0,5487.0
2009-5-13,8.4161,8.61,8.3122,8.5339,12.16,1.816,8089611.0,98351346.0,6507.0
2009-5-14,8.4577,8.4992,8.2429,8.4022,12.09,0.805,3586666.0,43364638.0,3310.0
2009-5-15,8.3815,8.4854,8.2152,8.2637,12.0,0.653,2910503.0,34923170.0,3261.0
2009-5-18,8.2568,8.2568,7.9104,8.1044,11.64,0.777,3463922.0,40336336.0,3297.0
2009-5-19,8.1529,8.2152,8.1044,8.1529,11.76,0.395,1761365.0,20720193.0,2079.0
2009-5-20,8.1529,8.2083,7.9659,7.9797,11.63,0.53,2362561.0,27485763.0,2756.0
2009-5-21,7.9381,8.1044,7.9104,8.0628,11.58,0.531,2367373.0,27403669.0,2301.0
2009-5-22,8.1737,8.4854,8.0351,8.3815,12.08,1.243,5536576.0,66871158.0,5174.0
2009-5-25,8.3122,8.707,8.1875,8.61,12.36,1.221,5440372.0,67225355.0,5176.0
2009-5-26,8.6308,9.0672,8.6308,9.0049,12.89,2.181,9718638.0,125285820.0,7563.0
2009-5-27,9.0741,9.1296,8.7832,8.901,12.85,1.067,4753884.0,61081219.0,0.0
2009-6-1,9.0049,9.0464,8.7624,8.804,12.83,1.071,4772898.0,61233536.0,3901.0
2009-6-2,8.8317,8.9356,8.6585,8.7624,12.6,0.859,3828193.0,48224666.0,2852.0
2009-6-3,8.8317,8.9148,8.5339,8.6862,12.5,0.857,3817399.0,47703972.0,3667.0
2009-6-4,8.6447,8.6724,8.3815,8.4715,12.28,0.873,3888666.0,47755951.0,3197.0
2009-6-5,8.7001,8.7001,8.4507,8.4923,12.37,0.512,2281483.0,28216873.0,2348.0
2009-6-8,8.4923,8.7209,8.3884,8.4854,12.42,0.682,3039306.0,37734921.0,2428.0
2009-6-9,8.4854,8.7417,8.3884,8.7347,12.41,1.157,5153637.0,63957119.0,3093.0
2009-6-10,8.7555,8.8317,8.52,8.6724,12.53,1.003,4467044.0,55972662.0,2318.0
2009-6-11,8.7001,9.2335,8.7001,9.2196,13.02,1.795,7998642.0,104136506.0,7142.0
2009-6-12,9.1365,9.1365,8.6447,8.8248,12.78,1.093,4869553.0,62251626.0,4372.0
2009-6-15,8.8109,8.8525,8.5893,8.8248,12.57,0.503,2241004.0,28179827.0,1811.0
2009-6-16,8.7209,8.804,8.6447,8.7278,12.6,0.41,1828061.0,23031158.0,1505.0
2009-6-17,8.714,8.901,8.6932,8.7971,12.69,0.738,3289255.0,41729911.0,2207.0
2009-6-18,8.7694,8.8525,8.6308,8.6655,12.57,0.888,3956333.0,49731434.0,2761.0
