,open,high,low,close,volume,amount
2016-03-10,13.13,15.75,13.13,15.75,59399.0,932652.0
2016-03-11,17.33,17.33,17.33,17.33,47100.0,816243.0
2016-03-14,19.06,19.06,19.06,19.06,68625.0,1307993.0
2016-03-15,20.97,20.97,20.97,20.97,265700.0,5571729.0
2016-03-16,23.07,23.07,23.07,23.07,273039.0,6299010.0
2016-03-17,25.38,25.38,25.38,25.38,246302.0,6251145.0
2016-03-18,27.92,27.92,27.92,27.92,434503.0,12131324.0
2016-03-21,29.5,30.6,27.08,29.4,41574134.0,1186255744.0
2016-03-22,28.0,28.65,27.56,27.77,24045764.0,676102720.0
2016-03-23,27.38,27.6,26.52,27.11,17225021.0,465730240.0
2016-03-24,26.8,29.02,26.63,27.65,20977787.0,588377664.0
2016-03-25,26.94,27.48,26.8,27.14,10656811.0,287838240.0
2016-03-28,27.16,27.66,26.72,26.89,9668545.0,262807184.0
2016-03-29,26.91,27.02,25.0,25.34,11575643.0,298662688.0
2016-03-30,25.55,25.9,25.38,25.87,8655618.0,222277440.0
2016-03-31,25.87,25.88,25.4,25.51,8010959.0,205213344.0
2016-04-01,25.49,25.75,25.3,25.66,5725926.0,146398032.0
2016-04-05,25.51,25.9,25.3,25.83,8283169.0,212675376.0
2016-04-06,25.8,25.97,25.62,25.8,7005829.0,180742864.0
2016-04-07,25.86,26.14,25.41,25.46,8675258.0,224112960.0
2016-04-08,25.09,25.25,24.6,24.83,7319565.0,181679104.0
2016-04-11,25.0,26.1,25.0,26.07,9555178.0,244492928.0
2016-04-12,25.99,26.49,25.69,26.13,10374953.0,270932000.0
2016-04-13,26.21,26.57,26.08,26.11,9692156.0,254823200.0
2016-04-14,26.19,28.5,25.8,27.87,20252335.0,549753088.0
2016-04-15,27.3,27.96,27.01,27.09,12938374.0,353805696.0
2016-04-18,26.7,26.7,26.01,26.03,7352321.0,192585184.0
2016-04-19,26.33,26.53,25.93,26.18,5126592.0,134252912.0
2016-04-20,26.3,26.46,24.0,24.83,9015766.0,227540080.0
2016-04-21,24.61,25.0,24.36,24.43,5054907.0,124828752.0
2016-04-22,24.65,25.3,24.41,25.04,4908509.0,122638840.0
2016-04-25,25.0,25.99,24.5,25.59,5966335.0,150648240.0
2016-04-26,25.6,25.8,25.19,25.64,4954022.0,126331472.0
2016-04-27,25.53,26.39,25.53,25.99,7795916.0,202914368.0
2016-04-28,25.9,26.18,25.0,25.83,7247077.0,186715632.0
2016-04-29,25.65,26.48,25.62,26.08,7094589.0,185622352.0
2016-05-03,25.88,28.6,25.5,27.98,18524609.0,513575360.0
2016-05-04,27.7,29.98,27.5,28.39,25015319.0,721909376.0
2016-05-05,28.01,29.43,27.8,29.02,17106120.0,489362656.0
2016-05-06,28.9,29.34,27.3,27.41,14439698.0,408330176.0
2016-05-09,27.3,28.3,27.2,27.97,14068104.0,392027296.0
2016-05-10,27.91,30.5,27.3,30.0,26504766.0,777012992.0
2016-05-11,29.8,31.8,29.3,29.5,30106337.0,921916480.0
2016-05-12,28.23,28.51,26.55,27.57,17964589.0,497018592.0
2016-05-13,27.68,28.88,27.33,27.92,13156284.0,370669696.0
2016-05-16,27.64,28.38,26.81,28.22,11278944.0,311195712.0
2016-05-17,28.0,28.93,27.67,27.7,11884237.0,336581888.0
2016-05-18,27.15,27.88,25.61,26.26,10991673.0,296292288.0
2016-05-19,26.16,26.7,25.91,26.21,8235763.0,216976352.0
2016-05-20,25.92,26.69,25.81,26.59,7999918.0,210674944.0
2016-05-23,26.7,27.58,26.5,27.46,9340161.0,253482784.0
2016-05-24,27.23,27.33,26.2,26.54,7511834.0,200779968.0
2016-05-25,26.8,27.26,26.53,26.78,7828189.0,211012816.0
2016-05-26,26.62,26.92,25.75,26.72,6753484.0,177450096.0
2016-05-27,26.6,27.36,26.5,27.05,8892751.0,240986592.0
2016-05-30,26.69,26.96,26.06,26.61,6442691.0,170468112.0
2016-05-31,26.57,27.87,26.41,27.75,11459917.0,314092000.0
2016-06-01,27.85,28.75,27.62,28.26,12633495.0,357362656.0
2016-06-02,28.2,30.99,28.06,30.39,19435161.0,572151680.0
2016-06-03,30.01,33.26,29.81,30.9,25350011.0,799765504.0
2016-07-05,33.99,33.99,32.89,33.99,11673622.0,395097792.0
2016-07-06,35.0,37.39,34.8,37.39,22767147.0,831002752.0
2016-07-07,39.96,40.82,38.3,39.19,26233033.0,1036063936.0
2016-07-08,39.33,43.11,38.61,42.16,24596409.0,1007851328.0
2016-07-11,41.18,44.68,39.05,41.72,28159572.0,1165450112.0
2016-07-12,41.0,42.27,39.0,40.48,18227799.0,741635584.0
2016-07-13,40.28,40.74,39.36,40.13,12855420.0,513080800.0
2016-07-14,39.81,41.2,39.41,40.14,11100117.0,446973152.0
2016-07-15,39.72,40.79,39.16,39.81,10661500.0,425654240.0
2016-07-18,39.09,39.21,37.0,37.3,13987364.0,531785920.0
2016-07-19,37.16,37.66,36.41,37.34,9767915.0,362548384.0
2016-07-20,37.35,37.86,37.0,37.35,7815696.0,293087968.0
2016-07-21,36.82,40.39,36.82,39.18,15924669.0,617182144.0
2016-07-22,38.72,38.99,37.06,37.25,9625871.0,364877088.0
2016-07-25,36.88,39.9,36.5,38.92,12750473.0,492554848.0
2016-07-26,38.81,40.27,38.64,40.03,12462742.0,495809568.0
2016-07-27,39.8,39.95,36.41,37.35,13572320.0,516933632.0
2016-07-28,37.2,38.05,36.9,37.62,7473488.0,279889760.0
2016-07-29,37.33,37.56,36.58,36.61,6621182.0,245048832.0
2016-08-01,35.5,35.75,33.08,33.42,8117832.0,276603712.0
2016-08-02,33.8,34.53,33.69,34.36,5857504.0,199686544.0
2016-08-03,34.07,35.5,33.91,34.94,7282545.0,252901456.0
2016-08-04,34.58,34.97,34.15,34.9,5410949.0,187026848.0
2016-08-05,34.8,34.9,33.9,33.99,4912749.0,168943056.0
2016-08-08,33.81,35.69,33.28,35.46,8090651.0,280444896.0
2016-08-09,35.15,36.38,34.91,35.79,8462663.0,301143104.0
2016-08-10,35.7,36.12,35.15,35.43,5966909.0,212331792.0
2016-08-11,35.25,36.29,34.81,34.99,7138323.0,254953312.0
2016-08-12,34.55,36.14,34.05,36.04,9345295.0,328154112.0
2016-08-15,35.98,38.5,35.7,37.99,12814281.0,477513952.0
2016-08-16,38.05,38.48,37.4,37.51,9797945.0,370308960.0
2016-08-17,37.4,38.25,37.23,37.59,6525649.0,246027776.0
2016-08-18,37.36,37.78,36.8,36.91,6015730.0,223696288.0
2016-08-19,36.8,37.5,36.53,37.15,5135567.0,190214336.0
2016-08-22,37.15,37.48,35.8,35.91,4916893.0,179436320.0
2016-08-23,35.8,36.56,35.4,35.87,4262827.0,153343344.0
2016-08-24,35.87,36.1,35.61,35.83,3152162.0,112989888.0
2016-08-25,35.6,37.19,35.32,37.16,8829525.0,322010464.0
