,open,high,low,close,volume,amount
2015-04-24,28.32,33.98,28.32,33.98,43100.0,1461142.0
2015-04-27,37.38,37.38,37.38,37.38,13700.0,512106.0
2015-04-28,41.12,41.12,41.12,41.12,20900.0,859408.0
2015-04-29,45.23,45.23,45.23,45.23,68300.0,3089209.0
2015-04-30,49.75,49.75,49.75,49.75,147000.0,7313250.0
2015-05-04,54.73,54.73,54.73,54.73,449385.0,24594840.0
2015-05-05,60.2,60.2,60.2,60.2,4011780.0,241509152.0
2015-05-06,56.9,57.11,54.18,54.18,25036468.0,1389298688.0
2015-05-07,51.3,54.05,49.57,50.85,14741267.0,750687872.0
2015-05-08,51.92,53.45,51.16,53.06,12138787.0,638394944.0
2015-05-11,53.2,58.37,52.5,58.37,15833360.0,880420992.0
2015-05-12,59.34,61.87,57.8,58.05,17955531.0,1065763776.0
2015-05-13,56.5,60.8,56.0,58.67,14064098.0,818969152.0
2015-05-14,58.92,64.54,58.48,64.54,17527471.0,1102944000.0
2015-05-15,67.6,70.99,65.0,70.99,17239314.0,1188450048.0
2015-05-18,76.2,78.09,73.8,78.09,7375959.0,569367424.0
2015-05-19,85.9,85.9,70.35,74.84,24199120.0,1881242240.0
2015-05-20,72.25,78.88,71.51,73.29,16339515.0,1227334912.0
2015-05-21,72.45,77.98,69.28,74.7,16586798.0,1201939072.0
2015-05-22,76.5,82.17,74.71,82.17,16708679.0,1314778112.0
2015-05-25,83.11,90.39,82.0,90.39,16410257.0,1439143552.0
2015-05-26,95.0,99.43,92.0,99.43,18679783.0,1839088128.0
2015-05-27,105.01,109.37,99.5,109.37,14806940.0,1583706496.0
2015-05-28,118.0,120.31,98.43,98.43,15404050.0,1786375936.0
2015-05-29,88.59,105.0,88.59,92.24,25787627.0,2399212288.0
2015-06-01,89.5,93.2,83.6,87.83,18734519.0,1622560896.0
2015-06-02,86.22,87.7,81.5,83.46,13389394.0,1124533632.0
2015-06-03,83.2,86.7,83.0,85.76,9900736.0,843649792.0
2015-06-04,85.0,85.0,77.18,78.65,10848529.0,861364672.0
2015-06-05,80.0,81.36,75.97,77.73,9714260.0,765753984.0
2015-06-08,78.01,78.58,71.67,72.47,10101756.0,745071936.0
2015-06-09,72.53,75.7,72.53,74.97,7492993.0,558703424.0
2015-06-10,73.1,79.0,73.0,77.7,8433600.0,653157824.0
2015-06-11,77.8,82.98,76.8,82.43,10640346.0,852313152.0
2015-06-12,81.99,85.43,77.0,77.19,11394970.0,908256448.0
