股票,申万一级行业
000920.SZ,7.000000
000921.SZ,53.000000
000922.SZ,73.000000
000923.SZ,73.000000
000925.SZ,94.000000
000926.SZ,157.000000
000927.SZ,7.000000
000928.SZ,67.000000
000929.SZ,149.000000
000930.SZ,30.000000
000931.SZ,59.000000
000932.SZ,157.000000
000933.SZ,133.000000
000935.SZ,56.000000
000936.SZ,37.000000
000937.SZ,133.000000
000938.SZ,15.000000
000939.SZ,20.000000
000948.SZ,15.000000
000949.SZ,37.000000
000950.SZ,37.000000
000951.SZ,7.000000
000952.SZ,42.000000
000953.SZ,37.000000
000955.SZ,108.000000
000957.SZ,7.000000
000958.SZ,20.000000
000959.SZ,157.000000
000960.SZ,67.000000
000961.SZ,157.000000
000962.SZ,67.000000
000963.SZ,42.000000
000965.SZ,59.000000
000966.SZ,20.000000
000967.SZ,73.000000
000968.SZ,133.000000
000969.SZ,67.000000
000970.SZ,67.000000
000971.SZ,108.000000
000972.SZ,30.000000
000973.SZ,37.000000
000975.SZ,59.000000
000976.SZ,37.000000
000977.SZ,15.000000
000978.SZ,151.000000
000979.SZ,37.000000
000980.SZ,7.000000
000981.SZ,15.000000
000982.SZ,108.000000
000983.SZ,133.000000
000985.SZ,37.000000
000987.SZ,45.000000
000988.SZ,15.000000
000989.SZ,42.000000
000990.SZ,42.000000
000993.SZ,20.000000
000995.SZ,149.000000
000996.SZ,9.000000
000997.SZ,15.000000
000998.SZ,30.000000
000999.SZ,42.000000
001696.SZ,7.000000
001896.SZ,20.000000
002001.SZ,42.000000
002002.SZ,37.000000
002003.SZ,108.000000
002004.SZ,42.000000
002005.SZ,53.000000
002006.SZ,73.000000
002007.SZ,42.000000
002008.SZ,15.000000
002009.SZ,73.000000
002010.SZ,37.000000
002011.SZ,73.000000
002012.SZ,125.000000
002013.SZ,7.000000
002014.SZ,125.000000
002015.SZ,37.000000
002016.SZ,42.000000
002017.SZ,15.000000
002018.SZ,37.000000
002019.SZ,42.000000
002020.SZ,42.000000
002021.SZ,73.000000
002022.SZ,42.000000
002023.SZ,7.000000
002024.SZ,45.000000
002025.SZ,94.000000
002026.SZ,73.000000
002027.SZ,15.000000
002028.SZ,73.000000
002029.SZ,108.000000
002030.SZ,42.000000
002031.SZ,73.000000
002032.SZ,53.000000
002033.SZ,151.000000
002034.SZ,108.000000
002035.SZ,53.000000
002036.SZ,108.000000
002037.SZ,37.000000
002038.SZ,42.000000
002039.SZ,20.000000
002040.SZ,9.000000
002041.SZ,30.000000
002042.SZ,108.000000
002043.SZ,56.000000
002044.SZ,108.000000
002045.SZ,94.000000
002046.SZ,73.000000
002047.SZ,125.000000
002048.SZ,7.000000
002049.SZ,94.000000
002050.SZ,53.000000
002051.SZ,56.000000
002052.SZ,53.000000
002053.SZ,37.000000
002054.SZ,37.000000
002055.SZ,94.000000
002056.SZ,67.000000
002057.SZ,67.000000
002058.SZ,73.000000
002059.SZ,151.000000
002060.SZ,56.000000
002061.SZ,37.000000
002062.SZ,56.000000
002063.SZ,14.000000
002064.SZ,37.000000
002065.SZ,14.000000
002066.SZ,56.000000
002067.SZ,125.000000
002068.SZ,37.000000
002069.SZ,30.000000
002070.SZ,108.000000
002071.SZ,125.000000
002072.SZ,108.000000
002073.SZ,14.000000
002074.SZ,73.000000
002075.SZ,67.000000
002076.SZ,94.000000
002077.SZ,56.000000
002078.SZ,125.000000
002079.SZ,94.000000
002080.SZ,37.000000
002081.SZ,56.000000
002082.SZ,56.000000
002083.SZ,108.000000
002084.SZ,125.000000
002085.SZ,7.000000
002086.SZ,30.000000
002087.SZ,108.000000
002088.SZ,37.000000
002089.SZ,15.000000
002090.SZ,73.000000
002091.SZ,45.000000
002092.SZ,37.000000
002093.SZ,14.000000
002094.SZ,125.000000
002095.SZ,14.000000
002096.SZ,37.000000
002097.SZ,73.000000
002098.SZ,108.000000
002099.SZ,42.000000
002100.SZ,42.000000
002101.SZ,73.000000
002102.SZ,125.000000
002103.SZ,125.000000
002104.SZ,94.000000
002105.SZ,7.000000
002106.SZ,94.000000
002107.SZ,42.000000
002108.SZ,37.000000
002109.SZ,37.000000
002110.SZ,157.000000
002111.SZ,73.000000
002112.SZ,73.000000
002113.SZ,37.000000
002114.SZ,67.000000
002115.SZ,15.000000
002116.SZ,56.000000
002117.SZ,125.000000
002118.SZ,42.000000
002119.SZ,94.000000
002120.SZ,125.000000
002121.SZ,73.000000
002122.SZ,73.000000
002123.SZ,73.000000
002124.SZ,30.000000
002125.SZ,37.000000
002126.SZ,7.000000
002127.SZ,108.000000
002128.SZ,133.000000
002129.SZ,94.000000
002130.SZ,37.000000
002131.SZ,73.000000
002132.SZ,157.000000
002133.SZ,59.000000
002134.SZ,94.000000
002135.SZ,56.000000
002136.SZ,67.000000
002137.SZ,94.000000
002138.SZ,53.000000
002139.SZ,53.000000
002140.SZ,56.000000
002141.SZ,94.000000
002142.SZ,138.000000
002143.SZ,30.000000
002144.SZ,108.000000
002145.SZ,37.000000
002146.SZ,59.000000
002147.SZ,73.000000
002148.SZ,14.000000
002149.SZ,67.000000
002150.SZ,73.000000
002151.SZ,7.000000
002152.SZ,15.000000
002153.SZ,14.000000
002154.SZ,108.000000
002155.SZ,67.000000
002156.SZ,94.000000
002157.SZ,30.000000
002158.SZ,73.000000
002159.SZ,151.000000
002160.SZ,67.000000
002161.SZ,14.000000
002162.SZ,56.000000
002163.SZ,56.000000
002164.SZ,73.000000
002165.SZ,37.000000
002166.SZ,42.000000
002167.SZ,37.000000
002168.SZ,73.000000
002169.SZ,73.000000
002170.SZ,37.000000
002171.SZ,67.000000
002172.SZ,37.000000
002173.SZ,30.000000
002174.SZ,125.000000
002175.SZ,73.000000
002176.SZ,73.000000
002177.SZ,15.000000
002178.SZ,56.000000
002179.SZ,94.000000
002180.SZ,73.000000
002181.SZ,14.000000
002182.SZ,67.000000
002183.SZ,9.000000
002184.SZ,73.000000
002185.SZ,94.000000
002186.SZ,151.000000
002187.SZ,45.000000
002188.SZ,94.000000
002189.SZ,94.000000
002190.SZ,73.000000
002191.SZ,125.000000
002192.SZ,37.000000
002193.SZ,108.000000
002194.SZ,14.000000
002195.SZ,14.000000
002196.SZ,73.000000
002197.SZ,15.000000
002198.SZ,42.000000
002199.SZ,94.000000
002200.SZ,30.000000
002201.SZ,37.000000
002202.SZ,73.000000
002203.SZ,67.000000
002204.SZ,73.000000
002205.SZ,56.000000
002206.SZ,37.000000
002207.SZ,133.000000
002208.SZ,59.000000
002209.SZ,73.000000
002210.SZ,9.000000
002211.SZ,37.000000
002212.SZ,73.000000
002213.SZ,7.000000
002214.SZ,94.000000
002215.SZ,37.000000
002216.SZ,149.000000
002217.SZ,37.000000
002218.SZ,Inf
002220.SZ,Inf
